"CD_A,C,2","PER,C,4","EST_DIS,C,3","UPM_DIS,C,6","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","PAR,N,1,0","SEX,N,1,0","EDA,N,3,0","NAC_DIA,N,2,0","NAC_MES,N,2,0","NAC_ANIO,N,4,0","NIV,N,2,0","GRA,N,1,0","A_ESC,N,1,0","ELEGIDO,N,1,0","REELE,N,2,0","R_DEF,C,2","FACTOR,N,6,0","FAC18,N,6,0"
40,1015,088,00051,03,40205,2,1,05,3,2,17,15,2,1998,4,2,0,0,0,01,813,0
40,1015,088,00051,03,40205,2,1,04,3,2,17,15,2,1998,4,2,0,0,0,01,813,0
40,1015,087,00052,03,40225,1,1,01,1,1,40,28,5,1975,3,3,0,1,0,01,834,1668
40,1015,087,00052,03,40225,4,1,01,1,1,47,8,10,1967,3,3,0,1,0,01,834,2502
40,1015,087,00052,03,40225,1,1,03,3,1,11,20,5,2004,2,4,0,0,0,01,834,0
40,1015,087,00052,03,40225,1,1,02,2,2,49,15,5,1966,2,4,0,0,0,01,834,0
40,1015,087,00052,03,40225,4,1,02,2,2,49,26,8,1966,2,6,0,0,0,01,834,0
40,1015,087,00052,03,40225,4,1,03,3,2,22,18,3,1993,3,3,0,0,0,01,834,0
40,1015,087,00052,03,40225,4,1,04,4,2,0,1,11,2014,0,0,0,0,0,01,834,0
40,1015,087,00052,03,40225,3,1,02,2,2,54,12,9,1961,2,6,0,1,0,01,834,1668
40,1015,087,00052,03,40225,3,1,01,1,1,59,25,8,1956,3,3,0,0,0,01,834,0
40,1015,087,00052,03,40225,5,1,07,3,2,9,21,2,2006,2,2,0,0,0,01,834,0
40,1015,087,00052,03,40225,5,1,06,3,2,11,13,7,2004,2,6,0,0,0,01,834,0
40,1015,087,00052,03,40225,5,1,05,3,1,13,14,12,2001,3,1,0,0,0,01,834,0
40,1015,087,00052,03,40225,5,1,04,3,2,15,16,10,1999,3,3,0,0,0,01,834,0
40,1015,087,00052,03,40225,5,1,03,3,1,18,16,7,1997,3,1,0,1,0,01,834,2502
40,1015,087,00052,03,40225,5,1,02,2,2,49,11,2,1966,3,3,0,0,0,01,834,0
40,1015,087,00052,03,40225,5,1,01,1,1,54,29,3,1961,2,3,0,0,0,01,834,0
40,1015,087,00052,03,40225,2,1,03,3,1,35,15,6,1980,3,1,0,0,0,01,834,0
40,1015,087,00052,03,40225,2,1,02,2,2,60,16,7,1955,2,6,0,0,0,01,834,0
40,1015,087,00052,03,40225,2,1,01,1,1,52,28,11,1962,2,1,0,1,0,01,834,2502
40,1015,089,00053,03,40230,5,1,01,1,2,20,25,9,1995,7,2,3,1,0,01,909,1818
40,1015,089,00053,03,40230,2,1,01,1,1,64,3,11,1950,7,5,3,1,0,01,909,1818
40,1015,089,00053,03,40230,1,1,04,3,1,29,4,5,1986,9,2,4,1,0,01,909,2727
40,1015,089,00053,03,40230,1,1,03,4,1,6,22,7,2009,1,3,0,0,0,01,909,0
40,1015,089,00053,03,40230,1,1,02,2,2,60,9,10,1954,3,2,0,0,1,01,909,0
40,1015,089,00053,03,40230,1,1,01,1,1,64,2,10,1951,7,4,3,0,1,01,909,0
40,1015,089,00053,03,40230,4,1,02,2,2,51,10,2,1964,7,4,3,1,0,01,909,1818
40,1015,089,00053,03,40230,4,1,01,1,1,56,26,9,1959,8,4,4,0,0,01,909,0
40,1015,089,00053,03,40230,3,1,05,3,1,0,29,11,2014,0,0,0,0,0,01,909,0
40,1015,089,00053,03,40230,3,1,04,3,1,2,15,4,2013,0,0,0,0,0,01,909,0
40,1015,089,00053,03,40230,3,1,03,5,2,25,15,1,1990,3,2,0,0,0,01,909,0
40,1015,089,00053,03,40230,3,1,02,2,2,25,8,8,1990,7,3,3,1,0,01,909,2727
40,1015,089,00053,03,40230,3,1,01,1,1,28,21,3,1987,7,3,3,0,1,01,909,0
40,1015,089,00053,03,40230,2,1,02,2,2,55,8,5,1960,7,5,3,0,1,01,909,0
40,1015,089,00053,03,40230,5,1,02,7,2,21,23,9,1994,7,2,3,0,0,01,909,0
40,1015,088,00054,03,40251,4,1,02,2,2,38,18,9,1977,4,3,0,0,0,01,767,0
40,1015,088,00054,03,40251,4,1,03,7,1,30,25,4,1985,4,3,0,0,0,01,767,0
40,1015,088,00054,03,40251,4,1,04,3,1,20,18,9,1995,3,3,0,1,0,01,767,3068
40,1015,088,00054,03,40251,4,1,05,3,2,15,18,9,2000,3,1,0,0,0,01,767,0
40,1015,088,00054,03,40251,4,1,06,3,2,4,1,6,2011,0,0,0,0,0,01,767,0
40,1015,088,00054,03,40251,3,1,01,1,1,46,5,5,1969,4,3,0,0,0,01,767,0
40,1015,088,00054,03,40251,3,1,02,2,2,23,18,9,1992,4,3,0,1,0,01,767,1534
40,1015,088,00054,03,40251,3,1,03,3,1,14,3,4,2001,3,2,0,0,0,01,767,0
40,1015,088,00054,03,40251,3,1,04,3,2,10,12,1,2005,2,4,0,0,0,01,767,0
40,1015,088,00054,03,40251,2,1,01,1,1,95,1,2,1920,2,3,0,0,0,01,767,0
40,1015,088,00054,03,40251,2,1,02,2,2,86,16,7,1929,0,0,0,1,0,01,767,2301
40,1015,088,00054,03,40251,2,1,03,3,2,67,22,10,1947,2,6,0,0,0,01,767,0
40,1015,088,00054,03,40251,5,1,01,1,2,90,25,8,1925,2,3,0,0,0,01,767,0
40,1015,088,00054,03,40251,5,1,02,3,1,56,15,5,1959,2,6,0,1,0,01,767,2301
40,1015,088,00054,03,40251,5,1,03,3,1,50,26,7,1965,3,3,0,0,0,01,767,0
40,1015,088,00054,03,40251,4,1,01,1,1,30,28,4,1985,7,3,3,0,0,01,767,0
40,1015,088,00054,03,40251,1,1,01,1,1,58,29,9,1957,7,4,3,0,0,01,767,0
40,1015,088,00054,03,40251,1,1,02,2,2,57,7,9,1958,7,4,3,0,0,01,767,0
40,1015,088,00054,03,40251,1,1,03,3,1,28,24,5,1987,7,2,3,1,0,01,767,3068
40,1015,088,00054,03,40251,1,1,04,3,2,23,31,7,1992,7,3,3,0,0,01,767,0
40,1015,088,00054,03,40251,1,1,05,4,2,7,5,9,2008,2,1,0,0,0,01,767,0
40,1015,088,00054,03,40251,1,1,06,4,1,2,3,1,2013,0,0,0,0,0,01,767,0
40,1015,087,00055,03,40253,2,1,02,2,2,49,30,9,1966,3,3,0,1,0,01,943,3772
40,1015,087,00055,03,40253,2,1,03,3,1,26,30,9,1989,3,3,0,0,0,01,943,0
40,1015,087,00055,03,40253,2,1,04,3,2,40,30,9,1975,3,3,0,0,0,01,943,0
40,1015,087,00055,03,40253,1,1,01,1,1,48,22,5,1967,3,3,0,1,0,01,943,1886
40,1015,087,00055,03,40253,1,1,02,2,2,55,15,1,1960,2,6,0,0,0,01,943,0
40,1015,087,00055,03,40253,3,1,01,1,1,59,29,1,1956,3,3,0,1,0,01,943,1886
40,1015,087,00055,03,40253,3,1,02,3,2,33,25,9,1981,4,3,0,0,0,01,943,0
40,1015,087,00055,03,40253,3,1,03,4,1,13,11,8,2002,3,1,0,0,0,01,943,0
40,1015,087,00055,03,40253,3,1,04,4,1,11,14,9,2004,2,5,0,0,0,01,943,0
40,1015,087,00055,03,40253,4,1,01,1,1,50,12,2,1965,4,1,0,0,0,01,943,0
40,1015,087,00055,03,40253,4,1,02,2,2,45,28,8,1970,4,3,0,0,0,01,943,0
40,1015,087,00055,03,40253,4,1,03,3,1,19,28,11,1995,4,1,0,1,0,01,943,2829
40,1015,087,00055,03,40253,4,1,04,3,1,10,12,6,2005,2,4,0,0,0,01,943,0
40,1015,087,00055,03,40253,5,1,01,1,2,51,20,3,1964,2,6,0,1,0,01,943,943
40,1015,087,00055,03,40253,5,1,02,3,2,17,8,3,1998,3,3,0,0,0,01,943,0
40,1015,087,00055,03,40253,5,1,03,3,2,10,11,10,2005,2,4,0,0,0,01,943,0
40,1015,087,00055,03,40253,2,1,01,1,1,54,15,1,1961,3,3,0,0,0,01,943,0
40,1015,087,00056,03,40273,1,1,03,3,2,12,7,2,2003,2,6,0,0,0,01,1043,0
40,1015,087,00056,03,40273,2,1,02,3,2,23,4,9,1992,7,3,3,0,0,01,1043,0
40,1015,087,00056,03,40273,1,1,02,2,2,42,25,2,1973,7,4,3,1,0,01,1043,2086
40,1015,087,00056,03,40273,2,1,01,1,2,63,16,12,1951,6,3,2,1,0,01,1043,2086
40,1015,087,00056,03,40273,1,1,04,3,1,10,31,7,2005,2,4,0,0,0,01,1043,0
40,1015,087,00056,03,40273,1,1,01,1,1,48,7,8,1967,7,5,3,0,0,01,1043,0
40,1015,087,00056,03,40273,5,1,01,1,1,51,18,3,1964,7,4,3,0,0,01,1043,0
40,1015,087,00056,03,40273,5,1,02,2,2,48,23,1,1967,7,3,3,0,0,01,1043,0
40,1015,087,00056,03,40273,5,1,03,3,2,22,17,2,1993,4,3,0,1,0,01,1043,4172
40,1015,087,00056,03,40273,5,1,04,3,1,18,8,9,1997,4,1,0,0,0,01,1043,0
40,1015,087,00056,03,40273,5,1,05,4,1,0,23,1,2015,0,0,0,0,0,01,1043,0
40,1015,087,00057,03,40278,2,1,03,3,2,28,10,6,1987,3,3,0,0,0,01,998,0
40,1015,087,00057,03,40278,4,1,01,1,1,45,2,8,1970,2,6,0,1,0,01,998,998
40,1015,087,00057,03,40278,5,1,04,3,1,0,14,5,2015,0,0,0,0,0,01,998,0
40,1015,087,00057,03,40278,5,1,03,3,2,4,8,4,2011,0,0,0,0,0,01,998,0
40,1015,087,00057,03,40278,5,1,02,2,2,25,4,12,1989,4,3,0,1,0,01,998,1996
40,1015,087,00057,03,40278,5,1,01,1,1,23,25,9,1991,3,3,0,0,0,01,998,0
40,1015,087,00057,03,40278,2,1,06,4,2,0,21,12,2014,0,0,0,0,0,01,998,0
40,1015,087,00057,03,40278,2,1,05,4,2,5,3,1,2010,0,0,0,0,0,01,998,0
40,1015,087,00057,03,40278,3,1,01,1,1,36,19,12,1978,2,6,0,1,0,01,998,1996
40,1015,087,00057,03,40278,3,1,02,2,2,39,5,6,1976,2,6,0,0,0,01,998,0
40,1015,087,00057,03,40278,3,1,03,3,2,11,16,12,2003,2,6,0,0,0,01,998,0
40,1015,087,00057,03,40278,2,1,02,3,1,29,20,1,1986,0,0,0,0,0,01,998,0
40,1015,087,00057,03,40278,2,1,01,1,2,46,17,2,1969,0,0,0,0,0,01,998,0
40,1015,087,00057,03,40278,3,1,05,3,1,1,2,3,2014,0,0,0,0,0,01,998,0
40,1015,087,00057,03,40278,3,1,04,3,2,9,9,10,2005,2,4,0,0,0,01,998,0
40,1015,087,00057,03,40278,1,1,01,1,1,37,24,2,1978,7,4,3,0,0,01,998,0
40,1015,087,00057,03,40278,1,1,02,2,2,37,30,7,1978,7,3,3,1,0,01,998,1996
40,1015,087,00057,03,40278,1,1,03,3,1,8,26,4,2007,2,2,0,0,0,01,998,0
40,1015,087,00057,03,40278,1,1,04,3,1,6,4,8,2009,1,3,0,0,0,01,998,0
40,1015,087,00057,03,40278,2,1,04,3,2,25,8,9,1990,2,6,0,1,0,01,998,3992
40,1015,088,00058,03,40280,1,1,02,4,2,31,25,1,1984,3,2,0,0,0,01,777,0
40,1015,088,00058,03,40280,1,1,01,1,1,77,25,9,1938,2,2,0,1,0,01,777,1554
40,1015,088,00058,03,40280,3,1,02,2,2,60,13,6,1955,3,1,0,1,0,01,777,1554
40,1015,088,00058,03,40280,3,1,01,1,1,61,27,9,1954,3,3,0,0,1,01,777,0
40,1015,088,00058,03,40280,5,1,04,3,2,10,28,9,2005,2,5,0,0,0,01,777,0
40,1015,088,00058,03,40280,5,1,03,3,1,20,31,8,1995,7,2,3,0,0,01,777,0
40,1015,088,00058,03,40280,5,1,02,2,2,45,2,5,1970,7,5,3,0,0,01,777,0
40,1015,088,00058,03,40280,5,1,01,1,1,45,13,11,1969,7,5,3,1,0,01,777,2331
40,1015,088,00058,03,40280,2,1,10,4,2,1,3,2,2014,0,0,0,0,0,01,777,0
40,1015,088,00058,03,40280,2,1,09,4,2,7,28,10,2007,2,2,0,0,0,01,777,0
40,1015,088,00058,03,40280,2,1,08,7,2,8,21,3,2007,2,2,0,0,0,01,777,0
40,1015,088,00058,03,40280,2,1,07,7,1,12,17,7,2003,2,6,0,0,0,01,777,0
40,1015,088,00058,03,40280,1,1,03,4,1,7,25,9,2008,2,2,0,0,0,01,777,0
40,1015,088,00058,03,40280,2,1,05,4,1,25,28,1,1990,3,3,0,0,0,01,777,0
40,1015,088,00058,03,40280,2,1,04,3,1,51,13,4,1964,0,0,0,1,0,01,777,4662
40,1015,088,00058,03,40280,2,1,03,3,1,51,22,2,1964,7,2,3,0,0,01,777,0
40,1015,088,00058,03,40280,2,1,02,2,2,89,4,10,1925,0,0,0,0,0,01,777,0
40,1015,088,00058,03,40280,2,1,01,1,1,87,15,1,1928,0,0,0,0,0,01,777,0
40,1015,088,00058,03,40280,2,1,06,4,2,35,8,5,1980,4,2,0,0,0,01,777,0
40,1015,089,00059,03,40332,5,1,05,4,2,14,21,12,2000,3,2,0,0,0,01,883,0
40,1015,089,00059,03,40332,1,1,03,4,1,6,22,10,2008,1,3,0,0,0,01,883,0
40,1015,089,00059,03,40332,3,1,01,1,1,67,10,1,1948,2,6,0,1,0,01,883,883
40,1015,089,00059,03,40332,1,1,02,2,2,43,1,11,1971,7,5,3,1,0,01,883,1766
40,1015,089,00059,03,40332,1,1,01,1,1,46,18,6,1969,7,5,3,0,0,01,883,0
40,1015,089,00059,03,40332,4,1,02,3,1,17,20,7,1998,3,3,0,0,0,01,883,0
40,1015,089,00059,03,40332,4,1,01,1,2,54,8,11,1960,3,3,0,1,0,01,883,883
40,1015,089,00059,03,40332,5,1,04,4,2,18,10,1,1997,4,3,0,0,0,01,883,0
40,1015,089,00059,03,40332,5,1,03,3,2,41,25,4,1974,4,3,0,0,0,01,883,0
40,1015,089,00059,03,40332,5,1,02,2,2,66,6,5,1949,2,3,0,0,0,01,883,0
40,1015,089,00059,03,40332,5,1,01,1,1,69,20,1,1946,2,2,0,1,0,01,883,3532
40,1015,089,00059,03,40332,2,1,05,4,1,3,2,8,2012,0,0,0,0,0,01,883,0
40,1015,089,00059,03,40332,2,1,04,3,2,28,26,1,1987,4,3,0,0,0,01,883,0
40,1015,089,00059,03,40332,2,1,03,3,1,36,15,9,1979,4,2,0,1,0,01,883,3532
40,1015,089,00059,03,40332,2,1,02,3,1,32,28,2,1983,2,6,0,0,1,01,883,0
40,1015,089,00059,03,40332,2,1,01,1,1,55,19,4,1960,3,3,0,0,1,01,883,0
40,1015,088,00060,03,40336,1,1,03,3,2,16,27,6,1999,4,1,0,0,0,01,836,0
40,1015,088,00060,03,40336,2,1,01,1,1,59,2,8,1956,2,6,0,0,0,01,836,0
40,1015,088,00060,03,40336,1,1,01,1,1,55,6,11,1959,4,3,0,1,0,01,836,1672
40,1015,088,00060,03,40336,4,1,03,3,1,8,30,5,2007,1,2,0,0,0,01,836,0
40,1015,088,00060,03,40336,4,1,02,3,1,10,30,8,2005,2,2,0,0,0,01,836,0
40,1015,088,00060,03,40336,4,1,01,1,2,28,12,9,1987,4,2,0,1,0,01,836,836
40,1015,088,00060,03,40336,3,1,02,2,2,64,15,3,1951,2,6,0,0,0,01,836,0
40,1015,088,00060,03,40336,3,1,01,1,1,61,12,11,1953,3,3,0,1,0,01,836,1672
40,1015,088,00060,03,40336,5,1,04,3,1,3,6,3,2012,0,0,0,0,0,01,836,0
40,1015,088,00060,03,40336,5,1,03,3,1,10,30,9,2004,2,4,0,0,0,01,836,0
40,1015,088,00060,03,40336,5,1,02,3,2,16,4,6,1999,0,0,0,0,0,01,836,0
40,1015,088,00060,03,40336,5,1,01,1,2,38,18,5,1977,3,3,0,1,0,01,836,836
40,1015,088,00060,03,40336,2,1,03,3,2,22,21,6,1993,4,3,0,0,0,01,836,0
40,1015,088,00060,03,40336,2,1,02,2,2,55,30,4,1960,2,6,0,1,0,01,836,2508
40,1015,088,00060,03,40336,1,1,02,2,2,43,7,5,1972,4,3,0,0,0,01,836,0
28,1015,068,00061,04,40030,1,1,01,1,2,55,26,11,1959,6,3,2,0,0,01,821,0
28,1015,068,00061,04,40030,1,1,02,3,2,27,26,11,1987,7,4,3,1,0,01,821,1642
28,1015,068,00061,04,40030,1,1,03,4,2,16,23,1,1999,4,1,0,0,0,01,821,0
28,1015,068,00061,04,40030,2,1,01,1,1,42,10,11,1972,2,6,0,1,0,01,821,3284
28,1015,068,00061,04,40030,2,1,02,2,2,40,9,8,1975,2,6,0,0,0,01,821,0
28,1015,068,00061,04,40030,4,1,02,3,1,26,15,1,1989,7,3,3,1,0,01,821,1642
28,1015,068,00061,04,40030,2,1,04,3,1,18,10,8,1997,3,1,0,0,0,01,821,0
28,1015,068,00061,04,40030,5,1,01,1,2,68,6,5,1947,6,3,2,0,0,01,821,0
28,1015,068,00061,04,40030,5,1,02,4,1,65,7,7,1950,2,6,0,1,0,01,821,1642
28,1015,068,00061,04,40030,4,1,01,1,2,57,23,2,1958,5,4,2,0,0,01,821,0
28,1015,068,00061,04,40030,2,1,03,3,2,21,9,7,1994,7,3,3,0,0,01,821,0
28,1015,067,00062,04,40057,3,1,01,1,2,40,12,12,1974,3,3,0,0,0,01,837,0
28,1015,067,00062,04,40057,1,1,02,2,2,37,26,12,1977,4,1,0,0,0,01,837,0
28,1015,067,00062,04,40057,3,1,03,3,1,20,23,3,1995,4,2,0,0,0,01,837,0
28,1015,067,00062,04,40057,3,1,04,3,1,18,5,2,1997,4,2,0,1,0,01,837,4185
28,1015,067,00062,04,40057,3,1,05,4,1,68,2,6,1947,0,0,0,0,0,01,837,0
28,1015,067,00062,04,40057,3,1,06,3,2,11,19,3,2004,2,5,0,0,0,01,837,0
28,1015,067,00062,04,40057,4,1,01,1,2,73,20,6,1942,2,1,0,0,0,01,837,0
28,1015,067,00062,04,40057,4,1,02,3,2,44,12,5,1971,3,3,0,0,0,01,837,0
28,1015,067,00062,04,40057,4,1,03,3,1,40,6,12,1974,3,2,0,1,0,01,837,4185
28,1015,067,00062,04,40057,4,1,04,3,1,36,22,9,1979,6,2,2,0,0,01,837,0
28,1015,067,00062,04,40057,4,1,05,3,2,38,15,6,1977,6,2,2,0,0,01,837,0
28,1015,067,00062,04,40057,4,1,06,4,2,4,5,7,2011,0,0,0,0,0,01,837,0
28,1015,067,00062,04,40057,2,1,01,1,1,70,16,12,1944,2,3,0,0,0,01,837,0
28,1015,067,00062,04,40057,2,1,02,2,2,65,11,7,1950,2,6,0,1,0,01,837,2511
28,1015,067,00062,04,40057,2,1,03,4,2,30,30,6,1985,0,0,0,0,0,01,837,0
28,1015,067,00062,04,40057,2,1,04,4,1,5,2,9,2010,1,2,0,0,0,01,837,0
28,1015,067,00062,04,40057,5,1,01,1,1,63,8,12,1951,2,2,0,0,0,01,837,0
28,1015,067,00062,04,40057,5,1,02,2,2,67,1,2,1948,2,2,0,0,0,01,837,0
28,1015,067,00062,04,40057,5,1,03,4,1,19,2,7,1996,7,1,3,1,0,01,837,2511
28,1015,067,00062,04,40057,5,1,04,3,2,16,1,5,1999,4,1,0,0,0,01,837,0
28,1015,067,00062,04,40057,3,1,02,2,1,50,15,3,1965,3,3,0,0,0,01,837,0
28,1015,067,00062,04,40057,1,1,01,1,1,49,31,7,1966,4,3,0,1,0,01,837,2511
28,1015,067,00062,04,40057,1,1,03,3,2,19,8,8,1996,7,1,3,0,0,01,837,0
28,1015,067,00063,04,40059,4,1,03,3,2,47,25,7,1968,0,0,0,0,0,01,794,0
28,1015,067,00063,04,40059,3,1,01,1,1,61,14,2,1954,2,4,0,1,0,01,794,794
28,1015,067,00063,04,40059,5,1,02,3,2,35,15,3,1980,4,3,0,0,0,01,794,0
28,1015,067,00063,04,40059,5,1,03,3,2,30,15,11,1984,4,3,0,0,0,01,794,0
28,1015,067,00063,04,40059,1,1,03,3,2,18,9,5,1997,4,1,0,0,0,01,794,0
28,1015,067,00063,04,40059,2,1,01,1,1,70,29,8,1945,2,6,0,0,0,01,794,0
28,1015,067,00063,04,40059,2,1,02,2,2,69,29,8,1946,2,6,0,0,0,01,794,0
28,1015,067,00063,04,40059,2,1,03,4,2,90,30,6,1925,0,0,0,1,0,01,794,3970
28,1015,067,00063,04,40059,2,1,04,3,1,23,21,4,1992,4,2,0,0,0,01,794,0
28,1015,067,00063,04,40059,2,1,05,4,2,23,19,9,1992,4,3,0,0,0,01,794,0
28,1015,067,00063,04,40059,2,1,06,4,1,3,23,7,2012,0,0,0,0,0,01,794,0
28,1015,067,00063,04,40059,1,1,01,1,2,47,23,11,1967,6,3,3,0,0,01,794,0
28,1015,067,00063,04,40059,1,1,02,3,2,27,28,6,1988,4,3,0,1,0,01,794,2382
28,1015,067,00063,04,40059,4,1,02,2,2,65,23,11,1949,0,0,0,0,0,01,794,0
28,1015,067,00063,04,40059,4,1,01,1,1,68,30,6,1947,0,0,0,1,0,01,794,2382
28,1015,067,00063,04,40059,5,1,01,1,2,70,15,2,1945,2,2,0,1,0,01,794,2382
28,1015,068,00064,04,40065,1,1,03,4,2,54,31,8,1961,2,6,0,0,0,01,731,0
28,1015,068,00064,04,40065,5,1,04,3,1,7,6,7,2008,2,1,0,0,0,01,731,0
28,1015,068,00064,04,40065,1,1,05,3,2,3,5,8,2012,0,0,0,0,0,01,731,0
28,1015,068,00064,04,40065,2,1,01,1,1,60,29,12,1954,2,6,0,0,0,01,731,0
28,1015,068,00064,04,40065,2,1,02,2,2,61,23,6,1954,3,3,0,0,0,01,731,0
28,1015,068,00064,04,40065,2,1,03,4,2,86,21,9,1929,2,6,0,1,0,01,731,2193
28,1015,068,00064,04,40065,4,1,01,1,2,43,3,6,1972,5,3,3,0,0,01,731,0
28,1015,068,00064,04,40065,4,1,02,3,1,21,3,6,1994,7,1,3,1,0,01,731,1462
28,1015,068,00064,04,40065,3,1,01,1,1,63,15,1,1952,7,4,3,1,0,01,731,1462
28,1015,068,00064,04,40065,3,1,02,2,2,49,22,11,1965,3,3,0,0,0,01,731,0
28,1015,068,00064,04,40065,3,1,03,3,1,12,30,9,2002,2,6,0,0,0,01,731,0
28,1015,068,00064,04,40065,1,1,01,1,1,35,16,2,1980,7,5,3,1,0,01,731,2193
28,1015,068,00064,04,40065,1,1,02,2,2,35,2,10,1979,7,4,3,0,0,01,731,0
28,1015,068,00064,04,40065,5,1,01,1,1,41,1,10,1973,7,5,3,0,0,01,731,0
28,1015,068,00064,04,40065,5,1,02,2,2,40,5,6,1975,7,5,3,1,0,01,731,1462
28,1015,068,00064,04,40065,5,1,03,3,1,8,6,3,2007,2,2,0,0,0,01,731,0
28,1015,068,00064,04,40065,1,1,04,3,2,7,20,11,2007,2,2,0,0,0,01,731,0
28,1015,069,00065,04,40081,4,1,01,1,1,22,9,3,1993,4,2,0,1,0,01,875,875
28,1015,069,00065,04,40081,3,1,01,1,1,23,20,5,1992,4,2,0,0,0,01,875,0
28,1015,069,00065,04,40081,3,1,02,2,2,19,30,5,1996,3,3,0,1,0,01,875,2625
28,1015,069,00065,04,40081,3,1,03,4,1,50,26,12,1964,0,0,0,0,0,01,875,0
28,1015,069,00065,04,40081,3,1,04,3,1,1,8,5,2014,0,0,0,0,0,01,875,0
28,1015,069,00065,04,40081,5,1,01,1,1,51,18,11,1963,7,6,3,0,0,01,875,0
28,1015,069,00065,04,40081,1,1,01,1,2,58,13,6,1957,6,2,2,1,0,01,875,875
28,1015,069,00065,04,40081,5,1,03,3,2,28,29,10,1986,7,5,3,0,0,01,875,0
28,1015,069,00065,04,40081,5,1,04,3,1,22,22,2,1993,7,2,3,1,0,01,875,3500
28,1015,069,00065,04,40081,2,1,01,1,1,61,10,5,1954,7,3,3,1,0,01,875,1750
28,1015,069,00065,04,40081,2,1,02,2,2,64,15,10,1950,2,2,0,0,0,01,875,0
28,1015,069,00065,04,40081,2,1,03,4,2,17,5,11,1997,3,3,0,0,0,01,875,0
28,1015,069,00065,04,40081,2,1,04,4,1,14,10,8,2001,3,2,0,0,0,01,875,0
28,1015,069,00065,04,40081,5,1,02,2,2,53,21,10,1961,7,6,3,0,0,01,875,0
28,1015,067,00066,04,40083,1,1,01,1,1,43,30,6,1972,2,6,0,1,0,01,820,2460
28,1015,067,00066,04,40083,1,1,02,2,2,48,12,6,1967,4,3,0,0,0,01,820,0
28,1015,067,00066,04,40083,1,1,03,3,1,20,20,1,1995,4,3,0,0,0,01,820,0
28,1015,067,00066,04,40083,2,1,01,1,1,37,14,12,1977,2,6,0,0,0,01,820,0
28,1015,067,00066,04,40083,2,1,02,2,2,36,23,8,1979,2,6,0,0,0,01,820,0
28,1015,067,00066,04,40083,2,1,03,3,1,15,21,8,2000,3,1,0,0,0,01,820,0
28,1015,067,00066,04,40083,2,1,04,3,1,19,30,7,1996,4,3,0,1,0,01,820,2460
28,1015,067,00066,04,40083,3,1,01,1,1,49,29,1,1966,2,4,0,1,0,01,820,3280
28,1015,067,00066,04,40083,3,1,02,2,2,38,27,7,1977,3,3,0,0,0,01,820,0
28,1015,067,00066,04,40083,3,1,03,3,1,20,3,10,1994,3,3,0,0,0,01,820,0
28,1015,067,00066,04,40083,3,1,04,3,2,18,15,3,1997,4,2,0,0,0,01,820,0
28,1015,067,00066,04,40083,5,1,01,1,1,24,3,1,1991,3,3,0,0,0,01,820,0
28,1015,067,00066,04,40083,5,1,02,2,2,23,29,1,1992,3,3,0,1,0,01,820,1640
28,1015,067,00066,04,40083,5,1,03,3,1,2,11,7,2013,0,0,0,0,0,01,820,0
28,1015,067,00066,04,40083,5,1,04,3,1,5,27,1,2010,1,2,0,0,0,01,820,0
28,1015,067,00066,04,40083,4,1,01,1,1,74,30,6,1941,2,6,0,0,0,01,820,0
28,1015,067,00066,04,40083,4,1,02,2,2,64,8,3,1951,2,3,0,1,0,01,820,1640
28,1015,068,00067,04,40084,1,1,01,1,1,36,10,10,1978,7,4,3,1,0,01,818,1636
28,1015,068,00067,04,40084,1,1,02,2,2,35,11,8,1980,7,6,3,0,0,01,818,0
28,1015,068,00067,04,40084,2,1,03,3,1,15,13,9,2000,3,2,0,0,0,01,818,0
28,1015,068,00067,04,40084,2,1,02,2,2,36,4,8,1979,4,3,0,0,0,01,818,0
28,1015,068,00067,04,40084,2,1,01,1,1,42,4,1,1973,4,3,0,1,0,01,818,1636
28,1015,068,00067,04,40084,3,1,01,1,2,43,30,7,1972,4,2,0,1,0,01,818,1636
28,1015,068,00067,04,40084,3,1,04,3,2,5,29,1,2010,1,2,0,0,0,01,818,0
28,1015,068,00067,04,40084,3,1,03,4,1,6,25,11,2008,2,1,0,0,0,01,818,0
28,1015,068,00067,04,40084,3,1,02,3,2,25,28,9,1989,4,3,0,0,0,01,818,0
28,1015,068,00067,04,40084,5,1,02,3,1,22,2,9,1993,7,2,3,1,0,01,818,1636
28,1015,068,00067,04,40084,5,1,01,1,2,58,28,10,1956,6,4,2,0,0,01,818,0
28,1015,068,00067,04,40084,4,1,04,4,2,3,6,4,2012,0,0,0,0,0,01,818,0
28,1015,068,00067,04,40084,4,1,03,4,2,23,13,7,1992,3,3,0,1,0,01,818,2454
28,1015,068,00067,04,40084,4,1,02,2,2,41,18,6,1974,2,6,0,0,0,01,818,0
28,1015,068,00067,04,40084,4,1,01,1,1,61,14,11,1953,5,3,2,0,0,01,818,0
28,1015,068,00067,04,40084,1,1,03,3,2,6,21,9,2009,1,2,0,0,0,01,818,0
28,1015,067,00068,04,40087,1,1,04,3,2,15,17,9,2000,3,2,0,0,0,01,800,0
28,1015,067,00068,04,40087,3,1,03,3,1,20,5,3,1995,3,3,0,0,0,01,800,0
28,1015,067,00068,04,40087,1,1,01,1,2,36,8,12,1978,2,5,0,1,0,01,800,1600
