"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","NUMPER,C,2","GASTOCO,C,1","NUMHOG,C,2"
3,28,038,0001,0849,280568,02,111111,04,1,
3,28,038,0001,0849,280568,03,111111,03,1,
3,28,038,0001,0849,280568,04,111111,02,1,
3,28,038,0001,0849,280568,05,111111,02,1,
3,28,038,0001,0482,280577,01,111111,03,1,
3,28,038,0001,0482,280577,02,111111,02,1,
3,28,038,0001,0482,280577,03,111111,02,1,
3,28,038,0001,0482,280577,04,111111,02,1,
3,28,038,0001,0482,280577,05,111111,01,1,
3,28,009,0001,0936,280598,01,111111,02,1,
3,28,009,0001,0936,280598,02,111111,07,1,
3,28,009,0001,0936,280598,03,111111,03,1,
3,28,009,0001,0936,280598,04,111111,02,1,
3,28,009,0001,0936,280598,05,111111,03,1,
3,28,009,0001,0724,280611,01,111111,05,1,
3,28,009,0001,0724,280611,02,111111,02,1,
3,28,009,0001,0724,280611,03,111111,04,1,
3,28,009,0001,0724,280611,04,111111,04,1,
3,28,009,0001,0724,280611,05,111111,04,1,
3,28,009,0001,0531,280645,01,111111,04,1,
3,28,009,0001,0531,280645,02,111111,02,1,
3,28,009,0001,0531,280645,03,111111,05,1,
3,28,009,0001,0531,280645,04,111111,03,1,
3,28,009,0001,0531,280645,05,111111,07,1,
3,28,038,0001,0355,280648,01,111111,01,1,
3,28,038,0001,0355,280648,02,111111,02,1,
3,28,038,0001,0355,280648,03,111111,03,1,
3,28,038,0001,0355,280648,04,111111,03,1,
3,28,038,0001,0355,280648,05,111111,04,1,
3,28,038,0001,1071,280674,01,111111,04,1,
3,28,038,0001,1071,280674,02,111111,04,1,
3,28,038,0001,1071,280674,03,111111,04,1,
3,28,038,0001,1071,280674,04,111111,03,1,
3,28,038,0001,1071,280674,05,111111,04,1,
3,28,009,0001,0620,280703,01,111111,02,1,
3,28,009,0001,0620,280703,02,111111,05,1,
3,28,009,0001,0620,280703,04,111111,06,1,
3,28,009,0001,0620,280703,05,111111,03,1,
3,28,038,0001,1033,280705,01,111111,04,1,
3,28,038,0001,1033,280705,02,111111,06,1,
3,28,038,0001,1033,280705,03,111111,04,1,
3,28,038,0001,1033,280705,04,111111,02,1,
3,28,038,0001,1033,280705,05,111111,01,1,
3,28,038,0001,0389,280771,02,111111,02,1,
3,28,038,0001,0389,280771,03,111111,02,1,
3,28,038,0001,0389,280771,04,111111,03,1,
3,28,038,0001,0389,280771,05,111111,04,1,
3,28,003,0122,0665,280798,01,111111,06,1,
3,28,003,0122,0665,280798,02,111111,06,1,
3,28,003,0122,0665,280798,03,111111,06,1,
3,28,003,0122,0665,280798,04,111111,05,1,
3,28,003,0122,0665,280798,05,111111,02,1,
3,28,009,0001,071A,280832,01,111111,02,1,
3,28,009,0001,071A,280832,02,111111,04,1,
3,28,009,0001,071A,280832,04,111111,03,1,
3,28,009,0001,071A,280832,05,111111,01,1,
3,28,038,0001,0957,280899,01,111111,02,1,
3,28,038,0001,0957,280899,02,111111,05,1,
3,28,038,0001,0957,280899,03,111111,01,1,
3,28,038,0001,0957,280899,04,111111,03,1,
3,28,038,0001,0957,280899,05,111111,01,1,
3,10,005,0001,2204,100008,01,111111,08,1,
3,10,005,0001,2204,100008,02,111111,03,1,
3,10,005,0001,2204,100008,03,111111,05,1,
3,10,005,0001,2204,100008,04,111111,05,1,
3,10,005,0001,2204,100008,05,111111,05,1,
3,10,005,0001,0299,100017,04,111111,04,1,
3,10,005,0001,2469,100044,01,111111,03,1,
3,10,005,0001,2469,100044,02,111111,02,1,
3,10,005,0001,2469,100044,03,111111,05,1,
3,10,005,0001,2469,100044,04,111111,04,1,
3,10,005,0001,2469,100044,05,111111,05,1,
3,10,005,0001,4554,100049,01,111111,09,1,
3,10,005,0001,4554,100049,02,111111,05,1,
3,10,005,0001,4554,100049,03,111111,04,1,
3,10,005,0001,4554,100049,04,111111,04,1,
3,10,005,0001,4554,100049,05,111111,03,1,
3,10,005,0001,4592,100078,01,111111,04,1,
3,10,005,0001,4592,100078,02,111111,04,1,
3,10,005,0001,4592,100078,03,111111,07,1,
3,10,005,0001,4592,100078,04,111111,01,1,
3,10,005,0001,4592,100078,05,111111,02,1,
3,10,005,0001,2191,100082,01,111111,04,1,
3,10,005,0001,2191,100082,03,111111,04,1,
3,10,005,0001,2191,100082,04,111111,05,1,
3,10,005,0001,2191,100082,05,111111,03,1,
3,10,005,0001,4041,100099,01,111111,06,1,
3,10,005,0001,4041,100099,02,111111,04,1,
3,10,005,0001,4041,100099,04,111111,05,1,
3,10,005,0001,4041,100099,05,111111,05,1,
3,10,005,0001,2350,100115,01,111111,07,1,
3,10,005,0001,2350,100115,02,111111,04,1,
3,10,005,0001,2350,100115,03,121112,09,2,02
3,10,005,0001,2350,100115,04,111111,07,1,
3,10,005,0001,2350,100115,05,111111,03,1,
3,10,005,0001,3861,100137,02,111111,02,1,
3,10,005,0001,3861,100137,03,111111,04,1,
3,10,005,0001,3861,100137,04,111111,03,1,
3,10,005,0001,3861,100137,05,111111,02,1,
3,10,005,0001,0034,100144,01,111111,07,1,
3,10,005,0001,0034,100144,02,111111,03,1,
3,10,005,0001,0034,100144,03,111111,04,1,
3,10,005,0001,0034,100144,04,111111,03,1,
3,10,005,0001,0034,100144,05,111111,02,1,
3,10,005,0001,212A,100162,01,111111,07,1,
3,10,005,0001,212A,100162,02,111111,03,1,
3,10,005,0001,212A,100162,03,111111,04,1,
3,10,005,0001,212A,100162,04,111111,02,1,
3,10,005,0001,212A,100162,05,111111,04,1,
3,10,005,0001,2609,100226,01,111111,03,1,
3,10,005,0001,2609,100226,04,111111,05,1,
3,10,005,0001,2609,100226,05,111111,03,1,
3,10,005,0001,4554,100237,01,111111,04,1,
3,10,005,0001,4554,100237,02,111111,06,1,
3,10,005,0001,4554,100237,03,111111,04,1,
3,10,005,0001,4554,100237,04,111111,02,1,
3,10,005,0001,4554,100237,05,111111,04,1,
3,10,005,0001,2666,100265,01,111111,02,1,
3,10,005,0001,2666,100265,02,111111,06,1,
3,10,005,0001,2666,100265,03,111111,04,1,
3,10,005,0001,2666,100265,04,111111,03,1,
3,10,005,0001,2666,100265,05,111111,02,1,
3,10,005,0001,4357,100266,01,111111,01,1,
3,10,005,0001,4357,100266,02,111111,04,1,
3,10,005,0001,4357,100266,03,111111,03,1,
3,10,005,0001,4357,100266,04,111111,04,1,
3,10,005,0001,4357,100266,05,111111,04,1,
3,27,004,0001,1257,270007,01,111111,06,1,
3,27,004,0001,1257,270007,02,111111,03,1,
3,27,004,0001,1257,270007,04,111111,04,1,
3,27,004,0001,1257,270007,05,111111,05,1,
3,27,004,0001,0085,270043,01,111111,03,1,
3,27,004,0001,0085,270043,02,111111,04,1,
3,27,004,0001,0085,270043,03,111111,04,1,
3,27,004,0001,0085,270043,04,111111,01,1,
3,27,004,0001,087A,270067,01,111111,04,1,
3,27,004,0001,087A,270067,02,111111,05,1,
3,27,004,0001,087A,270067,03,111111,02,1,
3,27,004,0001,087A,270067,04,111111,03,1,
3,27,004,0001,087A,270067,05,111111,02,1,
3,27,004,0001,016A,270069,01,111111,05,1,
3,27,004,0001,016A,270069,02,111111,03,1,
3,27,004,0001,016A,270069,03,111111,04,1,
3,27,004,0001,016A,270069,04,111111,03,1,
3,27,004,0001,016A,270069,05,111111,03,1,
3,27,004,0001,0140,270075,01,111111,04,1,
3,27,004,0001,0140,270075,03,111111,03,1,
3,27,004,0001,0140,270075,04,111111,05,1,
3,27,004,0001,0140,270075,05,111111,03,1,
3,27,004,0001,1168,270112,01,111111,04,1,
3,27,004,0001,1168,270112,02,111111,04,1,
3,27,004,0001,1168,270112,03,111111,03,1,
3,27,004,0001,1168,270112,04,111111,03,1,
3,27,004,0001,1168,270112,05,111111,04,1,
3,27,004,0001,1295,270194,01,111111,06,1,
3,27,004,0001,1295,270194,02,111111,04,1,
3,27,004,0001,1295,270194,03,111111,03,1,
3,27,004,0001,1295,270194,04,111111,05,1,
3,27,004,0001,1295,270194,05,111111,05,1,
3,27,004,0001,1596,270221,01,111111,05,1,
3,27,004,0001,1596,270221,03,111111,04,1,
3,27,004,0001,1596,270221,04,111111,03,1,
3,27,004,0001,1596,270221,05,111111,05,1,
3,27,004,0001,1897,270222,01,111111,04,1,
3,27,004,0001,1897,270222,02,111111,07,1,
3,27,004,0001,1897,270222,03,111111,07,1,
3,27,004,0001,1897,270222,04,111111,05,1,
3,27,004,0001,1897,270222,05,111111,05,1,
3,27,004,0001,1628,270226,01,111111,03,1,
3,27,004,0001,1628,270226,02,111111,07,1,
3,27,004,0001,1628,270226,03,111111,05,1,
3,27,004,0001,1628,270226,04,111111,04,1,
3,27,004,0001,1628,270226,05,111111,04,1,
3,27,004,0001,1488,270227,01,111111,05,1,
3,27,004,0001,1488,270227,02,111111,06,1,
3,27,004,0001,1488,270227,03,111111,02,1,
3,27,004,0001,1488,270227,04,111111,01,1,
3,27,004,0001,1488,270227,05,111111,05,1,
3,27,004,0001,0827,270250,01,111111,05,1,
3,27,004,0001,0827,270250,02,111111,05,1,
3,27,004,0001,0827,270250,03,111111,06,1,
3,27,004,0001,0827,270250,04,111111,06,1,
3,27,004,0001,0827,270250,05,111111,02,1,
3,27,004,0001,1670,270282,01,111111,03,1,
3,27,004,0001,1670,270282,02,111111,04,1,
3,27,004,0001,1670,270282,03,111111,04,1,
3,27,004,0001,1670,270282,04,111111,03,1,
3,27,004,0001,1670,270282,05,111111,02,1,
3,27,004,0001,1187,270284,01,111111,05,1,
3,27,004,0001,1187,270284,02,111111,06,1,
3,27,004,0001,1187,270284,03,111111,02,1,
3,27,004,0001,1187,270284,04,111111,05,1,
3,27,004,0001,1187,270284,05,111111,02,1,
3,27,004,0001,087A,270288,01,111111,03,1,
3,27,004,0001,087A,270288,02,111111,02,1,
3,27,004,0001,087A,270288,03,111111,05,1,
3,27,004,0001,087A,270288,04,111111,02,1,
3,27,004,0001,087A,270288,05,111111,04,1,
3,27,004,0001,0687,270289,01,111111,01,1,
3,27,004,0001,0687,270289,02,111111,04,1,
3,27,004,0001,0687,270289,03,111111,03,1,
3,27,004,0001,0687,270289,04,111111,03,1,
3,27,004,0001,0850,270291,01,111111,08,1,
3,27,004,0001,0850,270291,02,111111,03,1,
3,27,004,0001,0850,270291,04,111111,05,1,
3,27,004,0001,0850,270291,05,111111,03,1,
3,27,013,0069,021A,270294,01,111111,03,1,
3,27,013,0069,021A,270294,02,111111,03,1,
3,27,013,0069,021A,270294,03,111111,05,1,
3,27,013,0069,021A,270294,04,111111,05,1,
3,27,013,0069,021A,270294,05,111111,05,1,
3,27,004,0001,1204,270346,01,111111,04,1,
3,27,004,0001,1204,270346,02,111111,04,1,
3,27,004,0001,1204,270346,03,111111,04,1,
3,27,004,0001,1204,270346,04,111111,01,1,
3,27,004,0001,1204,270346,05,111111,04,1,
3,27,004,0001,1929,270377,03,111111,05,1,
3,27,004,0001,1929,270377,04,111111,06,1,
3,27,004,0001,1929,270377,05,111111,01,1,
3,16,053,0001,2270,160036,01,111111,03,1,
3,16,053,0001,2270,160036,02,111111,04,1,
3,16,053,0001,2270,160036,03,111111,08,1,
3,16,053,0001,2270,160036,05,111111,04,1,
3,16,053,0001,2302,160043,01,111111,03,1,
3,16,053,0001,2302,160043,02,111111,05,1,
3,16,053,0001,2302,160043,03,111111,02,1,
3,16,053,0001,2302,160043,05,111111,02,1,
3,16,053,0001,2270,160044,01,111111,02,1,
3,16,053,0001,2270,160044,02,111111,03,1,
3,16,053,0001,2270,160044,04,111111,03,1,
3,16,053,0001,2270,160044,05,111111,03,1,
3,16,053,0001,033A,160072,01,111111,08,1,
3,16,053,0001,033A,160072,02,121112,05,2,02
3,16,053,0001,033A,160072,03,111111,04,1,
3,16,053,0001,033A,160072,04,111111,03,1,
3,16,053,0001,033A,160072,05,111111,02,1,
3,16,053,0001,040A,160105,01,111111,04,1,
3,16,053,0001,040A,160105,02,111111,03,1,
3,16,053,0001,040A,160105,03,111111,02,1,
3,16,053,0001,040A,160105,04,111111,02,1,
3,16,053,0001,040A,160105,05,111111,04,1,
3,16,053,0001,0306,160106,02,111111,07,1,
3,16,053,0001,0306,160106,03,111111,04,1,
3,16,053,0001,0306,160106,04,111111,03,1,
3,16,053,0001,0306,160106,05,121112,08,2,02
3,16,053,0001,2463,160110,01,111111,03,1,
3,16,053,0001,2463,160110,02,111111,08,1,
3,16,053,0001,2463,160110,03,111111,05,1,
3,16,053,0001,2463,160110,04,111111,03,1,
3,16,053,0001,2463,160110,05,111111,06,1,
3,16,053,0001,0452,160111,01,111111,06,1,
3,16,053,0001,0452,160111,02,111111,04,1,
3,16,053,0001,0452,160111,03,111111,05,1,
3,16,053,0001,0452,160111,04,111111,04,1,
3,16,053,0001,0452,160111,05,111111,01,1,
3,16,053,0001,1272,160144,01,111111,05,1,
3,16,053,0001,1272,160144,02,111111,04,1,
3,16,053,0001,1272,160144,03,111111,03,1,
3,16,053,0001,1272,160144,04,111111,02,1,
3,16,053,0001,122A,160163,01,111111,03,1,
3,16,053,0001,122A,160163,02,111111,05,1,
3,16,053,0001,122A,160163,03,111111,07,1,
3,16,053,0001,122A,160163,04,111111,05,1,
3,16,053,0001,122A,160163,05,111111,03,1,
3,16,053,0001,1978,160164,01,111111,03,1,
3,16,053,0001,1978,160164,03,111111,05,1,
3,16,053,0001,1978,160164,04,111111,04,1,
3,16,053,0001,1978,160164,05,111111,04,1,
3,16,053,0001,243A,160166,01,111111,03,1,
3,16,053,0001,243A,160166,02,111111,04,1,
3,16,053,0001,243A,160166,03,111111,03,1,
3,16,053,0001,243A,160166,04,111111,02,1,
3,16,053,0001,243A,160166,05,111111,04,1,
3,16,053,0001,2054,160199,01,111111,02,1,
3,16,053,0001,2054,160199,03,111111,01,1,
3,16,053,0001,2054,160199,04,111111,01,1,
3,16,053,0001,2054,160199,05,111111,04,1,
3,16,053,0001,0467,160203,01,111111,04,1,
3,16,053,0001,0467,160203,02,111111,02,1,
3,16,053,0001,0467,160203,03,111111,04,1,
3,16,053,0001,0467,160203,04,111111,10,1,
3,16,053,0001,0467,160203,05,111111,04,1,
3,16,053,0001,2088,160268,01,111111,05,1,
3,16,053,0001,2088,160268,02,111111,03,1,
3,16,053,0001,2088,160268,03,111111,03,1,
3,16,053,0001,2088,160268,04,111111,04,2,
3,16,053,0001,2088,160268,05,111111,04,1,
3,16,053,0001,1041,160325,01,111111,03,1,
3,16,053,0001,1041,160325,02,111111,04,1,
3,16,053,0001,1041,160325,03,111111,08,1,
3,16,053,0001,1041,160325,04,111111,04,1,
3,16,053,0001,1041,160325,05,111111,10,1,
3,16,053,0001,2923,160355,01,111111,04,1,
3,16,053,0001,2232,160355,02,111111,05,1,
3,16,053,0001,2232,160355,03,111111,04,1,
3,16,053,0001,2923,160355,04,111111,05,1,
3,16,053,0001,2232,160355,05,111111,04,1,
3,16,053,0001,1427,160363,01,111111,04,1,
3,16,053,0001,1427,160363,02,111111,04,1,
3,16,053,0001,1427,160363,03,111111,02,1,
3,16,053,0001,1427,160363,04,111111,05,1,
3,16,053,0001,1427,160363,05,111111,03,1,
3,16,053,0001,2162,160387,01,111111,06,1,
3,16,053,0001,2162,160387,02,111111,04,1,
3,16,053,0001,2162,160387,03,111111,05,1,
3,16,053,0001,2162,160387,04,111111,02,1,
3,16,053,0001,2162,160387,05,111111,04,1,
3,16,053,0001,0664,160389,01,111111,04,1,
3,16,053,0001,0664,160389,03,111111,05,1,
3,16,053,0001,0664,160389,04,111111,06,1,
3,16,053,0001,0664,160389,05,111111,03,1,
3,01,001,0001,0591,010034,01,111111,03,1,
3,01,001,0001,0591,010034,02,111111,01,1,
3,01,001,0001,0591,010034,03,111111,07,1,
3,01,001,0001,0591,010034,04,111111,02,1,
3,01,001,0001,0591,010034,05,111111,02,1,
3,01,001,0001,2282,010038,01,111111,04,1,
3,01,001,0001,2282,010038,02,111111,05,1,
3,01,001,0001,2282,010038,03,111111,01,1,
3,01,001,0001,2282,010038,04,111111,05,1,
3,01,001,0001,2282,010038,05,111111,04,1,
3,01,001,0001,2507,010041,02,111111,04,1,
3,01,001,0001,2507,010041,03,111111,02,1,
3,01,001,0001,2507,010041,04,111111,06,1,
3,01,001,0001,2507,010041,05,111111,06,1,
3,01,001,0001,2121,010044,01,111111,04,1,
3,01,001,0001,2121,010044,02,111111,01,1,
3,01,001,0001,2121,010044,03,111111,02,1,
3,01,001,0001,2121,010044,04,111111,07,1,
3,01,001,0001,2121,010044,05,111111,02,1,
3,01,001,0001,0515,010075,01,111111,01,1,
3,01,001,0001,0515,010075,02,111111,04,1,
3,01,001,0001,0515,010075,03,111111,04,1,
3,01,001,0001,0515,010075,04,111111,03,1,
3,01,001,0001,0498,010083,01,111111,04,1,
3,01,001,0001,0498,010083,02,111111,04,1,
3,01,001,0001,0498,010083,03,111111,03,1,
3,01,001,0001,0498,010083,04,111111,03,1,
3,01,001,0001,0498,010083,05,111111,02,1,
3,01,001,0001,1439,010099,01,111111,03,1,
3,01,001,0001,1439,010099,02,111111,04,1,
3,01,001,0001,1439,010099,03,111111,04,1,
3,01,001,0001,1439,010099,05,111111,03,1,
3,01,001,0001,2259,010101,02,111111,06,1,
3,01,001,0001,2259,010101,03,111111,01,1,
3,01,001,0001,2259,010101,04,111111,02,1,
3,01,001,0001,2259,010101,05,111111,03,1,
3,01,001,0001,2704,010133,01,111111,09,1,
3,01,001,0001,2704,010133,02,111111,03,1,
3,01,001,0001,2704,010133,03,111111,07,1,
3,01,001,0001,2704,010133,04,111111,02,1,
3,01,001,0001,2704,010133,05,111111,03,1,
3,01,001,0001,2704,010135,01,111111,05,1,
3,01,001,0001,2704,010135,02,111111,08,1,
3,01,001,0001,2704,010135,04,111111,04,1,
3,01,001,0001,2704,010135,05,111111,03,1,
3,01,001,0001,0534,010198,01,111111,06,1,
3,01,001,0001,0534,010198,03,111111,03,1,
3,01,001,0001,0534,010198,04,111111,05,1,
3,01,001,0001,0534,010198,05,111111,04,1,
3,01,001,0001,2668,010296,01,111111,04,1,
3,01,001,0001,2668,010296,02,111111,05,1,
3,01,001,0001,2668,010296,03,111111,04,1,
3,01,001,0001,2668,010296,04,111111,04,1,
3,01,001,0001,1316,010324,01,111111,09,1,
3,01,001,0001,1316,010324,02,111111,04,1,
3,01,001,0001,0229,010324,03,111111,07,1,
3,01,001,0001,0229,010324,04,111111,05,1,
3,01,001,0001,0500,010327,01,111111,05,1,
3,01,001,0001,0500,010327,02,111111,03,1,
3,01,001,0001,0500,010327,03,111111,02,1,
3,01,001,0001,0500,010327,04,111111,01,1,
3,01,001,0001,0500,010327,05,111111,03,1,
3,01,001,0001,2422,010356,01,111111,04,1,
3,01,001,0001,2422,010356,02,111111,03,1,
3,01,001,0001,2422,010356,03,111111,05,1,
3,01,001,0001,2422,010356,04,111111,07,1,
3,01,001,0001,2422,010356,05,111111,02,1,
3,01,001,0001,2070,010365,01,111111,07,1,
3,01,001,0001,2070,010365,02,111111,02,1,
3,01,001,0001,2070,010365,03,111111,02,1,
3,01,001,0001,2070,010365,04,111111,04,1,
3,01,001,0001,2070,010365,05,111111,02,1,
3,01,001,0001,2808,010390,01,111111,05,1,
3,01,001,0001,2808,010390,02,111111,03,1,
3,01,001,0001,2808,010390,03,111111,05,1,
3,01,001,0001,2808,010390,04,111111,05,1,
3,01,001,0001,2808,010390,05,111111,06,1,
3,01,001,0001,2070,010396,01,111111,01,1,
3,01,001,0001,2070,010396,02,111111,03,1,
3,01,001,0001,2070,010396,03,111111,04,1,
3,01,001,0001,2070,010396,05,111111,05,1,
3,01,001,0001,255A,010398,01,111111,01,1,
3,01,001,0001,255A,010398,02,111111,02,1,
3,01,001,0001,255A,010398,04,111111,04,1,
3,01,001,0001,255A,010398,05,111111,04,1,
3,01,001,0001,2511,010399,01,111111,02,1,
3,01,001,0001,2511,010399,02,111111,04,1,
3,01,001,0001,2511,010399,03,111111,03,1,
3,01,001,0001,2511,010399,04,111111,05,1,
3,01,001,0001,2511,010399,05,111111,04,1,
3,19,026,0001,0340,190004,01,111111,05,1,
3,19,026,0001,0340,190004,02,111111,05,1,
3,19,026,0001,1457,190012,01,111111,04,1,
3,19,026,0001,0340,190004,03,111111,03,1,
3,19,026,0001,0340,190004,04,111111,05,1,
3,19,026,0001,1457,190012,02,111111,05,1,
3,19,026,0001,1457,190012,03,111111,02,1,
3,19,026,0001,1457,190012,04,111111,01,1,
3,19,026,0001,1457,190012,05,111111,06,1,
3,19,021,0001,1200,190029,01,111111,04,1,
3,19,006,0001,1098,190019,01,111111,03,1,
3,19,021,0001,1200,190029,02,111111,01,1,
3,19,021,0001,1200,190029,03,111111,02,1,
3,19,006,0001,1098,190019,02,111111,05,1,
3,19,021,0001,1200,190029,05,111111,06,1,
3,19,006,0001,1098,190019,03,111111,04,1,
3,19,006,0001,1098,190019,04,111111,04,1,
3,19,006,0001,1098,190019,05,111111,04,1,
3,19,039,0001,2519,190072,01,111111,03,1,
3,19,039,0001,2519,190072,02,111111,06,1,
3,19,039,0001,2519,190072,04,111111,04,1,
3,19,039,0001,2519,190072,05,111111,04,1,
3,19,039,0001,1188,190116,01,111111,01,1,
3,19,039,0001,1188,190116,02,111111,01,1,
3,19,039,0001,1188,190116,03,111111,05,1,
3,19,039,0001,1188,190116,04,111111,01,1,
3,19,039,0001,1188,190116,05,111111,05,1,
3,19,019,0001,0420,190195,02,111111,06,1,
3,19,019,0001,0420,190195,03,111111,02,1,
