"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","FOLIO,C,3","CONSEC,C,3","PAREDES,C,2","TECHOS,C,2","PISOS,C,1","COCINA,C,1","COCINAD,C,1","CUARTOSD,C,2","TOTCUARTOS,C,2","SUPERFICIE,C,3","RANGOSUP,C,1","DISPOAG,C,1","SANITARIO,C,1","SERVSAN,C,1","DRENAJE,C,1","ELECTRICI,C,1","FOCOS,C,2","COMBUS,C,1","ESTEREO,C,1","RADIO,C,1","TV,C,1","VIDEO,C,1","REFRI,C,1","LAVADORA,C,1","HORNOMI,C,1","AUTO,C,1","LAPTOP,C,1","COMPU,C,1","IMPRESO,C,1","VIDEOJ,C,1","TELEFONO,C,1","CELU,C,1","TVPAGA,C,1","INTERNET,C,1"
2,24,028,0001,2431,240266,01,111111,024,059,08,08,3,1,2,02,04,000,5,1,1,1,1,1,07,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2
2,24,028,0001,2431,240266,02,111111,024,060,08,08,3,1,2,06,09,000,6,1,1,1,1,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,24,028,0001,2431,240266,03,111111,024,061,08,08,2,1,2,02,04,120,,1,1,1,1,1,05,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1
2,24,028,0001,2431,240266,04,111111,024,062,07,08,2,1,2,03,05,000,4,1,1,2,1,1,08,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2
2,24,028,0001,2431,240266,05,111111,024,063,08,08,2,1,2,02,04,000,9,1,1,1,1,1,04,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2
2,24,035,0001,0779,240272,01,111111,024,064,08,08,3,1,2,02,04,000,5,1,1,1,1,1,09,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2
2,24,035,0001,0779,240272,02,111111,024,065,08,08,3,1,2,04,07,090,,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2
2,24,035,0001,0779,240272,05,111111,024,068,08,08,3,1,2,02,04,090,,1,1,1,1,1,11,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2
2,24,028,0001,2709,240293,01,111111,024,069,08,08,1,1,1,02,02,000,9,1,1,2,1,1,03,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,24,028,0001,2709,240293,02,111111,024,070,08,08,3,1,2,03,06,000,6,1,1,1,1,1,11,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2
2,24,028,0001,2709,240293,03,111111,024,071,08,08,3,1,2,02,04,000,9,1,1,1,1,1,05,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
2,24,028,0001,2709,240293,04,111111,024,072,08,08,3,1,2,02,04,000,9,1,1,1,1,1,07,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2
2,24,028,0001,2709,240293,05,111111,024,073,08,08,3,1,2,02,04,000,5,1,1,1,1,1,15,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2
2,24,028,0001,1645,240295,01,111111,024,074,08,08,2,1,2,03,05,000,3,2,1,2,1,1,07,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2
2,24,028,0001,1645,240295,02,111111,024,075,08,08,3,1,2,01,05,000,2,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2
2,24,028,0001,1645,240295,03,111111,024,076,08,08,3,1,2,04,08,000,7,1,1,1,1,1,09,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
2,24,028,0001,1645,240295,04,111111,024,077,08,08,3,1,2,03,05,000,3,2,1,2,1,1,09,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2
2,24,028,0001,1645,240295,05,111111,024,078,08,08,3,1,2,03,05,000,9,1,1,1,1,1,08,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2
2,24,028,0001,2003,240300,03,111111,024,081,08,08,3,1,2,02,03,000,9,1,1,1,1,1,07,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2
2,24,028,0001,2003,240300,04,111111,024,082,08,08,3,1,2,07,18,000,8,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,24,028,0001,2003,240300,05,111111,024,083,08,08,3,1,2,03,06,000,7,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2
2,24,028,0001,0740,240328,01,111111,024,084,08,08,3,1,2,03,05,000,6,1,1,1,1,1,07,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2
2,24,028,0001,0740,240328,02,111111,024,085,07,08,2,1,2,01,02,000,9,2,1,2,1,1,02,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2,24,028,0001,0740,240328,03,111111,024,086,08,08,2,1,2,02,03,080,,1,1,2,1,1,07,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2,24,028,0001,0740,240328,04,111111,024,087,08,08,3,1,2,02,04,000,5,1,1,1,1,1,05,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2
2,24,028,0001,0740,240328,05,111111,024,088,08,08,3,1,2,02,05,000,4,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2
2,24,028,0001,2319,240364,01,111111,024,089,08,08,2,1,2,01,04,000,9,1,1,1,1,1,07,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2
2,24,028,0001,2319,240364,03,111111,024,091,08,08,3,1,2,03,05,000,4,1,1,1,1,1,10,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2
2,24,028,0001,2319,240364,05,111111,024,093,08,08,2,1,2,02,04,000,2,1,1,1,1,1,04,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2
2,24,035,0001,0622,240369,01,111212,024,094,08,08,3,1,2,04,06,120,,1,1,1,1,1,07,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2
2,24,035,0001,0622,240369,02,111111,024,096,08,08,3,1,2,03,05,064,,1,1,1,1,1,07,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2
2,24,035,0001,0622,240369,03,111111,024,097,08,08,3,1,2,03,05,120,,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2
2,24,035,0001,0622,240369,04,111111,024,098,08,08,2,1,2,03,05,000,9,1,1,1,1,1,06,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,24,035,0001,0622,240369,05,111111,024,099,08,08,3,1,2,03,05,120,,1,1,1,1,1,09,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,24,028,0001,2874,240392,01,121112,024,100,08,08,3,1,2,03,05,000,4,1,1,2,1,1,06,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2,24,028,0001,2874,240392,02,111111,024,102,08,08,3,1,2,02,05,000,9,1,1,1,1,1,09,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
2,24,028,0001,2874,240392,03,111111,024,103,08,08,3,1,2,03,05,000,6,1,1,1,1,1,12,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2
2,24,028,0001,2874,240392,04,111111,024,104,08,08,3,1,2,02,04,000,4,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2
2,24,028,0001,2874,240392,05,111111,024,105,08,08,3,1,2,02,04,100,,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
2,02,004,0001,3840,020006,01,111111,002,001,08,08,3,1,2,01,03,000,9,1,1,1,1,1,06,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2
2,02,004,0001,3840,020006,02,111111,002,002,08,08,2,1,2,01,02,000,9,1,1,1,1,1,04,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,3840,020006,03,111111,002,003,06,05,3,2,,01,01,012,,1,1,1,1,1,03,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,3840,020006,04,111111,002,004,08,05,2,1,2,03,07,000,9,1,1,1,1,1,08,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2
2,02,004,0001,3840,020006,05,111111,002,005,08,05,3,1,2,03,06,000,2,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2
2,02,004,0001,0579,020009,01,111111,002,006,08,05,2,1,2,03,06,220,,1,1,1,1,1,10,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2
2,02,004,0001,0579,020009,02,111111,002,007,06,05,3,1,2,02,02,000,9,1,1,1,1,1,05,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,0579,020009,03,121112,002,008,08,08,3,1,2,04,06,000,9,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2
2,02,004,0001,0579,020009,05,111111,002,011,08,05,3,1,2,02,05,000,9,1,1,1,1,1,05,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2
2,02,004,0001,0456,020042,01,111111,002,012,06,05,3,1,2,01,05,000,9,1,1,1,1,1,07,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1
2,02,004,0001,0456,020042,02,111111,002,013,06,05,3,1,2,01,02,000,9,1,1,1,1,1,02,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,0456,020042,03,111111,002,014,06,05,3,1,2,02,03,000,9,1,1,1,1,1,05,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
2,02,004,0001,0456,020042,04,111111,002,015,08,05,3,1,2,02,04,000,9,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2
2,02,004,0001,0456,020042,05,111111,002,016,08,05,2,1,2,01,04,036,,1,1,1,1,1,05,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2
2,02,004,0001,589A,020046,01,111111,002,017,08,05,3,1,2,05,06,000,1,1,1,1,2,1,06,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2
2,02,004,0001,589A,020046,02,111111,002,018,06,05,2,2,,03,03,000,1,2,1,2,2,1,03,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2
2,02,004,0001,589A,020046,03,111111,002,019,08,08,3,2,,02,02,000,1,1,1,1,2,1,02,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,589A,020046,04,111111,002,020,06,05,2,1,2,02,03,000,1,2,2,,2,1,04,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2
2,02,004,0001,589A,020046,05,111111,002,021,06,05,2,2,,01,01,000,1,5,1,2,2,1,02,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2
2,02,004,0001,5565,020047,01,111111,002,022,08,08,3,1,2,02,03,000,1,1,1,1,1,1,02,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1
2,02,004,0001,5565,020047,02,111111,002,023,08,08,3,1,2,02,03,054,,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2
2,02,004,0001,5565,020047,03,111111,002,024,08,08,2,1,2,04,08,000,4,1,1,1,2,1,16,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2
2,02,004,0001,5565,020047,04,111111,002,025,06,05,2,2,,01,01,000,1,2,1,2,1,1,02,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,5565,020047,05,111111,002,026,08,05,3,1,2,03,04,000,1,1,1,1,1,1,06,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2
2,02,004,0001,361A,020066,01,111111,002,027,08,08,3,1,2,02,04,080,,1,1,1,1,1,12,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2
2,02,004,0001,361A,020066,02,111111,002,028,08,08,2,1,2,02,04,064,,1,1,1,1,1,06,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,361A,020066,03,111111,002,029,08,08,3,1,2,02,06,045,,1,1,1,1,1,07,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1
2,02,004,0001,361A,020066,04,111111,002,030,08,08,3,1,2,02,03,060,,1,1,1,1,1,06,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2
2,02,004,0001,361A,020066,05,111111,002,031,08,09,3,1,2,02,04,000,9,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2
2,02,004,0001,0210,020071,01,111111,002,032,08,05,3,1,2,02,05,000,9,1,1,1,1,1,08,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1
2,02,004,0001,0210,020071,02,111111,002,033,06,05,3,1,1,03,05,000,9,1,1,1,1,1,07,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1
2,02,004,0001,0210,020071,03,111111,002,034,06,05,3,1,2,02,05,000,5,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2
2,02,004,0001,0210,020071,04,111111,002,035,08,05,3,1,2,02,03,000,9,1,1,1,1,1,05,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2
2,02,004,0001,5584,020073,01,111111,002,037,06,05,1,1,2,01,02,040,,1,1,2,2,1,02,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2
2,02,004,0001,5584,020073,02,111111,002,038,08,08,3,1,2,02,03,000,9,1,2,,2,1,06,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2
2,02,004,0001,5584,020073,04,111111,002,040,06,05,2,1,2,02,04,000,9,1,1,1,1,1,05,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2
2,02,004,0001,5584,020073,05,111111,002,041,06,05,3,1,2,02,05,000,9,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2
2,02,004,0001,0668,020082,02,111111,002,043,08,08,3,1,2,02,04,085,,1,1,1,1,1,09,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2
2,02,004,0001,0668,020082,03,111111,002,044,08,08,3,1,2,02,06,000,6,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,02,004,0001,0668,020082,04,111111,002,045,08,08,3,1,2,03,07,000,9,1,1,1,1,1,08,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2
2,02,004,0001,0668,020082,05,111111,002,046,08,08,3,1,2,04,07,400,,1,1,1,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,02,004,0001,3516,020103,02,111111,002,048,06,08,2,1,2,02,04,035,,1,1,1,1,1,05,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1
2,02,004,0001,3516,020103,03,111111,002,049,08,05,3,1,2,03,04,000,9,1,1,1,1,1,05,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2
2,02,004,0001,3516,020103,04,111111,002,050,06,05,2,1,2,02,03,000,9,1,1,1,3,1,07,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2
2,02,004,0001,3516,020103,05,111111,002,051,08,05,2,1,1,03,04,060,,5,1,1,1,1,05,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2
2,02,004,0001,4622,020135,02,151115,002,053,06,05,3,1,2,02,06,100,,1,1,1,1,1,06,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2
2,02,004,0001,4622,020135,03,111111,002,058,08,05,2,1,2,03,06,000,9,1,1,1,1,1,06,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2
2,02,004,0001,4622,020135,04,111111,002,059,06,05,2,1,2,02,03,100,,1,1,1,1,1,08,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2
2,02,004,0001,3395,020143,01,111111,002,061,08,08,3,1,2,01,02,000,1,1,1,1,1,1,04,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2
2,02,004,0001,3395,020143,02,121112,002,062,08,08,3,1,2,02,03,055,,1,1,1,1,1,05,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2
2,02,004,0001,3395,020143,03,111111,002,064,08,05,3,1,2,04,05,000,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2
2,02,004,0001,3395,020143,04,111111,002,065,06,05,3,1,2,03,05,080,,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2
2,02,004,0001,3395,020143,05,111111,002,066,06,05,3,1,2,04,06,140,,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
2,02,004,0001,4285,020237,01,111111,002,067,08,05,2,1,2,02,03,000,1,1,1,1,1,1,07,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2
2,02,004,0001,4285,020237,02,111111,002,068,08,05,2,1,2,04,07,000,6,1,1,1,1,1,12,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1
2,02,004,0001,4285,020237,03,111111,002,069,06,05,2,1,2,02,02,000,1,1,1,1,1,1,08,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2
2,02,004,0001,4285,020237,04,111111,002,070,08,05,2,1,1,01,03,000,1,1,1,1,1,1,03,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2,02,004,0001,4285,020237,05,111111,002,071,08,08,2,1,1,03,03,000,1,1,1,1,1,1,03,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,450A,020265,01,111111,002,072,06,05,2,1,1,02,02,000,1,1,1,1,1,1,04,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2
2,02,004,0001,450A,020265,02,111111,002,073,06,05,2,1,2,02,03,000,1,2,1,2,2,1,04,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2
2,02,004,0001,450A,020265,03,111111,002,074,06,05,2,1,2,03,05,000,1,1,1,1,1,1,10,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,450A,020265,04,111111,002,075,08,08,3,1,2,02,04,000,1,1,1,1,1,1,06,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2
2,02,004,0001,450A,020265,05,111111,002,076,08,08,3,1,2,03,04,000,1,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2
2,02,004,0001,0193,020266,01,111111,002,077,08,05,2,1,2,01,03,070,,1,1,1,1,1,08,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2,02,004,0001,0193,020266,03,111111,002,079,06,05,3,1,2,01,02,015,,1,1,1,1,1,04,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2
2,02,004,0001,0193,020266,04,111111,002,080,08,05,3,1,2,01,04,035,,1,1,1,1,1,06,5,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2
2,02,004,0001,0193,020266,05,111111,002,081,08,08,3,1,1,01,02,012,,1,2,,1,1,02,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2,02,004,0001,4641,020269,01,111111,002,082,08,08,2,1,2,02,04,000,1,1,1,1,1,1,04,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2
2,02,004,0001,4641,020269,02,111111,002,083,06,05,2,2,,02,02,000,1,1,1,1,1,1,03,5,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2,02,004,0001,4641,020269,03,111111,002,084,08,05,3,1,2,03,05,000,1,1,1,1,1,1,08,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2
2,02,004,0001,4641,020269,04,111111,002,085,06,05,2,1,2,04,04,000,1,1,1,1,1,1,04,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2
2,02,004,0001,4641,020269,05,111111,002,086,06,05,2,1,1,03,04,000,1,1,1,1,1,1,05,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2
2,02,004,0001,322A,020301,01,111111,002,087,08,08,3,1,2,02,04,000,9,1,1,1,1,1,08,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2
2,02,004,0001,322A,020301,02,111111,002,088,08,08,3,1,2,01,03,000,9,1,1,1,1,1,05,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2
2,02,004,0001,322A,020301,03,111111,002,089,08,05,3,1,2,01,03,000,9,1,1,1,1,1,04,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2
2,02,004,0001,322A,020301,04,111111,002,090,08,05,3,1,2,03,08,000,9,1,1,1,1,1,38,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
2,02,004,0001,322A,020301,05,111111,002,091,08,08,2,1,2,03,06,009,,1,1,1,1,1,06,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2
2,02,004,0001,1702,020302,01,111111,002,092,08,08,3,1,2,02,04,085,,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
2,02,004,0001,1702,020302,02,111111,002,093,08,05,3,1,1,03,06,200,,1,1,1,1,1,10,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2
2,02,004,0001,1702,020302,03,111111,002,094,08,08,3,1,2,02,10,000,6,1,1,1,1,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,02,004,0001,1702,020302,04,111111,002,095,08,08,3,1,2,03,08,150,,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
2,02,004,0001,1702,020302,05,111111,002,096,08,08,3,1,2,03,04,000,9,1,1,1,1,1,07,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2
2,02,004,0001,4302,020358,02,111111,002,098,06,05,2,1,2,02,03,000,1,1,1,1,1,1,04,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1
2,02,004,0001,4302,020358,03,111111,002,099,06,05,2,1,2,02,02,000,3,1,2,,2,1,05,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2
2,02,004,0001,4302,020358,04,111111,002,100,08,05,2,1,2,01,02,000,1,1,1,1,1,1,04,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2
2,02,004,0001,4302,020358,05,111111,002,101,08,05,2,1,2,02,04,000,1,1,1,1,1,1,04,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2
2,02,004,0001,1488,020360,01,111111,002,102,08,07,2,1,2,04,08,000,3,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,02,004,0001,1488,020360,02,111111,002,103,08,08,2,1,2,03,05,000,9,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2
2,02,004,0001,1488,020360,03,111111,002,104,08,08,3,1,2,03,06,000,9,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2
2,02,004,0001,1488,020360,04,111111,002,105,08,05,3,1,2,03,06,080,,1,1,1,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,02,004,0001,1488,020360,05,111111,002,106,08,08,3,1,2,03,06,000,5,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,553,0001,0051,200007,03,111111,020,003,08,08,3,1,2,03,06,000,3,6,1,1,2,1,50,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2
2,20,553,0001,0051,200007,04,111111,020,004,08,08,2,1,2,03,08,000,9,6,1,1,1,1,20,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1
2,20,553,0001,0051,200007,05,111111,020,005,08,08,2,1,2,04,07,200,,1,1,1,2,1,09,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2
2,20,067,0001,0685,200016,01,111111,020,006,08,08,2,1,2,01,02,000,8,2,1,2,1,1,06,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
2,20,067,0001,0685,200016,02,111111,020,007,07,03,2,1,2,02,03,000,8,1,1,1,1,1,04,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2
2,20,067,0001,0685,200016,03,111111,020,008,08,08,2,1,2,02,04,000,9,1,1,1,1,1,06,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2
2,20,067,0001,0685,200016,04,111111,020,009,07,03,1,1,1,01,01,000,9,1,1,2,1,1,01,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,20,067,0001,0685,200016,05,111111,020,010,08,08,2,1,2,01,02,000,9,2,1,2,1,1,04,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,20,067,0001,0806,200073,01,111111,020,011,08,08,2,1,2,03,04,000,9,1,1,1,1,1,07,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2
2,20,067,0001,0806,200073,03,111111,020,013,08,08,2,1,2,01,05,000,9,2,1,1,1,1,05,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2
2,20,067,0001,0806,200073,04,111111,020,014,08,08,2,1,2,03,04,200,,1,1,1,1,1,10,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2
2,20,067,0001,0806,200073,05,111111,020,015,08,08,2,1,2,02,04,000,9,1,1,1,1,1,05,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2,20,087,0001,0029,200076,01,111111,020,016,08,08,3,1,2,02,03,000,9,2,1,1,1,1,06,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2
2,20,087,0001,0029,200076,02,121112,020,017,08,08,2,1,2,03,04,000,2,6,1,2,3,1,11,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2
2,20,087,0001,0029,200076,03,121112,020,019,08,03,2,1,2,02,03,070,,1,1,2,1,1,06,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2
2,20,087,0001,0029,200076,04,111111,020,021,08,08,1,1,2,02,03,000,8,1,1,1,1,1,06,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2
2,20,087,0001,0029,200076,05,111111,020,022,08,08,2,1,2,01,02,000,2,6,1,2,1,1,04,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2
2,20,385,0001,0139,200102,01,111111,020,023,08,02,1,1,2,02,03,000,9,6,1,3,5,1,03,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
2,20,385,0001,0139,200102,02,111111,020,024,03,03,2,1,2,01,03,170,,1,1,2,1,1,06,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2,20,385,0001,0139,200102,03,111111,020,025,03,03,2,1,2,02,03,000,3,6,1,2,2,1,04,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2
2,20,385,0001,0139,200102,04,111111,020,026,06,03,2,1,2,02,03,000,9,1,1,2,1,1,03,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2
2,20,385,0001,0139,200102,05,111111,020,027,03,02,1,1,2,01,02,000,9,6,1,2,1,1,04,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,20,067,0001,119A,200144,01,111111,020,028,03,03,2,1,2,03,04,000,9,1,1,1,1,1,05,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2,20,067,0001,119A,200144,02,111111,020,029,08,08,2,1,2,03,05,085,,1,1,1,1,1,05,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2
