"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","RADIO,C,1","PERYREV,C,1","REVCIEN,C,1","INTERNET,C,1","TELEVI,C,1","ESCUNIV,C,1","ALLOPTS,C,1","NONEOP,C,1","NOSABE,C,1","HRSTV,C,3","NOTITV,C,3","CYTTV,C,3","HRSRADIO,C,3","NOTIRA,C,3","CYTRA,C,3","DIASPER,C,1","ARTIPER,C,3","NOTIPER,C,3","CYTPER,C,3","DIASREV,C,2","ARTREV,C,2","NOTIREV,C,2","CYTREV,C,2","REVISTA1,C,30","REVISTA2,C,30","REVISTA3,C,30","ACCOMPU,C,1","LUGAR1,C,2","LUGAR2,C,2","CINTERN,C,1","ACCINTER,C,1","HORASIN,C,3","ARTEYHUM,C,1","SOCYCUL,C,1","CONVERTR,C,1","INSTGOB,C,1","CIENCIA,C,1","DEPOR,C,1","ECOYFIN,C,1","ENTRETE,C,1","TECNOL,C,1","NOTIAC,C,1","EDUCA,C,1","SERVSREF,C,1","COMENLI,C,1","CORREOE,C,1","MEDICINA,C,1","OTROS,C,1","MUSARTE,C,1","ZOO,C,1","BIBLIOPUB,C,1","MUSCYT,C,1","PLANETA,C,1","EXPTYI,C,1","SEMNCYT,C,1","MUCHPCYT,C,1","DESCYTNE,C,1","PERSINCC,C,1","PREFTVSI,C,1","NOLEECYT,C,1","NUMREN,C,2","FACPER,N,10,0"
01,075,1,7,01,001,0001,0534,010198,05,111111,2,4,3,5,1,6,0,0,0,005,005,000,003,001,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,5,5,2,2,01,10136
01,020,2,7,01,001,0001,2668,010296,01,111111,2,3,5,4,1,6,0,0,0,015,000,000,000,000,000,2,099,000,099,05,99,00,00,TVNOTAS,TVNOVELAS,,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,3,2,2,2,03,4459
01,034,2,7,01,001,0001,2668,010296,02,111111,4,5,1,3,6,2,0,0,0,030,005,000,000,000,000,0,000,000,000,00,00,00,00,,,,1,01,08,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,2,02,4459
01,040,2,7,01,001,0001,2668,010296,03,111111,2,4,1,6,5,3,0,0,0,010,005,000,003,001,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,3,2,3,2,02,4459
01,025,2,7,01,001,0001,2668,010296,04,111111,2,4,3,5,1,6,0,0,0,008,002,000,002,001,001,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,02,4459
01,018,2,7,01,001,0001,1316,010324,01,111111,6,4,1,5,2,3,0,0,0,010,002,000,008,002,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,2,3,06,6350
01,048,2,7,01,001,0001,1316,010324,02,111111,0,0,0,0,0,0,1,0,0,010,003,000,005,002,000,4,005,002,000,06,03,01,00,MUY INTERESANTE,NATIONAL GEOHGRAPHIC,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,3,2,2,2,02,6350
01,023,1,7,01,001,0001,0229,010324,03,111111,5,3,6,1,4,2,0,0,0,002,000,000,004,002,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,2,04,15806
01,041,2,7,01,001,0001,0229,010324,04,111111,2,1,4,5,3,6,0,0,0,010,005,000,002,000,000,0,000,000,000,00,00,00,00,,,,1,01,11,1,2,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,1,4,2,2,1,02,6350
01,025,2,7,01,001,0001,0500,010327,01,111111,1,4,5,3,6,2,0,0,0,000,000,000,010,001,001,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,3,2,02,4220
01,054,2,7,01,001,0001,0500,010327,02,111111,1,6,3,4,2,5,0,0,0,007,002,000,007,007,000,7,004,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,02,4220
01,035,1,7,01,001,0001,0500,010327,03,111111,2,4,5,3,1,6,0,0,0,008,001,000,000,000,000,2,005,002,000,04,08,03,00,SIETE DIAS,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,1,2,2,02,10504
01,023,1,7,01,001,0001,0500,010327,04,111111,5,6,4,2,3,1,0,0,0,000,000,000,003,002,000,0,000,000,000,02,20,00,00,COLONCHE LITERARIO,VERTIENTE,SOLARES DE LETRAS,1,01,03,1,1,001,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,3,3,3,3,01,10504
01,020,2,7,01,001,0001,0500,010327,05,111111,6,5,3,2,4,1,0,0,0,014,007,002,021,021,000,7,004,004,001,02,04,00,01,VANIDADES,TVNOTAS,MUY INTERESANTE,1,08,11,1,1,002,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,3,3,3,2,2,02,4220
01,020,1,7,01,001,0001,2422,010356,01,111111,3,2,6,5,1,4,0,0,0,003,000,000,000,000,000,1,001,001,000,15,04,01,01,VIRUS,GANAR SALVO,,1,01,08,1,1,001,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,3,3,4,2,2,03,3280
01,039,1,7,01,001,0001,2422,010356,02,111111,2,6,5,3,1,4,0,0,0,006,004,001,001,001,000,2,004,002,000,00,00,00,00,,,,1,01,02,1,1,001,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,3,3,2,2,2,01,3280
01,057,1,7,01,001,0001,2422,010356,03,111111,5,6,3,1,4,2,0,0,0,020,010,000,007,007,000,3,003,003,000,01,04,03,01,SELECCIONES,,,1,01,08,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,3,3,5,3,2,01,3280
01,020,2,7,01,001,0001,2422,010356,04,111111,6,2,4,3,5,1,0,0,0,021,014,007,016,001,007,7,004,004,004,03,06,06,06,PERIODOTOLOGY 2000,JOURNAL,TVNOTAS,1,01,03,1,1,007,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,3,2,3,3,04,18740
01,043,1,7,01,001,0001,2422,010356,05,111111,4,1,5,3,2,6,0,0,0,008,002,005,021,007,000,5,025,015,005,02,10,05,03,PROCESO,CLIMBING,NATIONAL GEOGRAPHIC,1,08,12,1,1,007,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,3,3,2,2,3,01,3280
01,038,2,7,01,001,0001,2070,010365,01,111111,3,4,2,5,6,1,0,0,0,021,007,000,007,007,000,1,099,099,099,00,00,00,00,,,,1,01,08,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,3,3,5,5,02,2519
01,023,1,7,01,001,0001,2070,010365,02,111111,6,5,4,1,3,2,0,0,0,010,001,000,003,001,000,0,000,000,000,00,00,00,00,,,,1,01,03,1,1,040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,4,3,1,1,2,01,14105
01,037,2,7,01,001,0001,2070,010365,03,111111,5,6,1,3,2,4,0,0,0,002,001,000,005,000,000,0,000,000,000,03,10,05,01,PRACTICA FISCAL,SELECCIONES,,1,01,02,1,1,001,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,3,1,02,2519
01,020,2,7,01,001,0001,2070,010365,04,111111,5,4,3,1,6,2,0,0,0,008,005,003,090,084,001,3,005,003,001,02,08,04,03,PARA PADRES,,,2,,,1,1,001,2,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,4,3,2,1,2,03,2519
01,067,2,7,01,001,0001,2070,010365,05,111111,1,3,4,6,2,5,0,0,0,007,007,000,007,001,000,1,001,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,3,3,2,3,3,02,2519
01,029,2,7,01,001,0001,2808,010390,01,111111,5,4,3,6,2,1,0,0,0,014,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,4,3,2,2,4,02,6384
01,023,1,7,01,001,0001,2808,010390,02,111111,4,5,2,3,6,1,0,0,0,004,001,000,001,001,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,4,2,2,1,4,01,4256
01,055,1,7,01,001,0001,2808,010390,03,111111,3,1,6,4,2,5,0,0,0,014,007,002,003,001,001,0,000,000,000,00,00,00,00,,,,2,,,1,1,003,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,3,3,2,1,01,4256
01,033,2,7,01,001,0001,2808,010390,04,111111,4,5,6,2,3,1,0,0,0,014,005,000,004,003,000,3,000,002,000,01,00,00,00,TVNOVELAS,TELEGUIA,TRIBUNA,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,4,3,1,3,02,6384
01,033,1,7,01,001,0001,2808,010390,05,111111,3,4,1,6,5,2,0,0,0,014,014,000,014,014,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,2,3,4,1,1,1,01,4256
01,044,2,7,01,001,0001,2070,010396,01,111111,3,2,4,6,1,5,0,0,0,000,000,000,004,001,000,0,000,000,000,00,00,00,00,,,,1,01,02,1,1,010,2,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,01,3102
01,028,2,7,01,001,0001,2070,010396,02,111111,3,4,5,1,2,6,0,0,0,014,003,002,004,004,000,1,005,004,001,01,06,03,02,DIA SIETE,MUY INTERESANTE,,1,01,02,1,1,002,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,3,3,02,3102
01,046,2,7,01,001,0001,2070,010396,03,111111,6,4,3,1,5,2,0,0,0,008,001,002,000,000,000,5,025,025,000,02,05,02,01,MUY INTERESANTE,VANIDADES,REVISTA DEL CONSUMIDOR,1,01,08,1,1,005,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,3,3,2,3,2,01,3102
01,037,1,7,01,001,0001,2070,010396,05,111111,2,4,3,5,1,6,0,0,0,004,003,001,000,000,000,0,000,000,000,02,10,05,04,MUY INTERESANTE,,,1,01,02,1,1,040,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,3,3,2,2,3,01,7444
01,032,1,7,01,001,0001,255A,010398,01,111111,6,5,3,1,2,4,0,0,0,014,007,007,000,000,000,7,030,015,015,01,20,10,10,MUY INTERESANTE,QUO,,1,01,02,1,1,012,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,3,2,2,2,01,7732
01,071,2,7,01,001,0001,255A,010398,02,111111,1,5,2,3,6,4,0,0,0,020,004,000,020,004,001,7,999,999,999,02,03,00,03,VANIDADES,TVNOVELAS,,2,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,3,3,2,2,02,2577
01,018,2,7,01,001,0001,255A,010398,04,111111,3,4,5,1,2,6,0,0,0,035,007,000,056,000,000,0,000,000,000,02,05,05,00,ERES,TU,POR TI,1,01,03,1,1,070,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,3,4,2,2,04,2577
01,031,2,7,01,001,0001,255A,010398,05,111111,5,6,4,1,2,3,0,0,0,021,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,3,5,3,3,3,02,2577
01,033,2,7,01,001,0001,2511,010399,01,111111,4,6,5,2,3,1,0,0,0,014,014,000,000,000,000,0,000,000,000,00,00,00,00,,,,1,01,02,1,1,021,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,3,3,3,1,2,01,2489
01,040,2,7,01,001,0001,2511,010399,02,111111,3,4,6,1,2,5,0,0,0,009,005,000,021,004,000,1,035,021,000,00,00,00,00,,,,1,01,02,1,1,013,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,3,2,1,2,2,02,2489
01,040,2,7,01,001,0001,2511,010399,03,111111,1,3,4,5,2,6,0,0,0,000,000,000,000,000,000,2,001,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,02,2489
01,034,2,7,01,001,0001,2511,010399,04,111111,6,2,4,5,1,3,0,0,0,010,005,001,007,001,000,1,010,008,001,15,11,01,02,DIA 7,GANAR SALUD,NOTICEA,1,01,02,1,1,004,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,4,2,2,4,4,02,2489
01,036,1,7,01,001,0001,2511,010399,05,111111,5,6,4,1,2,3,0,0,0,017,007,003,005,003,000,5,002,002,000,02,04,00,04,MUY INTERESANTE,,,1,01,02,1,1,004,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,3,2,2,2,01,7964
01,074,2,7,19,026,0001,0340,190004,01,111111,2,3,4,6,1,5,0,0,0,070,030,003,000,000,000,0,000,000,000,04,10,00,00,TVNOVELAS,VANIDADES,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,01,34608
01,018,2,7,19,026,0001,0340,190004,02,111111,1,4,6,2,3,5,0,0,0,020,009,004,020,000,000,3,010,003,000,07,03,00,00,GLAMUR,VANIDADES,TVNOVELAS,1,01,00,1,1,099,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,04,34608
01,018,2,7,19,026,0001,1457,190012,01,111111,2,3,6,4,1,5,0,0,0,028,007,000,010,000,000,1,004,000,000,00,00,00,00,,,,1,01,00,1,1,013,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,03,15144
01,019,1,7,19,026,0001,0340,190004,03,111111,4,5,6,2,1,3,0,0,0,015,003,001,025,002,000,3,007,007,000,03,07,06,01,SELECCIONES,Q,MENS HEALTH,2,,,1,1,002,2,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,3,2,2,2,2,03,34608
01,055,1,7,19,026,0001,0340,190004,04,111111,4,3,6,5,2,1,0,0,0,021,010,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,2,2,01,34608
01,037,1,7,19,026,0001,1457,190012,02,111111,1,2,3,4,5,6,0,0,0,015,007,000,000,000,000,4,007,003,000,00,00,00,00,,,,1,02,00,1,1,030,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,15144
01,053,1,7,19,026,0001,1457,190012,03,111111,2,3,5,6,1,4,0,0,0,014,004,003,000,000,000,0,000,000,000,02,07,00,00,Q,SELECCIONES,,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,2,3,3,3,2,2,01,15144
01,040,2,7,19,026,0001,1457,190012,04,111111,2,5,6,4,1,3,1,0,0,021,010,000,000,000,000,7,015,010,000,00,00,00,00,,,,1,02,00,1,1,010,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,4,3,2,2,2,01,15144
01,030,2,7,19,026,0001,1457,190012,05,111111,2,3,4,6,1,5,0,0,0,007,005,000,007,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,3,3,2,2,02,15144
01,025,1,7,19,021,0001,1200,190029,01,111111,2,3,6,4,1,5,0,0,0,060,012,000,006,000,000,2,010,010,000,01,09,00,00,TVNOTAS,TVNOVELAS,ERES,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,3,5,2,2,2,02,34506
01,035,2,7,19,006,0001,1098,190019,01,111111,5,6,2,3,4,1,0,0,0,036,012,000,006,000,000,1,030,004,000,00,00,00,00,,,,1,02,00,1,1,006,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,02,24959
01,062,1,7,19,021,0001,1200,190029,02,111111,3,4,5,6,2,1,0,0,0,001,001,000,001,001,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,01,34506
01,039,1,7,19,021,0001,1200,190029,03,111111,3,4,5,6,1,2,0,0,0,014,007,000,007,007,000,3,006,001,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,3,3,5,4,01,34506
01,034,2,7,19,006,0001,1098,190019,02,111111,5,3,2,1,4,6,0,0,0,005,005,000,048,000,000,4,030,020,010,05,60,25,35,ENFOQUE,DEL CONSUMIDOR,PADRES E HIJOS,1,01,00,1,1,010,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,3,4,2,3,3,02,24959
01,020,1,7,19,021,0001,1200,190029,05,111111,2,3,4,5,1,6,0,0,0,020,007,001,002,000,000,2,010,002,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,3,02,34506
01,037,1,7,19,006,0001,1098,190019,03,111111,6,5,1,2,4,3,0,0,0,030,020,001,000,000,000,2,003,003,000,10,40,20,00,TVNOTAS,TVNOVELAS,,2,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,3,2,2,2,01,29024
01,028,2,7,19,006,0001,1098,190019,04,111111,6,5,3,4,1,2,0,0,0,018,006,000,012,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,3,3,2,2,2,02,24959
01,033,1,7,19,006,0001,1098,190019,05,111111,2,1,0,0,3,0,0,0,0,030,008,000,008,000,000,2,020,000,000,02,20,00,00,TVNOVELAS,TVNOTAS,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,01,29024
01,035,1,7,19,039,0001,2519,190072,01,111111,0,0,0,0,0,0,1,0,0,005,004,001,004,003,001,1,002,000,000,06,18,00,00,ORGANIZACION DE LOS TESTIGOS,,,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,3,2,1,1,01,39236
01,025,2,7,19,039,0001,2519,190072,02,111111,0,0,0,0,0,0,0,0,1,006,006,000,006,000,000,0,000,000,000,00,00,00,00,,,,1,99,00,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,03,33741
01,022,2,7,19,039,0001,2519,190072,04,111111,2,3,6,5,1,4,0,0,0,011,003,000,010,000,000,2,005,003,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,4,02,33741
01,022,2,7,19,039,0001,2519,190072,05,111111,1,3,4,6,2,5,0,0,0,049,014,000,021,000,000,0,000,000,000,02,02,00,00,VAQUEROS,TERROR,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,4,4,1,02,33741
01,080,2,7,19,039,0001,1188,190116,01,111111,6,2,5,4,1,3,0,0,0,042,014,000,000,000,000,1,003,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,3,2,5,5,01,23979
01,068,1,7,19,039,0001,1188,190116,02,111111,3,4,5,6,2,1,0,0,0,028,007,000,000,000,000,1,002,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,3,01,27884
01,064,1,7,19,039,0001,1188,190116,03,111111,1,3,5,6,2,4,0,0,0,007,007,000,007,007,000,7,006,003,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,1,3,3,3,3,2,01,27884
01,067,1,7,19,039,0001,1188,190116,04,111111,2,3,4,6,1,5,0,0,0,020,005,000,003,003,000,1,002,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,5,5,2,2,01,27884
01,027,2,7,19,039,0001,1188,190116,05,111111,2,3,5,4,1,6,0,0,0,024,021,000,021,000,000,1,002,001,001,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,2,02,23979
01,024,2,7,19,019,0001,0420,190195,02,111111,3,4,5,1,2,6,0,0,0,014,003,002,021,005,000,0,000,000,000,00,00,00,00,,,,1,01,02,1,1,012,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,06,27924
01,053,2,7,19,019,0001,0420,190195,03,111111,2,4,5,3,1,6,0,0,0,010,008,000,008,000,000,2,005,003,000,00,00,00,00,,,,1,01,00,1,1,010,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,01,27924
01,045,2,7,19,019,0001,0420,190195,04,111111,3,4,1,6,2,5,0,0,0,007,006,001,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,4,4,3,2,1,01,27924
01,039,1,7,19,019,0001,0420,190195,05,111111,4,1,6,2,3,5,0,0,0,010,005,001,005,003,000,7,005,003,002,02,06,04,02,CAR AND DRIVER,EXPANSION,,1,01,02,1,1,050,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,3,3,2,3,01,13962
01,068,2,7,19,039,0001,1135,190237,01,111111,4,2,5,1,3,6,0,0,0,021,007,000,000,000,000,7,006,005,001,02,05,02,00,KENA,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,3,3,2,2,01,24403
01,021,2,7,19,039,0001,1135,190237,02,111111,2,3,6,4,1,5,0,0,0,021,003,000,001,000,000,0,000,000,000,00,00,00,00,,,,1,01,00,1,1,014,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,3,2,3,01,24403
01,047,1,7,19,039,0001,1135,190237,03,111111,5,3,6,1,2,4,0,0,0,012,007,004,005,005,000,2,006,003,003,04,06,05,00,,,,1,01,02,1,1,008,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,3,3,2,3,01,13727
01,025,2,7,19,039,0001,1135,190237,04,111111,4,3,6,2,1,5,0,0,0,021,007,000,000,000,000,7,020,005,000,01,12,02,02,QUIEN,BALANCE,,1,01,00,1,1,007,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,3,3,5,2,2,02,24403
01,073,1,7,19,039,0001,1135,190237,05,111111,6,5,4,1,3,2,0,0,0,008,003,002,002,001,000,7,005,004,001,00,00,00,00,,,,1,01,00,1,2,,,,,,,,,,,,,,,,,,1,2,2,2,1,1,1,2,2,3,2,2,01,13727
01,025,1,7,19,026,0001,1052,190288,01,111111,2,3,4,6,1,5,0,0,0,021,001,000,000,000,000,2,002,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,3,3,3,3,01,33178
01,052,2,7,19,026,0001,1052,190288,02,111111,2,3,5,6,1,4,0,0,0,007,004,000,070,040,000,3,004,001,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,4,4,2,2,01,28531
01,032,2,7,19,026,0001,1052,190288,04,111111,6,5,4,3,2,1,0,0,0,007,004,000,007,000,000,7,021,010,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,02,28531
01,019,2,7,19,026,0001,1052,190288,05,111111,2,4,3,5,1,6,0,0,0,084,021,007,021,000,000,2,014,007,000,02,10,00,00,20 TANTOS,TVNOVELAS,,2,,,1,1,010,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,3,4,4,4,4,04,28531
