"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","DIA,C,2","HORAI,C,2","MINUI,C,2","HORAT,C,2","MINUT,C,2","RESENT,C,2","POB,N,10,0","FACVIV,N,10,0"
1,16,053,0001,2162,160387,05,111111,09,15,20,16,50,01,4,4554
1,16,053,0001,0664,160389,01,111111,16,15,20,16,35,01,4,3498
1,16,053,0001,0664,160389,02,000011,16,16,40,16,50,07,0,0
1,16,053,0001,0664,160389,03,111111,10,14,20,15,45,01,5,3498
1,16,053,0001,0664,160389,04,111111,10,15,55,18,18,01,6,3498
1,16,053,0001,0664,160389,05,111111,10,11,50,12,55,01,3,3498
1,17,011,0001,0847,170005,01,111111,17,09,05,10,06,01,5,3583
1,17,011,0001,0847,170005,02,111111,16,13,15,14,05,01,3,3583
1,17,011,0001,0847,170005,03,111111,15,14,00,14,50,01,6,3583
1,17,011,0001,0847,170005,04,111111,15,17,30,19,00,01,5,3583
1,17,011,0001,0847,170005,05,111111,16,18,40,19,20,01,5,3583
1,17,028,0030,0401,170013,01,111111,22,16,20,16,58,01,4,3353
1,17,028,0030,0401,170013,02,111111,22,17,40,18,30,01,4,3353
1,17,028,0030,0401,170013,03,111111,27,11,02,12,01,01,5,3353
1,17,028,0030,0401,170013,04,111111,24,15,18,15,45,01,6,3353
1,17,028,0030,0401,170013,05,111111,24,14,20,15,08,01,5,3353
1,17,011,0001,107A,170018,01,000011,17,18,15,18,25,07,0,0
1,17,011,0001,107A,170018,02,111111,20,13,00,14,00,01,4,2841
1,17,011,0001,107A,170018,03,111111,18,17,05,17,50,01,2,2841
1,17,011,0001,107A,170018,04,111111,18,13,15,13,55,01,4,2841
1,17,011,0001,107A,170018,05,111111,18,19,40,20,29,01,4,2841
1,17,007,0001,0219,170042,01,111111,11,13,30,14,25,01,2,2557
1,17,007,0001,0219,170042,02,111111,20,10,00,11,00,01,6,2557
1,17,007,0001,0219,170042,03,000011,13,13,50,14,10,08,0,0
1,17,007,0001,0219,170042,04,111111,11,14,30,15,20,01,1,2557
1,17,007,0001,0219,170042,05,000011,17,15,00,15,20,07,0,0
1,17,007,0001,0172,170077,01,111111,24,12,00,13,00,01,2,4035
1,17,007,0001,0172,170077,02,111111,24,10,30,10,50,01,1,4035
1,17,007,0001,0172,170077,03,000011,23,16,30,16,40,06,0,0
1,17,007,0001,0172,170077,04,111111,13,10,00,10,40,01,4,4035
1,17,007,0001,0172,170077,05,111111,25,15,15,16,00,01,3,4035
1,17,018,0001,0496,170082,01,111111,14,14,50,15,45,01,5,3428
1,17,018,0001,0496,170082,02,000011,14,15,50,15,55,07,0,0
1,17,018,0001,0496,170082,03,111111,15,16,00,16,50,01,1,3428
1,17,018,0001,0496,170082,04,000011,18,11,10,12,05,08,0,0
1,17,018,0001,0496,170082,05,111111,14,17,45,18,40,01,5,3428
1,17,007,0001,0153,170106,01,111111,10,13,00,14,40,01,2,2879
1,17,007,0001,0153,170106,02,000011,11,10,00,10,05,08,0,0
1,17,007,0001,0153,170106,03,000011,11,10,10,11,20,08,0,0
1,17,007,0001,0153,170106,04,111111,13,13,00,13,55,01,2,2879
1,17,007,0001,0153,170106,05,000011,23,19,15,19,25,07,0,0
1,17,007,0001,1221,170130,01,111111,13,10,00,10,35,01,3,2659
1,17,007,0001,1221,170130,02,111111,11,15,20,16,10,01,2,2659
1,17,007,0001,1221,170130,03,000011,11,13,05,13,20,07,0,0
1,17,007,0001,1221,170130,04,111111,15,16,00,16,35,01,3,2659
1,17,007,0001,1221,170130,05,111111,11,12,30,13,00,01,2,2659
1,17,018,0001,0797,170140,01,111111,14,10,50,11,30,01,3,3149
1,17,018,0001,0797,170140,02,111111,16,09,00,09,30,01,3,3149
1,17,018,0001,0797,170140,03,111111,15,16,00,17,10,01,4,3149
1,17,018,0001,0797,170140,04,111111,14,12,15,13,10,01,4,3149
1,17,018,0001,0797,170140,05,111111,14,13,20,14,25,01,2,3149
1,17,011,0009,0936,170141,01,111111,16,17,00,17,50,01,6,425
1,17,011,0009,0936,170141,02,111111,17,10,15,11,02,01,3,425
1,17,011,0009,0936,170141,03,111111,16,15,40,16,30,01,2,425
1,17,011,0009,0936,170141,04,111111,19,14,05,14,40,01,2,425
1,17,011,0009,0936,170141,05,000011,17,20,00,20,10,07,0,0
1,17,007,0001,0401,170168,01,000011,11,14,07,14,15,07,0,0
1,17,007,0001,0401,170168,02,000011,12,20,00,20,10,07,0,0
1,17,007,0001,0401,170168,03,111111,27,12,20,13,05,01,1,2403
1,17,007,0001,0401,170168,04,111111,19,13,10,13,45,01,3,2403
1,17,007,0001,0401,170168,05,111111,23,15,20,16,02,01,2,2403
1,17,011,0001,0550,170171,01,111111,18,19,10,19,55,01,12,2841
1,17,011,0001,0550,170171,02,111111,17,16,00,17,00,01,5,2841
1,17,011,0001,0550,170171,03,111111,18,18,30,19,20,01,4,2841
1,17,011,0001,0550,170171,04,111111,27,20,30,21,10,01,6,2841
1,17,011,0001,0550,170171,05,111111,22,17,20,18,15,01,6,2841
1,17,007,0001,069A,170258,01,111111,08,11,00,11,18,01,3,3418
1,17,007,0001,069A,170258,02,111111,08,11,40,12,00,01,2,3418
1,17,007,0001,069A,170258,03,111111,08,12,50,13,20,01,3,3418
1,17,007,0001,069A,170258,04,111111,10,12,05,13,02,01,4,3418
1,17,007,0001,069A,170258,05,111111,12,18,30,19,10,01,2,3418
1,17,007,0001,1293,170263,01,111111,11,11,02,11,35,01,6,3018
1,17,007,0001,1293,170263,02,111111,24,21,05,22,10,01,4,3018
1,17,007,0001,1293,170263,03,111111,11,10,50,11,20,01,5,3018
1,17,007,0001,1293,170263,04,111111,13,17,50,18,40,01,1,3018
1,17,007,0001,1293,170263,05,111111,22,18,10,19,10,01,2,3018
1,17,007,0001,0401,170264,01,111111,07,16,05,17,00,01,3,2667
1,17,007,0001,0401,170264,02,111111,07,17,10,18,05,01,3,2667
1,17,007,0001,0401,170264,03,111111,24,18,25,19,10,01,2,2667
1,17,007,0001,0401,170264,04,111111,18,16,40,17,20,01,5,2667
1,17,007,0001,0401,170264,05,111111,13,19,05,19,50,01,5,2667
1,17,007,0001,0153,170321,01,111111,11,20,30,21,20,01,5,2250
1,17,007,0001,0153,170321,02,111111,08,15,30,16,14,01,5,2250
1,17,007,0001,0153,170321,03,111111,20,11,30,12,20,01,6,2250
1,17,007,0001,0153,170321,04,111111,08,16,30,17,55,01,1,2250
1,17,007,0001,0153,170321,05,000011,20,09,00,09,20,07,0,0
1,17,007,0001,044A,170323,01,000011,07,16,00,16,30,08,0,0
1,17,007,0001,044A,170323,02,111111,09,16,30,17,14,01,5,3745
1,17,007,0001,044A,170323,03,111111,08,12,00,13,05,01,3,3745
1,17,007,0001,044A,170323,04,111111,09,18,10,19,10,01,3,3745
1,17,007,0001,044A,170323,05,111111,09,19,10,20,10,01,4,3745
1,17,007,0001,0685,170329,01,111111,23,18,10,18,59,01,3,2966
1,17,007,0001,0685,170329,02,111111,09,15,30,16,10,01,3,2966
1,17,007,0001,0685,170329,03,111111,09,11,30,12,20,01,6,2966
1,17,007,0001,0685,170329,04,111111,09,10,00,10,45,01,5,2966
1,17,007,0001,0685,170329,05,111111,09,12,30,13,30,01,4,2966
1,17,007,0001,0543,170360,01,111111,08,12,30,13,15,01,2,3258
1,17,007,0001,0543,170360,02,111111,20,13,00,13,50,01,4,3258
1,17,007,0001,0543,170360,03,111111,10,18,40,19,30,01,2,3258
1,17,007,0001,0543,170360,04,111111,13,20,05,21,02,01,4,3258
1,17,007,0001,0543,170360,05,111111,24,14,30,15,30,01,5,3258
1,17,008,0001,0184,170388,01,111111,18,14,15,15,38,01,4,3376
1,17,008,0001,0184,170388,02,111111,17,13,20,13,45,01,4,3376
1,17,008,0001,0184,170388,03,111111,16,19,20,19,59,01,5,3376
1,17,008,0001,0184,170388,04,111111,19,17,10,17,40,01,3,3376
1,17,008,0001,0184,170388,05,111111,20,13,14,14,05,01,4,3376
1,18,017,0001,1398,180012,01,111111,21,06,00,06,45,01,2,951
1,18,017,0001,1398,180012,02,111111,24,03,00,03,40,01,9,951
1,18,017,0001,1398,180012,03,111111,22,07,05,08,00,01,4,951
1,18,017,0001,1398,180012,04,111111,23,05,00,05,50,01,3,951
1,18,017,0001,1398,180012,05,111111,22,05,30,06,10,01,4,951
1,18,017,0001,1330,180038,01,111111,20,09,15,10,03,01,3,1017
1,18,017,0001,1330,180038,02,111111,08,10,10,11,15,01,2,1017
1,18,017,0001,1330,180038,03,111111,09,06,10,07,20,01,2,1017
1,18,017,0001,1330,180038,04,111111,09,12,35,13,40,01,2,1017
1,18,017,0001,1330,180038,05,111111,09,16,50,17,05,01,5,1017
1,18,017,0001,1152,180040,01,111111,15,10,00,11,05,01,1,1727
1,18,017,0001,1152,180040,02,111111,15,11,11,12,15,01,4,1727
1,18,017,0001,1152,180040,03,111111,15,12,10,13,10,01,2,1727
1,18,017,0001,1152,180040,04,111111,29,19,30,22,10,01,3,1727
1,18,017,0001,1152,180040,05,111111,19,17,35,18,45,01,2,1727
1,18,017,0001,1186,180080,01,111111,17,21,05,22,10,01,2,976
1,18,017,0001,1186,180080,02,111111,11,17,20,18,40,01,1,976
1,18,017,0001,1186,180080,03,111111,12,17,00,18,15,01,4,976
1,18,017,0001,1186,180080,04,111111,10,05,05,05,58,01,4,976
1,18,017,0001,1186,180080,05,111111,14,19,05,19,45,01,2,976
1,18,017,0001,1133,180114,01,111111,12,12,15,13,20,01,2,1038
1,18,017,0001,1133,180114,02,111111,12,10,50,12,05,01,3,1038
1,18,017,0001,1133,180114,03,111111,12,13,25,14,10,01,3,1038
1,18,017,0001,1133,180114,04,111111,14,09,05,10,05,01,4,1038
1,18,017,0001,1133,180114,05,111111,12,14,15,15,08,01,8,1038
1,18,017,0001,0544,180115,01,111111,14,12,50,14,09,01,2,919
1,18,017,0001,0544,180115,02,111111,14,14,15,15,07,01,7,919
1,18,017,0001,0544,180115,03,111111,14,16,05,17,18,01,2,919
1,18,017,0001,0544,180115,04,111111,25,13,10,14,00,01,3,919
1,18,017,0001,0544,180115,05,111111,15,99,99,99,99,01,5,919
1,18,017,0001,0760,180175,01,111111,26,10,15,11,20,01,5,1017
1,18,017,0001,0760,180175,02,111111,26,13,30,14,10,01,3,1017
1,18,017,0001,0760,180175,03,111111,27,17,00,17,40,01,5,1017
1,18,017,0001,0760,180175,04,111111,26,15,20,16,30,01,5,1017
1,18,017,0001,0760,180175,05,000011,27,99,99,99,99,07,0,0
1,18,017,0001,110A,180228,01,111111,17,14,30,15,55,01,6,898
1,18,017,0001,110A,180228,02,111111,17,12,40,14,07,01,4,898
1,18,017,0001,110A,180228,03,111111,20,17,30,18,45,01,4,898
1,18,017,0001,110A,180228,04,111111,20,06,55,08,11,01,4,898
1,18,017,0001,110A,180228,05,111111,17,11,15,12,20,01,8,898
1,18,017,0001,0775,180229,01,111111,20,09,10,09,50,01,4,977
1,18,017,0001,0775,180229,02,111111,18,13,15,14,05,01,4,977
1,18,017,0001,0775,180229,03,111111,21,19,05,20,15,01,5,977
1,18,017,0001,0775,180229,04,111111,18,10,55,12,10,01,2,977
1,18,017,0001,0775,180229,05,111111,18,10,30,11,20,01,2,977
1,18,017,0001,0332,180260,01,111111,11,17,00,18,30,01,5,1074
1,18,017,0001,0332,180260,02,111111,10,17,00,18,17,01,2,1074
1,18,017,0001,0332,180260,03,111111,10,12,10,13,05,01,1,1074
1,18,017,0001,0332,180260,04,111111,12,16,00,16,45,01,4,1074
1,18,017,0001,0332,180260,05,111111,10,15,10,16,30,01,3,1074
1,18,017,0001,0563,180265,01,111111,24,16,40,17,55,01,8,921
1,18,017,0001,0563,180265,02,111111,25,17,50,18,10,01,5,921
1,18,017,0001,0563,180265,03,111111,24,14,10,15,30,01,6,921
1,18,017,0001,0563,180265,04,111111,26,18,00,19,15,01,2,921
1,18,017,0001,0563,180265,05,000011,23,99,99,99,99,07,0,0
1,18,017,0001,1222,180272,01,111111,23,17,00,17,45,01,4,1028
1,18,017,0001,1222,180272,02,111111,24,18,55,20,10,01,4,1028
1,18,017,0001,1222,180272,03,111111,26,11,20,12,35,01,3,1028
1,18,017,0001,1222,180272,04,111111,22,11,20,12,25,01,7,1028
1,18,017,0001,1222,180272,05,111111,22,17,25,18,35,01,2,1028
1,18,017,0001,128A,180293,01,111111,18,15,00,15,50,01,6,1163
1,18,017,0001,128A,180293,02,111111,23,17,40,18,55,01,3,1163
1,18,017,0001,128A,180293,03,121112,22,18,25,19,10,01,2,1163
1,18,017,0001,128A,180293,03,221122,22,18,25,19,10,02,4,0
1,18,017,0001,128A,180293,04,111111,23,19,05,19,50,01,4,1163
1,18,017,0001,128A,180293,05,000011,18,99,99,99,99,07,0,0
1,18,017,0001,078A,180295,01,111111,26,09,30,10,05,01,9,859
1,18,017,0001,078A,180295,02,111111,27,15,00,15,50,01,2,859
1,18,017,0001,078A,180295,03,111111,26,12,30,13,10,01,6,859
1,18,017,0001,078A,180295,04,111111,27,12,00,13,20,01,4,859
1,18,017,0001,078A,180295,05,111111,27,16,05,16,50,01,4,859
1,18,017,0001,0756,180397,01,111111,08,15,30,18,45,01,4,924
1,18,017,0001,0756,180397,02,111111,09,19,28,20,15,01,1,924
1,18,017,0001,0756,180397,03,111111,08,16,05,17,15,01,4,924
1,18,017,0001,0756,180397,04,111111,20,08,20,09,05,01,4,924
1,18,017,0001,0756,180397,05,111111,09,15,05,16,30,01,6,924
1,19,026,0001,0340,190004,01,111111,16,09,45,10,50,01,5,9888
1,19,026,0001,0340,190004,02,111111,18,15,30,16,20,01,5,9888
1,19,026,0001,0340,190004,03,111111,15,11,00,11,55,01,3,9888
1,19,026,0001,0340,190004,04,111111,15,12,40,13,30,01,5,9888
1,19,026,0001,0340,190004,05,000011,26,22,00,99,99,06,0,0
1,19,026,0001,1457,190012,01,111111,22,11,30,12,20,01,4,7572
1,19,026,0001,1457,190012,02,111111,22,10,30,11,20,01,5,7572
1,19,026,0001,1457,190012,03,111111,24,16,00,17,00,01,2,7572
1,19,026,0001,1457,190012,04,111111,28,19,20,20,10,01,1,7572
1,19,026,0001,1457,190012,05,111111,22,10,10,10,55,01,6,7572
1,19,006,0001,1098,190019,01,111111,16,19,23,20,00,01,3,10012
1,19,006,0001,1098,190019,02,111111,14,13,00,14,43,01,5,10012
1,19,006,0001,1098,190019,03,111111,19,13,57,16,28,01,4,10012
1,19,006,0001,1098,190019,04,111111,16,18,40,19,19,01,4,10012
1,19,006,0001,1098,190019,05,111111,19,17,00,17,45,01,4,10012
1,19,021,0001,1200,190029,01,111111,17,13,50,14,30,01,4,11903
1,19,021,0001,1200,190029,02,111111,19,10,00,10,32,01,1,11903
1,19,021,0001,1200,190029,03,111111,20,08,50,09,25,01,2,11903
1,19,021,0001,1200,190029,04,000011,19,09,38,09,50,07,0,0
1,19,021,0001,1200,190029,05,111111,20,09,30,10,05,01,6,11903
1,19,039,0001,2519,190072,01,111111,19,13,00,13,33,01,3,13535
1,19,039,0001,2519,190072,02,111111,25,13,00,13,30,01,6,13535
1,19,039,0001,2519,190072,03,000011,27,13,50,99,99,04,0,0
1,19,039,0001,2519,190072,04,111111,19,11,06,11,39,01,4,13535
1,19,039,0001,2519,190072,05,111111,19,11,55,12,31,01,4,13535
1,19,039,0001,1188,190116,01,111111,14,14,00,14,56,01,1,9619
1,19,039,0001,1188,190116,02,111111,15,09,00,09,35,01,1,9619
1,19,039,0001,1188,190116,03,111111,26,11,00,11,45,01,5,9619
1,19,039,0001,1188,190116,04,111111,16,08,30,09,45,01,1,9619
1,19,039,0001,1188,190116,05,111111,14,15,30,16,10,01,5,9619
1,19,019,0001,0420,190195,01,000011,21,16,50,99,99,07,0,0
1,19,019,0001,0420,190195,02,111111,27,10,00,10,55,01,6,6981
1,19,019,0001,0420,190195,03,111111,27,11,00,11,45,01,2,6981
1,19,019,0001,0420,190195,04,111111,23,16,00,16,55,01,4,6981
1,19,019,0001,0420,190195,05,111111,17,17,30,18,30,01,5,6981
1,19,039,0001,1135,190237,01,111111,23,13,40,14,15,01,2,9151
1,19,039,0001,1135,190237,02,111111,16,15,30,16,00,01,2,9151
1,19,039,0001,1135,190237,03,111111,18,19,28,19,59,01,1,9151
1,19,039,0001,1135,190237,04,111111,23,14,40,15,20,01,3,9151
1,19,039,0001,1135,190237,05,111111,16,16,05,16,45,01,4,9151
1,19,026,0001,1052,190288,01,111111,22,12,00,12,40,01,3,11445
1,19,026,0001,1052,190288,02,111111,18,13,50,14,40,01,6,11445
1,19,026,0001,1052,190288,03,000011,29,07,15,99,99,05,0,0
1,19,026,0001,1052,190288,04,111111,17,14,10,15,00,01,5,11445
1,19,026,0001,1052,190288,05,111111,22,11,30,12,20,01,7,11445
1,19,046,0001,1089,190331,01,111111,09,15,50,16,35,01,4,8848
1,19,046,0001,1089,190331,02,111111,15,10,10,10,45,01,8,8848
1,19,046,0001,1089,190331,03,111111,10,99,99,99,99,01,3,8848
1,19,046,0001,1089,190331,04,111111,22,16,30,17,15,01,1,8848
1,19,046,0001,1089,190331,05,111111,26,19,45,20,30,01,5,8848
1,19,006,0001,0668,190333,01,111111,16,12,30,13,10,01,5,7460
1,19,006,0001,0668,190333,02,111111,19,15,00,15,40,01,4,7460
1,19,006,0001,0668,190333,03,111111,14,15,50,16,35,01,4,7460
1,19,006,0001,0668,190333,04,111111,19,13,25,15,08,01,5,7460
1,19,006,0001,0668,190333,05,111111,19,12,45,13,22,01,7,7460
1,19,046,0001,0127,190340,01,111111,22,21,00,21,37,01,5,8552
1,19,046,0001,0127,190340,02,000011,26,21,15,99,99,07,0,0
1,19,046,0001,0127,190340,03,111111,15,15,20,16,00,01,5,8552
1,19,046,0001,0127,190340,04,111111,24,20,25,21,07,01,3,8552
1,19,046,0001,0127,190340,05,111111,16,18,30,19,21,01,4,8552
1,19,039,0001,0940,190382,01,000011,16,13,00,99,99,07,0,0
1,19,039,0001,0940,190382,02,111111,15,14,30,15,20,01,6,8744
1,19,039,0001,0940,190382,03,111111,23,10,10,10,55,01,5,8744
1,19,039,0001,0940,190382,04,111111,15,13,30,14,20,01,5,8744
1,19,039,0001,0940,190382,05,111111,14,14,34,15,30,01,1,8744
1,19,039,0001,1525,190383,01,111111,10,12,55,13,45,01,4,11422
1,19,039,0001,1525,190383,02,111111,21,19,00,20,00,01,3,11422
1,19,039,0001,1525,190383,03,111111,21,20,10,21,00,01,4,11422
1,19,039,0001,1525,190383,04,121112,11,18,10,18,20,01,4,11422
1,19,039,0001,1525,190383,04,221122,10,11,00,12,05,02,4,0
1,19,039,0001,1525,190383,05,111111,07,15,40,16,30,01,2,11422
1,19,039,0001,4163,190477,01,111111,11,13,40,14,30,01,4,12449
1,19,039,0001,4163,190477,02,111111,11,14,40,15,25,01,2,12449
1,19,039,0001,4163,190477,03,111111,14,12,00,12,40,01,7,12449
1,19,039,0001,4163,190477,04,131113,11,15,50,16,35,01,3,12449
1,19,039,0001,4163,190477,04,231123,11,16,45,17,35,01,4,12449
1,19,039,0001,4163,190477,04,331133,18,17,15,18,10,01,2,12449
1,19,039,0001,4163,190477,05,111111,30,11,45,12,20,01,4,12449
1,19,026,0001,2313,190510,01,000011,26,10,00,99,99,07,0,0
1,19,026,0001,2313,190510,02,111111,23,13,00,13,50,01,4,10490
1,19,026,0001,2313,190510,03,000011,18,12,20,99,99,07,0,0
1,19,026,0001,2313,190510,04,111111,22,16,00,16,55,01,3,10490
1,19,026,0001,2313,190510,05,111111,22,17,10,18,05,01,6,10490
1,19,039,0001,4464,190512,01,111111,10,11,00,12,00,01,3,9276
1,19,039,0001,4464,190512,02,111111,10,10,00,11,00,01,8,9276
1,19,039,0001,4464,190512,03,111111,11,17,00,17,45,01,5,9276
1,19,039,0001,4464,190512,04,111111,11,16,00,16,25,01,6,9276
1,19,039,0001,4464,190512,05,111111,20,20,35,21,35,01,1,9276
1,19,021,0001,0448,190519,01,111111,18,16,16,17,00,01,5,7490
1,19,021,0001,0448,190519,02,111111,18,12,30,14,57,01,4,7490
1,19,021,0001,0448,190519,03,111111,18,13,05,16,13,01,5,7490
1,19,021,0001,0448,190519,04,111111,18,13,10,14,00,01,3,7490
1,19,021,0001,0448,190519,05,111111,19,13,20,14,08,01,3,7490
1,19,039,0001,0372,190561,01,111111,15,11,05,12,30,01,1,7373
1,19,039,0001,0372,190561,02,111111,15,12,40,13,00,01,7,7373
1,19,039,0001,0372,190561,03,111111,15,13,45,14,20,01,3,7373
1,19,039,0001,0372,190561,04,111111,27,20,30,21,15,01,4,7373
1,19,039,0001,0372,190561,05,111111,20,18,14,18,49,01,1,7373
1,19,046,0001,0593,190571,01,111111,21,20,30,20,40,01,3,8703
1,19,046,0001,0593,190571,02,111111,11,99,99,99,99,01,4,8703
1,19,046,0001,0593,190571,03,111111,12,18,45,19,30,01,3,8703
1,19,046,0001,0593,190571,04,111111,10,10,00,11,03,01,4,8703
1,19,046,0001,0593,190571,05,111111,16,11,10,11,50,01,5,8703
1,20,553,0001,0051,200007,01,000011,14,17,00,17,05,08,0,0
1,20,553,0001,0051,200007,02,000011,14,17,20,17,30,07,0,0
1,20,553,0001,0051,200007,03,111111,11,13,46,14,28,01,5,1184
1,20,553,0001,0051,200007,04,111111,14,05,40,06,55,01,5,1184
1,20,553,0001,0051,200007,05,111111,14,17,00,17,55,01,5,1184
1,20,067,0001,0685,200016,01,111111,08,13,40,14,45,01,5,1343
1,20,067,0001,0685,200016,02,111111,08,17,15,18,05,01,5,1343
1,20,067,0001,0685,200016,03,111111,08,15,40,16,40,01,3,1343
1,20,067,0001,0685,200016,04,111111,22,21,10,21,50,01,1,1343
1,20,067,0001,0685,200016,05,111111,17,11,20,12,10,01,1,1343
1,20,067,0001,0806,200073,01,111111,16,10,35,11,15,01,7,1186
1,20,067,0001,0806,200073,02,000011,19,12,45,12,55,06,0,0
1,20,067,0001,0806,200073,03,111111,16,12,05,12,35,01,4,1186
1,20,067,0001,0806,200073,04,111111,16,14,20,15,15,01,5,1186
1,20,067,0001,0806,200073,05,111111,16,13,00,13,30,01,1,1186
1,20,087,0001,0029,200076,01,111111,15,16,35,17,05,01,4,1097
1,20,087,0001,0029,200076,02,121112,21,19,15,20,00,01,9,1097
1,20,087,0001,0029,200076,02,221122,21,20,00,20,50,01,3,1097
1,20,087,0001,0029,200076,03,121112,14,10,50,11,00,01,2,1097
1,20,087,0001,0029,200076,03,221122,21,18,20,19,10,01,3,1097
1,20,087,0001,0029,200076,04,111111,14,14,35,15,20,01,4,1097
1,20,087,0001,0029,200076,05,111111,21,17,30,18,15,01,2,1097
1,20,385,0001,0139,200102,01,111111,20,14,35,15,15,01,3,1380
1,20,385,0001,0139,200102,02,111111,18,12,30,13,10,01,5,1380
1,20,385,0001,0139,200102,03,111111,20,13,05,13,40,01,6,1380
1,20,385,0001,0139,200102,04,111111,20,13,45,14,30,01,8,1380
1,20,385,0001,0139,200102,05,111111,18,11,20,11,50,01,4,1380
1,20,067,0001,119A,200144,01,111111,09,13,40,14,30,01,5,975
1,20,067,0001,119A,200144,02,111111,09,14,50,15,35,01,5,975
1,20,067,0001,119A,200144,03,111111,09,16,00,16,40,01,6,975
1,20,067,0001,119A,200144,04,121112,09,12,00,12,50,01,3,975
1,20,067,0001,119A,200144,04,221122,09,12,55,13,35,01,3,975
1,20,067,0001,119A,200144,05,111111,09,14,20,15,10,01,4,975
1,20,067,0001,1170,200145,01,111111,07,16,00,16,50,01,2,1314
1,20,067,0001,1170,200145,02,111111,07,17,40,19,19,01,4,1314
1,20,067,0001,1170,200145,03,111111,08,14,20,15,10,01,4,1314
1,20,067,0001,1170,200145,04,111111,08,16,40,17,20,01,5,1314
1,20,067,0001,1170,200145,05,111111,08,10,00,10,52,01,2,1314
1,20,399,0001,0064,200168,01,111111,23,18,10,19,00,01,4,1691
1,20,399,0001,0064,200168,02,111111,16,13,30,14,05,01,4,1691
1,20,399,0001,0064,200168,03,111111,21,12,20,13,00,01,5,1691
1,20,399,0001,0064,200168,04,111111,21,11,30,12,10,01,3,1691
1,20,399,0001,0064,200168,05,111111,16,15,00,16,20,01,3,1691
1,20,067,0001,1039,200195,01,111111,09,09,05,09,30,01,3,922
1,20,067,0001,1039,200195,02,111111,08,08,30,09,30,01,4,922
1,20,067,0001,1039,200195,03,111111,07,17,00,17,52,01,3,922
1,20,067,0001,1039,200195,04,111111,07,15,25,16,05,01,3,922
1,20,067,0001,1039,200195,05,111111,08,09,35,10,25,01,3,922
1,20,067,0001,1005,200229,01,111111,17,13,00,13,30,01,4,1119
1,20,067,0001,1005,200229,02,111111,20,12,10,12,40,01,5,1119
1,20,067,0001,1005,200229,03,111111,17,13,35,14,05,01,3,1119
1,20,067,0001,1005,200229,04,111111,17,12,26,12,55,01,5,1119
1,20,067,0001,1005,200229,05,111111,28,10,30,11,25,01,5,1119
1,20,067,0001,1490,200261,01,111111,12,17,40,18,50,01,1,1028
1,20,067,0001,1490,200261,02,111111,13,10,00,11,10,01,3,1028
1,20,067,0001,1490,200261,03,111111,18,13,50,14,50,01,1,1028
1,20,067,0001,1490,200261,04,111111,09,16,30,17,40,01,7,1028
1,20,067,0001,1490,200261,05,111111,12,19,00,19,50,01,5,1028
1,20,067,0001,0806,200291,01,111111,21,09,50,10,45,01,2,1465
1,20,067,0001,0806,200291,02,111111,17,11,10,12,10,01,7,1465
1,20,067,0001,0806,200291,03,111111,17,11,15,12,00,01,3,1465
1,20,067,0001,0806,200291,04,111111,17,10,15,10,52,01,3,1465
1,20,067,0001,0806,200291,05,111111,17,09,25,10,40,01,3,1465
1,20,067,0001,0577,200293,01,111111,18,16,35,17,20,01,1,1082
1,20,067,0001,0577,200293,02,111111,18,19,00,19,55,01,2,1082
1,20,067,0001,0577,200293,03,111111,18,15,10,16,30,01,3,1082
1,20,067,0001,0577,200293,04,111111,13,16,00,17,15,01,3,1082
1,20,067,0001,0577,200293,05,111111,10,10,50,11,40,01,7,1082
1,20,067,0001,0952,200294,01,111111,18,15,30,16,05,01,5,856
1,20,067,0001,0952,200294,02,111111,21,12,00,12,50,01,2,856
1,20,067,0001,0952,200294,03,111111,21,11,10,11,55,01,2,856
1,20,067,0001,0952,200294,04,000011,19,14,30,14,40,07,0,0
1,20,067,0001,0952,200294,05,111111,21,10,10,11,00,01,5,856
1,20,067,0001,1344,200298,01,121112,11,09,05,09,55,01,5,1366
1,20,067,0001,1344,200298,01,221122,11,10,00,11,10,01,3,1366
1,20,067,0001,1344,200298,02,111111,11,13,40,14,25,01,6,1366
1,20,067,0001,1344,200298,03,111111,11,11,55,12,40,01,7,1366
1,20,067,0001,1344,200298,04,111111,11,14,50,15,40,01,5,1366
1,20,067,0001,1344,200298,05,111111,13,11,10,11,50,01,3,1366
1,20,067,0001,0613,200301,01,111111,22,19,10,20,00,01,4,930
1,20,067,0001,0613,200301,02,111111,22,20,10,21,00,01,3,930
1,20,067,0001,0613,200301,03,111111,16,10,30,11,10,01,7,930
1,20,067,0001,0613,200301,04,111111,16,18,00,19,10,01,2,930
1,20,067,0001,0613,200301,05,111111,16,11,20,12,10,01,4,930
1,20,067,0001,1081,200356,01,111111,12,11,00,11,40,01,2,1279
1,20,067,0001,1081,200356,02,111111,10,11,00,11,40,01,5,1279
1,20,067,0001,1081,200356,03,111111,10,15,00,15,40,01,5,1279
1,20,067,0001,1081,200356,04,111111,10,12,10,13,00,01,4,1279
1,20,067,0001,1081,200356,05,111111,10,13,10,14,00,01,5,1279
1,20,067,0001,1541,200357,01,111111,08,15,20,16,15,01,2,1317
1,20,067,0001,1541,200357,02,111111,13,12,10,13,00,01,7,1317
