"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","SABECONACY,C,1","TELE,C,1","RADIO,C,1","PEROREV,C,1","LIBROS,C,1","INTERNET,C,1","OTROS,C,1","NOSABECONA,C,1","PUREVCIETE,C,1","DIFACTCYTM,C,1","FINEMPDEST,C,1","APOPROYCUL,C,1","BECAPOSG,C,1","INVEST,C,1","FININVUNI,C,1","CONSESC,C,1","OTRAS,C,1","TEXTO,C,30","OPNCONA,C,1","BECPOSNAC,C,1","BECPOSEXT,C,1","BECESTTEC,C,1","INCINVDES,C,1","FONMIX,C,1","FONSEC,C,1","FONINS,C,1","PROAVA,C,1","SISNACINV,C,1","REDCON,C,1","COOPINST,C,1","REGNACCIEN,C,1","SISINFCIET,C,1","INFEDOCIET,C,1","APOYINV,C,1","SISNACINV2,C,1","BECPOS,C,1","APODESTEC,C,1","PROGRETREP,C,1","PRIOCONA,C,1","RELCONCIEN,C,1","POLACTCONA,C,1","OBSERVACIO,C,254","NUMREN,C,2","FACPER,N,10,0"
01,028,2,C,31,059,0001,0766,310272,05,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6620
01,046,2,C,31,050,0001,3430,310293,01,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3872
01,019,1,C,31,050,0001,3430,310293,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,8712
01,033,1,C,31,050,0001,3430,310293,03,111111,1,1,1,0,0,0,0,1,3,1,1,1,2,1,1,3,1,,1,1,2,1,1,1,1,1,2,1,3,3,1,1,2,1,2,1,1,1,3,3,3,,03,8712
01,047,2,C,31,050,0001,3430,310293,04,111111,1,1,1,0,0,0,0,1,1,1,2,1,3,1,2,1,3,,2,1,2,1,1,1,3,3,3,1,1,1,2,1,1,1,2,3,1,2,3,3,1,,02,3872
01,038,2,C,31,050,0001,3430,310293,05,111111,1,1,0,1,0,0,0,1,1,1,3,1,1,2,3,3,3,,2,1,1,1,2,3,3,1,1,1,1,3,3,3,3,1,1,1,1,6,4,3,1,,02,3872
01,019,2,C,31,050,0001,3784,310304,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6775
01,037,1,C,31,050,0001,3784,310304,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,5606
01,037,1,C,31,050,0001,3784,310304,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,5606
01,020,1,C,31,050,0001,3784,310304,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,5606
01,050,1,C,31,050,0001,3017,310333,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3527
01,054,1,C,31,050,0001,3017,310333,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3527
01,043,2,C,31,050,0001,3017,310333,03,111111,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,,2,1,1,3,1,1,3,1,3,1,3,1,1,1,1,2,2,1,1,2,3,3,1,,01,12696
01,045,1,C,31,050,0001,3017,310333,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3527
01,053,2,C,31,050,0001,0826,310358,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7473
01,052,2,C,31,050,0001,0826,310358,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7473
01,059,2,C,31,050,0001,0826,310358,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7473
01,032,2,C,31,050,0001,0826,310358,04,111111,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,,02,7473
01,044,1,C,31,050,0001,0826,310358,05,111111,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,,01,6183
01,084,1,C,31,059,0001,0499,310362,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4260
01,038,1,C,31,059,0001,0499,310362,03,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4260
01,048,2,C,31,059,0001,0499,310362,04,111111,1,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,8520
01,065,2,C,31,059,0001,0499,310362,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,8520
01,056,1,C,13,048,0001,1616,131002,01,111111,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,,5,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,3,1,3,5,4,2,1,,02,2580
01,072,1,C,13,048,0001,1616,131002,02,111111,1,1,1,1,0,0,0,1,1,1,1,2,2,1,1,2,3,,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,3,4,2,1,,04,2580
01,030,1,C,13,048,0001,1616,131002,03,111111,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,3,1,,01,2580
01,022,2,C,13,048,0001,1616,131002,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,2420
01,037,1,C,13,048,0001,1616,131002,05,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2580
01,061,2,C,13,048,0001,0444,131004,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2606
01,059,2,C,13,048,0001,0444,131004,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2606
01,031,2,C,13,048,0001,0444,131004,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,2606
01,051,2,C,13,048,0001,0444,131004,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2606
01,039,1,C,13,048,0001,0444,131004,05,111111,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,2,2,,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,1,,03,8685
01,048,1,C,13,048,0001,0919,131011,01,111111,1,1,0,1,0,1,0,1,1,1,3,3,1,1,1,2,2,,1,1,1,1,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,5,2,2,1,,01,2726
01,046,2,C,13,048,0001,0919,131011,02,111111,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,4,2,1,,02,2557
01,068,2,C,13,048,0001,0919,131011,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2557
01,023,1,C,13,048,0001,0919,131011,05,111111,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,2,2,,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,3,1,2,5,3,2,2,,05,2726
01,061,1,C,13,048,0001,0247,131016,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1567
01,027,2,C,13,048,0001,0247,131016,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2432
01,061,2,C,13,048,0001,0247,131016,03,121112,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2432
01,029,2,C,13,048,0001,0247,131016,03,221122,1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2,,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,6,5,2,1,,02,2432
01,054,1,C,13,048,0001,0247,131016,04,111111,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,3,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,,01,1567
01,021,1,C,13,048,0001,1620,131037,02,111111,1,1,0,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1957
01,052,2,C,13,048,0001,1620,131037,03,111111,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,3,,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,4,2,1,,01,3038
01,039,2,C,13,048,0001,1620,131037,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3038
01,032,2,C,13,048,0001,0406,131067,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6884
01,020,1,C,13,048,0001,0406,131067,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3442
01,029,1,C,13,048,0001,0406,131067,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,3442
01,048,2,C,13,048,0001,0406,131067,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6884
01,023,1,C,13,048,0001,0406,131067,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3442
01,064,1,C,13,048,0001,0213,131102,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1649
01,046,1,C,13,048,0001,0213,131102,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1649
01,041,1,C,13,048,0001,0213,131102,03,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1649
01,062,1,C,13,048,0001,0213,131102,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1649
01,031,2,C,13,048,0001,0228,131104,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,2549
01,049,2,C,13,048,0001,0228,131104,02,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2549
01,047,1,C,13,048,0001,0228,131104,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2718
01,072,2,C,13,048,0001,0228,131104,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2549
01,031,2,C,13,048,0001,0228,131104,05,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2549
01,029,2,C,13,048,0001,1264,131163,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2610
01,036,1,C,13,048,0001,1264,131163,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2783
01,035,2,C,13,048,0001,1264,131163,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2610
01,030,2,C,13,048,0001,1264,131163,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2610
01,040,1,C,13,048,0001,1264,131163,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2783
01,043,1,C,13,048,0001,0444,131167,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,2658
01,071,2,C,13,048,0001,0444,131167,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2493
01,052,1,C,13,048,0001,0444,131167,04,111111,1,1,0,0,0,0,0,1,1,1,2,1,2,1,1,2,3,,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,6,4,3,1,,01,2658
01,026,2,C,13,048,0001,0444,131167,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2493
01,036,1,C,13,051,0060,037A,131135,01,111111,1,1,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,4,4,1,1,,01,2567
01,021,1,C,13,051,0060,037A,131135,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2567
01,032,1,C,13,051,0060,037A,131135,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2567
01,031,2,C,13,051,0060,037A,131135,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2408
01,038,2,C,13,051,0060,037A,131135,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2408
01,055,2,C,13,048,0001,1033,131197,01,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2466
01,056,2,C,13,048,0001,1033,131197,03,111111,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2466
01,020,2,C,13,048,0001,1033,131197,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2466
01,050,2,C,13,048,0001,1033,131197,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,2466
01,025,1,C,13,048,0001,0872,131224,01,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,3913
01,030,2,C,13,048,0001,0872,131224,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,4173
01,042,2,C,13,048,0001,0872,131224,03,111111,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,2,3,,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,2,1,,02,4173
01,056,2,C,13,048,0001,0872,131224,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4173
01,046,1,C,13,048,0001,0872,131224,05,111111,1,1,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3913
01,032,2,C,13,048,0001,0904,131226,01,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,5127
01,036,1,C,13,048,0001,0904,131226,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1709
01,030,1,C,13,048,0001,0904,131226,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1709
01,025,2,C,13,048,0001,0904,131226,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,5127
01,038,1,C,13,048,0001,0904,131226,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1709
01,037,1,C,13,048,0001,1194,131263,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3428
01,019,1,C,13,048,0001,1194,131263,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,3428
01,019,2,C,13,048,0001,1194,131263,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7345
01,021,1,C,13,048,0001,1194,131263,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3428
01,048,1,C,13,048,0001,0139,131289,01,111111,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2089
01,031,1,C,13,048,0001,0139,131289,02,111111,1,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2089
01,020,1,C,13,048,0001,0139,131289,03,111111,1,1,0,0,0,0,0,1,1,1,2,1,3,1,3,2,3,,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,2,1,4,3,2,3,,01,2089
01,068,2,C,13,048,0001,0139,131289,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,1960
01,053,1,C,13,048,0001,1387,131325,01,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2601
01,054,2,C,13,048,0001,1387,131325,02,111111,1,1,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2440
01,036,1,C,13,048,0001,1387,131325,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2601
01,032,1,C,13,048,0001,1387,131325,05,111111,1,1,0,0,0,0,0,1,1,1,2,1,2,1,1,2,2,,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,3,2,1,,01,2601
01,054,1,C,13,048,0001,0815,131352,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2184
01,063,1,C,13,048,0001,0815,131352,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2184
01,032,2,C,13,048,0001,0815,131352,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,13104
01,033,1,C,13,048,0001,0815,131352,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,2184
01,095,1,C,13,048,0001,0815,131352,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2184
01,057,2,C,13,048,0001,0251,131354,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2203
01,041,1,C,13,048,0001,0251,131354,02,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2349
01,033,1,C,13,048,0001,0251,131354,03,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2349
01,038,2,C,13,048,0001,0251,131354,04,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,2203
01,075,2,C,13,048,0001,0251,131354,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2203
01,026,2,C,13,048,0001,0228,131384,01,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6552
01,028,1,C,13,048,0001,0228,131384,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4914
01,021,2,C,13,048,0001,0228,131384,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,6552
01,047,1,C,13,048,0001,0228,131384,04,111111,1,1,0,1,0,0,1,1,1,1,3,2,1,1,1,2,3,,3,2,1,1,3,3,3,1,3,1,3,1,1,1,1,1,1,1,1,4,4,1,2,,01,4914
01,028,1,C,13,048,0001,0228,131384,05,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4914
01,035,1,C,07,101,0001,1696,070011,01,111111,1,1,0,0,0,0,0,1,1,1,3,1,1,1,3,3,1,INICIATIVA PRIVADA,4,2,1,3,3,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,4,3,1,,01,3654
01,021,2,C,07,101,0001,1696,070011,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,10231
01,023,2,C,07,101,0001,1696,070011,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,10231
01,032,1,C,07,101,0001,1696,070011,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3654
01,045,1,C,07,101,0001,1696,070011,05,121112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3654
01,077,1,C,07,101,0001,0575,070074,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,9621
01,025,1,C,07,101,0001,1696,070011,05,221122,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,3654
01,032,2,C,07,101,0001,0575,070074,02,111111,1,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,8462
01,064,2,C,07,101,0001,0575,070074,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,8462
01,064,1,C,07,101,0001,0575,070074,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,9621
02,039,1,C,07,101,0001,0575,070074,05,111111,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,0
01,025,2,C,07,101,0001,1323,070081,02,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,9163
01,022,2,C,07,101,0001,1323,070081,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,9163
01,039,2,C,07,101,0001,1323,070081,04,111111,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,9163
01,019,2,C,07,101,0001,1323,070081,05,111111,1,1,0,0,0,0,0,1,1,1,2,2,2,2,3,2,3,,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,2,3,4,2,1,,02,9163
01,029,1,C,07,101,0001,2336,070098,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,13323
01,036,1,C,07,101,0001,2336,070098,02,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,13323
01,046,1,C,07,101,0001,2336,070098,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,13323
01,027,2,C,07,101,0001,2336,070098,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,11718
01,035,2,C,07,101,0001,2336,070098,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,11718
01,027,2,C,07,101,0001,2266,070111,01,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4398
01,021,2,C,07,101,0001,2266,070111,02,111111,1,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4398
01,052,1,C,07,101,0001,2266,070111,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,23456
01,041,2,C,07,101,0001,2266,070111,04,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4398
01,038,2,C,07,101,0001,2266,070111,05,111111,1,1,0,0,0,0,0,1,1,1,2,1,1,2,2,1,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,2,1,,02,4398
01,073,2,C,07,101,0001,0931,070136,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6917
01,066,1,C,07,101,0001,0931,070136,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,12970
01,060,2,C,07,101,0001,0931,070136,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,6917
01,070,2,C,07,101,0001,0931,070136,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6917
01,050,2,C,07,101,0001,1427,070141,01,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,8612
01,050,1,C,07,101,0001,1427,070141,02,111111,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,3,3,2,2,,01,4921
01,062,1,C,07,101,0001,1427,070141,03,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,4921
01,043,2,C,07,101,0001,1427,070141,04,111111,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,1,1,,01,8612
01,055,2,C,07,101,0001,1427,070141,05,121112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,8612
01,027,1,C,07,101,0001,1427,070141,05,221122,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,4921
01,033,1,C,07,101,0001,186A,070170,01,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,8540
01,046,2,C,07,101,0001,186A,070170,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7512
01,022,2,C,07,101,0001,186A,070170,03,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,7512
01,028,1,C,07,101,0001,186A,070170,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,8540
01,036,2,C,07,101,0001,186A,070170,05,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,7512
01,078,1,C,07,101,0001,2035,070195,01,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,7703
01,048,2,C,07,101,0001,2035,070195,02,111111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6775
01,039,2,C,07,101,0001,2035,070195,03,111111,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,6775
01,040,2,C,07,101,0001,2035,070195,04,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,6775
01,025,1,C,07,101,0001,1145,070200,01,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,9421
01,038,2,C,07,101,0001,1145,070200,02,111111,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,8286
01,021,1,C,07,101,0001,1145,070200,04,111111,1,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,9421
