"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","NUMPER,C,2","GASTOCO,C,1","NUMHOG,C,2","LLAVE,C,23","RESENT,C,2","NUMREN,C,2","FACTOR_PER,N,10,0"
2,08,019,0001,5781,080766,04,1,1,04,1,,08019000157810807660411,01,01,28266
2,08,019,0001,5851,080855,01,1,1,04,1,,08019000158510808550111,01,02,11120
2,08,019,0001,5851,080855,03,1,1,04,1,,08019000158510808550311,01,01,11236
2,08,019,0001,5851,080855,04,1,1,05,1,,08019000158510808550411,01,02,13017
2,08,019,0001,5851,080855,05,1,1,03,1,,08019000158510808550511,01,02,10429
2,08,019,0001,5921,080616,01,1,1,05,1,,08019000159210806160111,01,01,20742
2,08,019,0001,5921,080616,02,1,1,02,1,,08019000159210806160211,01,01,13695
2,08,019,0001,5921,080616,03,1,1,02,1,,08019000159210806160311,01,02,14305
2,08,019,0001,5921,080616,04,1,1,05,1,,08019000159210806160411,01,05,29404
2,08,019,0001,5921,080616,05,1,1,02,1,,08019000159210806160511,01,01,16751
2,08,019,0001,614A,080818,01,1,1,02,1,,080190001614A0808180111,01,01,11025
2,08,019,0001,614A,080818,02,1,1,04,1,,080190001614A0808180211,01,01,12534
2,08,019,0001,614A,080818,03,1,1,04,1,,080190001614A0808180311,01,02,12405
2,08,019,0001,614A,080818,04,1,1,03,1,,080190001614A0808180411,01,02,10298
2,08,019,0001,614A,080818,05,1,1,03,1,,080190001614A0808180511,01,01,5521
2,08,019,0001,6440,080735,01,1,1,06,1,,08019000164400807350111,01,02,12469
2,08,019,0001,6440,080735,02,1,1,02,1,,08019000164400807350211,01,01,5704
2,08,019,0001,6440,080735,03,1,1,02,1,,08019000164400807350311,01,01,10700
2,08,019,0001,6440,080735,04,1,1,06,1,,08019000164400807350411,01,01,13778
2,08,019,0001,6506,080915,02,1,1,04,1,,08019000165060809150211,01,02,20731
2,08,019,0001,6506,080915,03,1,1,02,1,,08019000165060809150311,01,01,9515
2,08,019,0001,6506,080915,04,1,1,04,1,,08019000165060809150411,01,01,30999
2,08,019,0001,6506,080915,05,1,1,02,1,,08019000165060809150511,01,02,16624
2,09,002,0001,0773,090736,01,1,1,02,1,,09002000107730907360111,01,01,101033
2,09,002,0001,0773,090736,02,1,1,06,1,,09002000107730907360211,01,02,120087
2,09,002,0001,0773,090736,04,1,1,05,1,,09002000107730907360411,01,01,113170
2,09,005,0001,1576,090597,01,1,1,03,1,,09005000115760905970111,01,02,114427
2,09,005,0001,1576,090597,02,1,1,04,1,,09005000115760905970211,01,04,134111
2,09,005,0001,1576,090597,03,1,1,04,1,,09005000115760905970311,01,02,104269
2,09,005,0001,1576,090597,04,1,1,04,1,,09005000115760905970411,01,02,177984
2,09,005,0001,1576,090597,05,1,1,04,1,,09005000115760905970511,01,03,139108
2,09,005,0001,3197,090565,01,1,1,06,1,,09005000131970905650111,01,05,281063
2,09,005,0001,3197,090565,02,1,1,04,1,,09005000131970905650211,01,02,177271
2,09,005,0001,3197,090565,03,1,1,07,1,,09005000131970905650311,01,06,207599
2,09,005,0001,3197,090565,04,1,1,02,1,,09005000131970905650411,01,02,115134
2,09,006,0001,0359,091224,01,1,1,05,1,,09006000103590912240111,01,01,135450
2,09,006,0001,0359,091224,02,1,1,03,1,,09006000103590912240211,01,03,184020
2,09,006,0001,0359,091224,03,1,1,04,1,,09006000103590912240311,01,01,133550
2,09,006,0001,0359,091224,04,1,1,03,1,,09006000103590912240411,01,01,137118
2,09,006,0001,0359,091224,05,1,1,07,1,,09006000103590912240511,01,03,275183
2,09,007,0001,2899,091225,01,1,1,04,1,,09007000128990912250111,01,02,154844
2,09,007,0001,2899,091225,02,1,1,03,1,,09007000128990912250211,01,01,172033
2,09,007,0001,2899,091225,03,1,1,03,1,,09007000128990912250311,01,02,113754
2,09,007,0001,2899,091225,04,1,2,11,2,02,09007000128990912250412,01,01,162316
2,09,007,0001,2899,091225,04,2,2,,,,09007000128990912250422,01,02,100585
2,09,007,0001,2899,091225,05,1,1,01,1,,09007000128990912250511,01,01,63903
2,09,010,0001,1966,091132,01,1,1,03,1,,09010000119660911320111,01,01,95692
2,09,010,0001,1966,091132,02,1,1,05,1,,09010000119660911320211,01,01,131280
2,09,010,0001,1966,091132,03,1,1,04,1,,09010000119660911320311,01,02,155097
2,09,010,0001,1966,091132,04,1,1,04,1,,09010000119660911320411,01,03,130760
2,09,010,0001,1966,091132,05,1,1,05,1,,09010000119660911320511,01,01,143712
2,09,011,0011,1037,090937,01,1,1,05,1,,09011001110370909370111,01,02,128955
2,09,011,0011,1037,090937,02,1,1,08,1,,09011001110370909370211,01,06,245579
2,09,011,0011,1037,090937,03,1,1,06,1,,09011001110370909370311,01,04,178128
2,09,011,0011,1037,090937,04,1,1,03,1,,09011001110370909370411,01,03,185744
2,09,011,0011,1037,090937,05,1,1,05,1,,09011001110370909370511,01,02,143498
2,09,011,0026,097A,091379,01,1,1,03,1,,090110026097A0913790111,01,03,154520
2,09,011,0026,097A,091379,02,1,1,03,1,,090110026097A0913790211,01,03,196250
2,09,011,0026,097A,091379,03,1,1,06,1,,090110026097A0913790311,01,03,137204
2,09,011,0026,097A,091379,05,1,1,05,1,,090110026097A0913790511,01,05,192439
2,09,012,0001,1956,090617,01,1,1,01,1,,09012000119560906170111,01,01,69470
2,09,012,0001,1956,090617,02,1,1,02,1,,09012000119560906170211,01,01,150126
2,09,012,0001,1956,090617,03,1,1,02,1,,09012000119560906170311,01,01,136939
2,09,012,0001,1956,090617,04,1,1,03,1,,09012000119560906170411,01,02,157879
2,09,012,0001,1956,090617,05,1,1,01,1,,09012000119560906170511,01,01,69470
2,09,014,0001,0219,090914,01,1,1,04,1,,09014000102190909140111,01,02,112755
2,09,014,0001,0219,090914,02,1,1,02,1,,09014000102190909140211,01,01,64308
2,09,014,0001,0219,090914,03,1,1,02,1,,09014000102190909140311,01,01,143820
2,09,014,0001,0219,090914,04,1,1,05,1,,09014000102190909140411,01,01,181991
2,09,014,0001,0469,091449,01,1,1,04,1,,09014000104690914490111,01,02,146369
2,09,014,0001,0469,091449,02,1,1,01,1,,09014000104690914490211,01,01,95674
2,09,014,0001,0469,091449,03,1,1,03,1,,09014000104690914490311,01,03,219232
2,09,014,0001,0469,091449,04,1,1,02,1,,09014000104690914490411,01,01,161987
2,09,014,0001,0469,091449,05,1,1,02,1,,09014000104690914490511,01,01,166473
2,10,005,0001,0034,100007,01,1,1,04,1,,10005000100341000070111,01,01,3707
2,10,005,0001,0068,100081,01,1,1,04,1,,10005000100681000810111,01,03,6264
2,10,005,0001,0068,100081,02,1,1,02,1,,10005000100681000810211,01,01,3586
2,10,005,0001,0068,100081,03,1,1,04,1,,10005000100681000810311,01,01,4048
2,10,005,0001,0068,100081,04,1,1,05,1,,10005000100681000810411,01,02,3838
2,10,005,0001,0068,100081,05,1,1,09,1,,10005000100681000810511,01,04,5665
2,10,005,0001,0180,100390,01,1,1,04,1,,10005000101801003900111,01,03,6012
2,10,005,0001,0180,100390,02,1,1,05,1,,10005000101801003900211,01,01,9733
2,10,005,0001,0180,100390,03,1,1,02,1,,10005000101801003900311,01,02,4508
2,10,005,0001,0180,100390,04,1,1,02,1,,10005000101801003900411,01,01,3274
2,10,005,0001,0265,100243,01,1,1,04,1,,10005000102651002430111,01,04,5461
2,10,005,0001,0265,100243,03,1,1,04,1,,10005000102651002430311,01,01,4974
2,10,005,0001,0265,100243,04,1,1,05,1,,10005000102651002430411,01,01,5315
2,10,005,0001,0265,100243,05,1,1,02,1,,10005000102651002430511,01,02,3816
2,10,005,0001,0443,100052,01,1,1,05,1,,10005000104431000520111,01,02,5001
2,10,005,0001,0443,100052,02,1,1,06,1,,10005000104431000520211,01,04,6438
2,10,005,0001,0443,100052,03,1,1,04,1,,10005000104431000520311,01,01,5512
2,10,005,0001,0443,100052,04,1,1,04,1,,10005000104431000520411,01,01,2943
2,10,005,0001,0443,100052,05,1,1,02,1,,10005000104431000520511,01,01,4088
2,10,005,0001,1761,100007,02,1,1,05,1,,10005000117611000070211,01,01,4697
2,10,005,0001,1761,100007,03,1,1,02,1,,10005000117611000070311,01,01,2408
2,10,005,0001,1761,100007,04,1,1,06,1,,10005000117611000070411,01,04,3354
2,10,005,0001,1761,100007,05,1,1,01,1,,10005000117611000070511,01,01,1530
2,10,005,0001,1973,100129,01,1,2,11,2,02,10005000119731001290112,01,05,6914
2,10,005,0001,1973,100129,01,2,2,,,,10005000119731001290122,01,02,3283
2,10,005,0001,1973,100129,02,1,1,05,1,,10005000119731001290211,01,02,6003
2,10,005,0001,1973,100129,03,1,1,06,1,,10005000119731001290311,01,02,5648
2,10,005,0001,1973,100129,04,1,1,03,1,,10005000119731001290411,01,01,2667
2,10,005,0001,1973,100129,05,1,1,05,1,,10005000119731001290511,01,02,7649
2,10,005,0001,2242,100224,01,1,1,07,1,,10005000122421002240111,01,04,11143
2,10,005,0001,2242,100224,03,1,1,03,1,,10005000122421002240311,01,01,9706
2,10,005,0001,2242,100224,04,1,1,05,1,,10005000122421002240411,01,01,7567
2,10,005,0001,2242,100224,05,1,1,08,1,,10005000122421002240511,01,02,13769
2,10,005,0001,2469,100410,01,1,1,04,1,,10005000124691004100111,01,02,7276
2,10,005,0001,2469,100410,02,1,1,08,1,,10005000124691004100211,01,06,12934
2,10,005,0001,2469,100410,03,1,1,01,1,,10005000124691004100311,01,01,2723
2,10,005,0001,2469,100410,04,1,1,02,1,,10005000124691004100411,01,02,5029
2,10,005,0001,2469,100410,05,1,1,03,1,,10005000124691004100511,01,01,6291
2,10,005,0001,2488,100180,02,1,1,06,1,,10005000124881001800211,01,05,8409
2,10,005,0001,2488,100180,03,1,1,04,1,,10005000124881001800311,01,02,5064
2,10,005,0001,2488,100180,04,1,1,03,1,,10005000124881001800411,01,01,4733
2,10,005,0001,2488,100180,05,1,1,04,1,,10005000124881001800511,01,02,4165
2,10,005,0001,2539,100299,01,1,1,04,1,,10005000125391002990111,01,02,4965
2,10,005,0001,2539,100299,02,1,1,04,1,,10005000125391002990211,01,02,6102
2,10,005,0001,2539,100299,03,1,1,02,1,,10005000125391002990311,01,01,4966
2,10,005,0001,2539,100299,04,1,1,05,1,,10005000125391002990411,01,02,7665
2,10,005,0001,2539,100299,05,1,1,06,1,,10005000125391002990511,01,04,7496
2,10,005,0001,2581,100407,01,1,1,08,1,,10005000125811004070111,01,04,11202
2,10,005,0001,2581,100407,02,1,1,02,1,,10005000125811004070211,01,01,4141
2,10,005,0001,2581,100407,03,1,1,01,1,,10005000125811004070311,01,01,4243
2,10,005,0001,2581,100407,05,1,1,03,1,,10005000125811004070511,01,02,7972
2,10,005,0001,2736,100229,01,1,1,08,1,,10005000127361002290111,01,03,10703
2,10,005,0001,2736,100229,02,1,1,07,1,,10005000127361002290211,01,01,9083
2,10,005,0001,2736,100229,03,1,1,04,1,,10005000127361002290311,01,01,5958
2,10,005,0001,2736,100229,04,1,1,07,1,,10005000127361002290411,01,02,4563
2,10,005,0001,2736,100229,05,1,1,06,1,,10005000127361002290511,01,02,10417
2,10,005,0001,3594,100281,01,1,1,08,1,,10005000135941002810111,01,02,4775
2,10,005,0001,3594,100281,02,1,1,09,1,,10005000135941002810211,01,03,9592
2,10,005,0001,3594,100281,03,1,1,06,1,,10005000135941002810311,01,01,7423
2,10,005,0001,3594,100281,04,1,1,05,1,,10005000135941002810411,01,01,6437
2,10,005,0001,3594,100281,05,1,1,03,1,,10005000135941002810511,01,01,5849
2,10,005,0001,3895,100373,01,1,1,02,1,,10005000138951003730111,01,02,3714
2,10,005,0001,3895,100373,02,1,1,02,1,,10005000138951003730211,01,02,4271
2,10,005,0001,3895,100373,03,1,1,04,1,,10005000138951003730311,01,03,5716
2,10,005,0001,3895,100373,04,1,1,06,1,,10005000138951003730411,01,02,6175
2,10,005,0001,3895,100373,05,1,1,06,1,,10005000138951003730511,01,02,8343
2,10,005,0001,4200,100364,01,1,1,04,1,,10005000142001003640111,01,01,2581
2,10,005,0001,4200,100364,02,1,1,06,1,,10005000142001003640211,01,01,6782
2,10,005,0001,4200,100364,03,1,1,04,1,,10005000142001003640311,01,01,5011
2,10,005,0001,4200,100364,04,1,1,01,1,,10005000142001003640411,01,01,2524
2,10,005,0001,4200,100364,05,1,1,03,1,,10005000142001003640511,01,01,2361
2,10,005,0001,4323,100194,02,1,1,09,1,,10005000143231001940211,01,04,13989
2,10,005,0001,4323,100194,03,1,1,04,1,,10005000143231001940311,01,01,12200
2,10,005,0001,4323,100194,04,1,1,02,1,,10005000143231001940411,01,02,5488
2,10,005,0001,4357,100234,01,1,1,02,1,,10005000143571002340111,01,01,726
2,10,005,0001,4357,100234,02,1,1,04,1,,10005000143571002340211,01,02,799
2,10,005,0001,4357,100234,03,1,1,02,1,,10005000143571002340311,01,01,896
2,10,005,0001,4357,100234,05,1,1,04,1,,10005000143571002340511,01,01,987
2,10,005,0001,4450,100037,01,1,1,03,1,,10005000144501000370111,01,02,5226
2,10,005,0001,4450,100037,02,1,1,04,1,,10005000144501000370211,01,02,4832
2,10,005,0001,4450,100037,03,1,1,04,1,,10005000144501000370311,01,01,5843
2,10,005,0001,4450,100037,04,1,1,02,1,,10005000144501000370411,01,01,4206
2,10,005,0001,4450,100189,01,1,1,04,1,,10005000144501001890111,01,01,4544
2,10,005,0001,4450,100189,02,1,1,05,1,,10005000144501001890211,01,01,5134
2,10,005,0001,4450,100189,03,1,1,04,1,,10005000144501001890311,01,01,6795
2,10,005,0001,4450,100189,04,1,1,03,1,,10005000144501001890411,01,01,3526
2,10,005,0001,4450,100189,05,1,1,04,1,,10005000144501001890511,01,01,3756
2,10,005,0001,4592,100181,02,1,1,03,1,,10005000145921001810211,01,01,1029
2,10,005,0001,4592,100181,03,1,1,05,1,,10005000145921001810311,01,02,840
2,10,005,0001,4592,100181,04,1,1,03,1,,10005000145921001810411,01,03,1533
2,10,005,0001,4592,100181,05,1,1,04,1,,10005000145921001810511,01,03,1207
2,11,020,0001,0374,110051,01,1,1,02,1,,11020000103741100510111,01,02,8043
2,11,020,0001,0374,110051,02,1,1,04,1,,11020000103741100510211,01,01,11901
2,11,020,0001,0374,110051,03,1,1,05,1,,11020000103741100510311,01,03,14510
2,11,020,0001,0374,110051,04,1,1,06,1,,11020000103741100510411,01,01,15340
2,11,020,0001,0374,110051,05,1,1,02,1,,11020000103741100510511,01,02,11075
2,11,020,0001,0406,110440,01,1,1,05,1,,11020000104061104400111,01,01,6153
2,11,020,0001,0406,110440,02,1,1,02,1,,11020000104061104400211,01,02,9325
2,11,020,0001,0406,110440,03,1,1,03,1,,11020000104061104400311,01,01,10480
2,11,020,0001,0406,110440,04,1,1,08,1,,11020000104061104400411,01,01,20526
2,11,020,0001,0406,110440,05,1,1,03,1,,11020000104061104400511,01,02,13082
2,11,020,0001,0478,110073,02,1,1,03,1,,11020000104781100730211,01,02,9259
2,11,020,0001,0478,110073,03,1,1,05,1,,11020000104781100730311,01,01,13905
2,11,020,0001,0478,110073,04,1,1,02,1,,11020000104781100730411,01,01,12992
2,11,020,0001,0478,110073,05,1,1,07,1,,11020000104781100730511,01,01,22405
2,11,020,0001,068A,110276,01,1,1,05,1,,110200001068A1102760111,01,02,11558
2,11,020,0001,068A,110276,02,1,1,05,1,,110200001068A1102760211,01,03,18645
2,11,020,0001,068A,110276,03,1,1,04,1,,110200001068A1102760311,01,03,17778
2,11,020,0001,068A,110276,05,1,1,02,1,,110200001068A1102760511,01,01,9771
2,11,020,0001,0694,110250,01,1,1,01,1,,11020000106941102500111,01,01,6246
2,11,020,0001,0694,110250,02,1,1,07,1,,11020000106941102500211,01,02,14795
2,11,020,0001,0694,110250,03,1,3,09,2,03,11020000106941102500313,01,01,3948
2,11,020,0001,0694,110250,03,2,3,,,,11020000106941102500323,01,02,7243
2,11,020,0001,0694,110250,03,3,3,,,,11020000106941102500333,01,01,12482
2,11,020,0001,0694,110250,04,1,1,04,1,,11020000106941102500411,01,01,11073
2,11,020,0001,0694,110250,05,1,1,05,1,,11020000106941102500511,01,02,10319
2,11,020,0001,0730,110514,01,1,1,02,1,,11020000107301105140111,01,02,8029
2,11,020,0001,0730,110514,03,1,1,03,1,,11020000107301105140311,01,02,9604
2,11,020,0001,0730,110514,04,1,1,02,1,,11020000107301105140411,01,02,8656
2,11,020,0001,0730,110514,05,1,1,06,1,,11020000107301105140511,01,03,14052
2,11,020,0001,0745,110135,01,1,1,10,1,,11020000107451101350111,01,08,21532
2,11,020,0001,0745,110135,02,1,1,03,1,,11020000107451101350211,01,01,6336
2,11,020,0001,0745,110135,03,1,1,02,1,,11020000107451101350311,01,01,12035
2,11,020,0001,0745,110135,04,1,1,08,1,,11020000107451101350411,01,02,30285
2,11,020,0001,0887,110448,01,1,1,03,1,,11020000108871104480111,01,02,12470
2,11,020,0001,0887,110448,02,1,1,03,1,,11020000108871104480211,01,02,15624
2,11,020,0001,0887,110448,03,1,1,02,1,,11020000108871104480311,01,01,5768
2,11,020,0001,0887,110448,05,1,1,05,1,,11020000108871104480511,01,01,20471
2,11,020,0001,1067,110519,01,1,1,06,1,,11020000110671105190111,01,01,17270
2,11,020,0001,1067,110519,02,1,1,07,1,,11020000110671105190211,01,01,15644
2,11,020,0001,1067,110519,03,1,1,06,1,,11020000110671105190311,01,02,14096
2,11,020,0001,1067,110519,05,1,1,03,1,,11020000110671105190511,01,01,19815
2,11,020,0001,1457,110025,01,1,1,02,1,,11020000114571100250111,01,01,9163
2,11,020,0001,1457,110025,02,1,1,05,1,,11020000114571100250211,01,01,15959
2,11,020,0001,1457,110025,03,1,1,03,1,,11020000114571100250311,01,01,5768
2,11,020,0001,1457,110025,04,1,1,02,1,,11020000114571100250411,01,02,6896
2,11,020,0001,1457,110025,05,1,1,04,1,,11020000114571100250511,01,03,15544
2,11,020,0001,2046,110432,01,1,1,04,1,,11020000120461104320111,01,01,23665
2,11,020,0001,2046,110432,02,1,1,05,1,,11020000120461104320211,01,02,15773
2,11,020,0001,2046,110432,03,1,1,04,1,,11020000120461104320311,01,01,17773
2,11,020,0001,2046,110432,04,1,1,05,1,,11020000120461104320411,01,02,15379
2,11,020,0001,2046,110432,05,1,1,04,1,,11020000120461104320511,01,02,16315
2,11,020,0001,239A,110004,01,1,1,04,1,,110200001239A1100040111,01,02,24386
2,11,020,0001,239A,110004,02,1,1,10,1,,110200001239A1100040211,01,08,30156
2,11,020,0001,239A,110004,04,1,1,04,1,,110200001239A1100040411,01,02,14778
2,11,020,0001,239A,110004,05,1,1,07,1,,110200001239A1100040511,01,05,29369
2,11,020,0001,2440,110356,01,1,1,06,1,,11020000124401103560111,01,02,13944
2,11,020,0001,2440,110356,02,1,1,05,1,,11020000124401103560211,01,04,18503
2,11,020,0001,2440,110356,03,1,1,06,1,,11020000124401103560311,01,04,17914
2,11,020,0001,2440,110356,04,1,2,05,2,02,11020000124401103560412,01,02,11911
2,11,020,0001,2440,110356,04,2,2,,,,11020000124401103560422,01,01,8603
2,11,020,0001,2440,110356,05,1,1,07,1,,11020000124401103560511,01,07,17324
2,11,020,0001,2510,110366,01,1,2,05,2,02,11020000125101103660112,01,02,8287
2,11,020,0001,2510,110366,01,2,2,,,,11020000125101103660122,01,01,11514
2,11,020,0001,2510,110366,02,1,1,01,1,,11020000125101103660211,01,01,8477
2,11,020,0001,2510,110366,03,1,1,04,1,,11020000125101103660311,01,01,15027
2,11,020,0001,2510,110366,04,1,2,05,2,02,11020000125101103660412,01,02,11047
2,11,020,0001,2510,110366,04,2,2,,,,11020000125101103660422,01,01,11313
2,11,020,0001,2510,110366,05,1,1,02,1,,11020000125101103660511,01,01,10791
2,11,020,0001,2582,110246,01,1,2,10,2,02,11020000125821102460112,01,01,13744
2,11,020,0001,2582,110246,01,2,2,,,,11020000125821102460122,01,02,8444
2,11,020,0001,2582,110246,02,1,1,03,1,,11020000125821102460211,01,02,11347
2,11,020,0001,2582,110246,03,1,1,03,1,,11020000125821102460311,01,03,11761
2,11,020,0001,2582,110246,04,1,1,05,1,,11020000125821102460411,01,03,13952
2,11,020,0001,2582,110246,05,1,1,04,1,,11020000125821102460511,01,02,16678
2,11,020,0001,2898,110170,01,1,1,05,1,,11020000128981101700111,01,01,35877
2,11,020,0001,2898,110170,02,1,1,02,1,,11020000128981101700211,01,01,28867
2,11,020,0001,2898,110170,03,1,1,02,1,,11020000128981101700311,01,02,27782
2,11,020,0001,2898,110170,04,1,1,04,1,,11020000128981101700411,01,02,39589
2,11,020,0001,2898,110170,05,1,1,01,1,,11020000128981101700511,01,01,19017
2,11,020,0001,3133,110465,01,1,1,05,1,,11020000131331104650111,01,02,12528
2,11,020,0001,3133,110465,02,1,1,06,1,,11020000131331104650211,01,02,12515
2,11,020,0001,3133,110465,03,1,1,03,1,,11020000131331104650311,01,01,8732
2,11,020,0001,3133,110465,04,1,1,02,1,,11020000131331104650411,01,01,7927
2,11,020,0001,3133,110465,05,1,1,06,1,,11020000131331104650511,01,03,16748
2,11,020,0001,3472,110133,01,1,1,04,1,,11020000134721101330111,01,01,1151
2,11,020,0001,3472,110133,02,1,1,07,1,,11020000134721101330211,01,04,2112
2,11,020,0001,3472,110133,03,1,1,07,1,,11020000134721101330311,01,02,1296
2,11,020,0001,3472,110133,04,1,1,06,1,,11020000134721101330411,01,01,1328
2,11,020,0001,3472,110133,05,1,1,06,1,,11020000134721101330511,01,01,1710
2,11,020,0001,3595,110320,01,1,1,04,1,,11020000135951103200111,01,02,14142
2,11,020,0001,3595,110320,02,1,1,05,1,,11020000135951103200211,01,01,20629
2,11,020,0001,3595,110320,03,1,1,05,1,,11020000135951103200311,01,04,25182
2,11,020,0001,3595,110320,04,1,1,05,1,,11020000135951103200411,01,03,25564
2,11,031,0001,0043,110499,01,1,1,02,1,,11031000100431104990111,01,01,6287
2,11,031,0001,0043,110499,02,1,1,02,1,,11031000100431104990211,01,02,12255
2,11,031,0001,0043,110499,03,1,1,05,1,,11031000100431104990311,01,01,14387
2,11,031,0001,0043,110499,04,1,1,06,1,,11031000100431104990411,01,02,12184
2,11,031,0001,0043,110499,05,1,1,01,1,,11031000100431104990511,01,01,5590
2,12,001,0001,0231,120361,01,1,1,03,1,,12001000102311203610111,01,01,6269
2,12,001,0001,0231,120361,02,1,1,01,1,,12001000102311203610211,01,01,3759
2,12,001,0001,0231,120361,03,1,2,10,2,02,12001000102311203610312,01,01,8557
2,12,001,0001,0231,120361,03,2,2,,,,12001000102311203610322,01,02,5055
2,12,001,0001,0231,120361,04,1,1,04,1,,12001000102311203610411,01,01,7101
2,12,001,0001,0231,120361,05,1,1,05,1,,12001000102311203610511,01,02,11522
2,12,001,0001,0852,120100,01,1,1,06,1,,12001000108521201000111,01,04,6377
2,12,001,0001,0852,120100,02,1,1,06,1,,12001000108521201000211,01,02,8784
2,12,001,0001,0852,120100,03,1,1,04,1,,12001000108521201000311,01,03,7810
2,12,001,0001,0852,120100,04,1,1,05,1,,12001000108521201000411,01,02,6722
2,12,001,0001,0852,120100,05,1,2,05,2,02,12001000108521201000512,01,01,2395
2,12,001,0001,0852,120100,05,2,2,,,,12001000108521201000522,01,02,4062
2,12,001,0001,0994,120025,01,1,1,04,1,,12001000109941200250111,01,03,8195
2,12,001,0001,0994,120025,02,1,1,03,1,,12001000109941200250211,01,03,6905
2,12,001,0001,0994,120025,03,1,1,02,1,,12001000109941200250311,01,02,5767
2,12,001,0001,0994,120025,04,1,1,03,1,,12001000109941200250411,01,02,8644
2,12,001,0001,0994,120025,05,1,1,04,1,,12001000109941200250511,01,02,6142
2,12,001,0001,1189,120214,02,1,1,01,1,,12001000111891202140211,01,01,670
2,12,001,0001,1189,120214,03,1,1,01,1,,12001000111891202140311,01,01,832
2,12,001,0001,1189,120214,04,1,1,03,1,,12001000111891202140411,01,03,1441
2,12,001,0001,1189,120214,05,1,1,02,1,,12001000111891202140511,01,02,1239
2,12,001,0001,1263,120410,01,1,1,05,1,,12001000112631204100111,01,02,7001
2,12,001,0001,1263,120410,02,1,1,04,1,,12001000112631204100211,01,01,8661
2,12,001,0001,1263,120410,03,1,1,05,1,,12001000112631204100311,01,04,11785
2,12,001,0001,1263,120410,04,1,1,02,1,,12001000112631204100411,01,01,5162
2,12,001,0001,1263,120410,05,1,1,03,1,,12001000112631204100511,01,01,8528
2,12,001,0001,148A,120262,01,1,1,04,1,,120010001148A1202620111,01,02,5381
2,12,001,0001,148A,120262,02,1,1,02,1,,120010001148A1202620211,01,02,4219
2,12,001,0001,148A,120262,03,1,1,03,1,,120010001148A1202620311,01,02,4850
2,12,001,0001,148A,120262,04,1,2,05,2,02,120010001148A1202620412,01,01,2160
2,12,001,0001,148A,120262,04,2,2,,,,120010001148A1202620422,01,01,3856
2,12,001,0001,148A,120262,05,1,1,04,1,,120010001148A1202620511,01,04,5642
2,12,001,0001,1494,120363,01,1,1,03,1,,12001000114941203630111,01,01,9103
2,12,001,0001,1494,120363,02,1,1,02,1,,12001000114941203630211,01,01,6844
2,12,001,0001,1494,120363,03,1,1,05,1,,12001000114941203630311,01,02,11731
2,12,001,0001,1494,120363,05,1,1,04,1,,12001000114941203630511,01,01,2788
2,12,001,0001,2204,120278,01,1,1,04,1,,12001000122041202780111,01,02,7363
2,12,001,0001,2204,120278,02,1,1,05,1,,12001000122041202780211,01,03,6977
2,12,001,0001,2204,120278,03,1,1,02,1,,12001000122041202780311,01,01,4579
2,12,001,0001,2204,120278,04,1,1,03,1,,12001000122041202780411,01,03,7593
2,12,001,0001,2204,120278,05,1,1,02,1,,12001000122041202780511,01,01,2798
2,12,001,0001,2416,120195,01,1,1,05,1,,12001000124161201950111,01,03,8341
2,12,001,0001,2416,120195,02,1,1,02,1,,12001000124161201950211,01,02,4458
2,12,001,0001,2416,120195,03,1,1,05,1,,12001000124161201950311,01,02,6254
2,12,001,0001,2416,120195,04,1,1,02,1,,12001000124161201950411,01,01,6891
2,12,001,0001,2416,120195,05,1,1,02,1,,12001000124161201950511,01,01,3237
2,12,001,0001,269A,120290,01,1,1,03,1,,120010001269A1202900111,01,02,6014
2,12,001,0001,269A,120290,02,1,1,03,1,,120010001269A1202900211,01,01,2657
2,12,001,0001,269A,120290,03,1,1,06,1,,120010001269A1202900311,01,01,3419
2,12,001,0001,269A,120290,05,1,1,02,1,,120010001269A1202900511,01,02,4542
2,12,001,0001,2755,120015,01,1,1,01,1,,12001000127551200150111,01,01,3666
2,12,001,0001,2755,120015,02,1,1,01,1,,12001000127551200150211,01,01,3506
2,12,001,0001,2755,120015,03,1,1,06,1,,12001000127551200150311,01,02,10895
2,12,001,0001,2755,120015,04,1,1,03,1,,12001000127551200150411,01,01,8114
2,12,001,0001,2755,120015,05,1,1,02,1,,12001000127551200150511,01,02,6751
2,12,001,0001,2914,120178,01,1,1,07,1,,12001000129141201780111,01,02,11018
2,12,001,0001,2914,120178,02,1,1,04,1,,12001000129141201780211,01,02,8019
2,12,001,0001,2914,120178,03,1,2,08,2,02,12001000129141201780312,01,01,7856
2,12,001,0001,2914,120178,03,2,2,,,,12001000129141201780322,01,01,6715
2,12,001,0001,2914,120178,04,1,1,02,1,,12001000129141201780411,01,01,8533
2,12,001,0001,2914,120178,05,1,1,04,1,,12001000129141201780511,01,02,8227
2,12,001,0001,3081,120229,01,1,1,02,1,,12001000130811202290111,01,01,2601
2,12,001,0001,3081,120229,02,1,1,06,1,,12001000130811202290211,01,02,5238
2,12,001,0001,3081,120229,03,1,1,04,1,,12001000130811202290311,01,01,7086
2,12,001,0001,3081,120229,04,1,1,02,1,,12001000130811202290411,01,01,6318
