"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P5_ES,C,50","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,2","S3P12_ES,C,50","S3P14_C,C,2","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_17,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_8,C,1","S4P12_9,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P14_13,C,2","S4P14_14,C,2","S4P14_15,C,2","S4P14_16,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P15_15,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P18_11,C,1","S4P18_12,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1_1,C,1","S4P22_1_2,C,1","S4P22_1_3,C,1","S4P22_1_4,C,1","S4P22_1_5,C,1","S4P22_1_6,C,1","S4P22_2,C,1","FAC,N,6,0"
09,0813,08,40013,1,1,01,03,2,,,,,,,,,,,,,,,,1,,4,"APLICA U�AS  ACRILICAS, TINTES Y CORTES DE CABELLO.",52,ESTILISTA,81,"APLICACION DE U�AS ACRILICAS, TINTES Y CORTES DE CABELLO EN UN LOCAL.",2,4,4,3,4,3,1,3,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,,4,4,4,4,3,1,4,4,5,6,2,3,1,,,,008,001,000,025,005,000,1,01,01,00,03,03,00,00,VANIDADES,,,1,01,09,,1,1,20,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,2,2,3,3,03,10,09,05,04,06,07,02,04,07,08,02,10,10,09,01,4,4,4,4,4,3,3,4,4,4,4,2,4,4,3,4,4,3,3,4,4,3,1,3,2,3,4,2,,3,1,,,,,3,3,1,3,2,2,2,2,3,3,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,2,1,2,3,1,2,1,3,2,4,1,4,3,4,4,2,4312
09,0813,08,40013,5,1,02,07,5,5341,DERECHO,3,2,2,2,2,2,,26,2,,,2,1,5,5,,,,,,,,3,3,3,3,2,3,3,,,,,,,,,1,1,1,2,2,2,1,1,2,2,2,,4,3,4,4,3,3,3,5,4,3,1,2,6,,,,005,002,000,000,,,4,03,01,01,00,,,,,,,2,,,,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,2,2,1,2,07,09,08,09,08,10,10,09,09,08,09,08,09,10,05,10,2,2,3,1,2,2,1,2,2,2,2,1,2,1,2,2,1,4,2,1,4,4,2,3,4,2,3,,3,2,1,,,,,3,2,3,3,3,2,3,2,3,4,1,2,1,1,2,2,1,1,1,1,3,1,2,1,3,3,3,3,1,1,2,2,3,2,3,1,2,1,1,1,2,8625
09,0813,08,40013,2,1,02,03,3,,,,,,,,,,,,,,,,1,,1,"ENSAMBLA MANGUERAS PARA GASOLINA, MATERIALES UTILIZADOS  PLASTICO.",81,OPERADORA DE PRODUCCION,32,FUNDE PLASTICO PARA ELABORAR LA MANGUERA PARA GASOLINA. PARA LOS AUTOMOVILES.,3,3,4,4,4,4,4,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,3,3,4,4,3,4,1,5,4,6,2,3,,,,005,000,000,010,000,000,0,,,,01,01,00,00,TV  Y NOVELAS,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,3,2,2,2,4,07,08,07,07,10,07,10,08,07,07,07,06,10,09,06,08,3,3,3,3,2,1,3,1,3,2,4,2,2,2,2,2,5,5,5,5,5,4,1,4,4,4,4,2,3,1,,,,,,4,4,4,4,3,3,3,5,5,5,2,2,1,2,1,2,3,3,1,2,1,2,1,1,1,3,3,3,2,2,1,1,5,2,5,2,2,6,1,1,2,8625
09,0813,08,40013,3,1,01,03,3,,,,,,,,,,,,,,,,2,,1,ARMADO  DE MANGUERAS DE ALTA PRESION.,42,VENDEDOR DE CONTENEDOR,43,VENTA DE MANGUERAS Y BANDAS DE ALTA PRESION.,1,1,4,2,2,2,3,4,,,,,,,,,1,2,2,2,2,2,2,1,1,2,2,,1,4,3,4,1,3,3,3,4,5,2,6,1,,,,028,000,014,000,,,1,01,01,00,00,,,,,,,1,01,02,,1,1,4,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,,2,1,2,2,2,2,1,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,3,2,2,3,08,09,08,09,08,08,08,08,08,08,08,07,08,08,08,08,3,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,1,3,3,3,,2,1,3,,,,,4,4,2,4,4,4,4,4,4,4,4,4,1,1,1,1,3,2,1,3,1,3,1,1,1,3,1,1,3,1,1,3,3,3,4,1,3,1,1,1,1,17313
09,0813,08,40013,4,1,02,03,3,,,,,,,,,,,,,,,,5,5,,,,,,,,3,3,3,3,3,3,3,,,,,,,,,1,1,1,2,2,1,1,1,1,1,2,,3,3,3,3,3,3,3,6,2,3,4,5,1,,,,015,005,000,020,005,000,0,,,,03,03,00,00,VANIDADES,,,2,,,,1,1,10,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,2,2,2,3,09,10,07,07,06,08,08,06,06,10,06,08,09,09,09,09,3,2,3,3,3,3,2,3,3,2,3,1,3,3,1,2,2,2,2,4,4,2,2,2,2,3,4,,3,2,1,,,,,3,3,3,3,3,3,5,5,5,5,2,2,1,2,1,2,2,3,1,3,1,1,1,1,3,1,1,1,2,1,1,1,3,2,2,2,4,1,1,2,2,8625
09,0813,08,40048,4,1,01,06,3,1800,COMERCIO,1,,,,,,,,,,,,,1,,4,ARREGLA AUTMOVILES EN GENERAL,26,MECANICO GENERAL,81,ARREGLAR AUTMOVILES EN GENERAL,2,1,3,3,2,2,3,3,,,,,,,,,1,2,1,1,1,2,2,2,2,2,2,,1,3,4,4,3,3,3,2,3,4,6,1,5,,,,003,002,001,056,003,001,7,10,05,02,00,,,,,,,1,01,00,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,2,1,4,1,3,01,10,03,10,04,08,07,08,08,10,06,06,09,08,05,10,2,2,4,4,2,2,2,3,2,4,4,2,2,2,2,2,1,3,1,3,4,3,1,1,1,3,1,,3,1,2,,,,,3,4,2,2,2,2,2,2,4,1,4,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,3,3,4,1,3,1,1,3,2,34430
09,0813,08,40048,5,1,04,05,4,N122,MAESTRA DE PRIMARIA,2,,,,,1,,22,2,,,1,2,6,5,,,,,,,,3,4,3,3,2,3,3,,,,,,,,,1,2,1,2,2,2,1,1,1,1,2,,3,2,3,3,3,2,3,2,4,3,5,6,1,,,,000,,,010,006,001,0,,,,01,09,00,01,TV NOVELAS,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,4,2,2,1,06,10,06,09,08,08,07,09,08,10,08,07,07,09,07,08,3,3,4,4,1,1,2,3,2,4,4,1,2,1,1,2,1,2,2,3,3,3,1,1,1,4,1,,1,3,2,,,,,4,4,3,2,4,2,3,3,4,4,3,2,1,2,2,1,2,3,2,3,1,1,1,2,2,2,1,2,2,2,3,1,3,3,4,2,2,1,1,1,2,43214
09,0813,08,40048,1,1,03,04,3,,,,,,,,1,,19,2,,,1,2,3,5,,,,,,,,3,3,2,2,3,3,2,,,,,,,,,1,2,1,1,1,2,2,2,2,2,2,,3,3,3,2,3,3,3,6,3,1,4,2,5,,,,030,008,002,015,005,001,2,10,05,01,02,07,04,02,VANIDADES,,,1,01,04,,1,1,15,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,,2,2,1,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,0,,4,3,2,4,1,05,09,04,10,06,08,06,09,10,10,09,05,07,08,03,10,3,3,4,4,1,1,4,2,3,2,4,1,2,1,2,2,3,2,2,4,2,2,1,1,1,1,1,,1,3,2,,,,,3,3,3,2,2,4,4,4,4,4,4,3,3,2,1,1,2,1,2,2,3,1,1,3,1,1,2,2,2,1,3,1,3,3,4,1,3,1,1,1,1,25929
09,0813,08,40048,3,1,01,03,3,,,,,,,,,,,,,,,,6,5,,,,,,,,3,3,4,4,3,2,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,4,3,3,2,3,3,4,5,6,2,3,1,,,,020,013,002,010,004,000,3,15,10,00,01,12,02,05,SELECCIONES,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,0,0,0,0,0,0,,3,1,3,2,2,08,09,09,08,09,09,09,08,08,09,09,08,09,09,08,09,2,3,4,5,2,2,3,2,3,2,2,3,2,3,2,1,1,1,1,3,3,2,1,1,1,2,1,2,1,3,,,,,,3,5,3,2,4,3,5,5,5,5,5,3,1,1,1,1,1,2,1,2,3,3,1,3,2,2,1,2,2,1,3,3,4,3,5,2,3,1,1,1,3,8607
09,0813,08,40048,2,1,01,07,2,5334,CONTADOR,3,2,1,2,1,1,,30,2,,,2,1,1,,4,MANEJA UN TAXI,83,TAXISTA,48,TRANSPORTE PUBLICO,2,3,3,3,2,2,3,2,,,,,,,,,1,1,1,2,1,1,1,1,1,1,2,,2,4,2,2,4,4,4,6,4,3,1,2,5,,,,001,000,001,000,,,7,20,12,00,03,10,05,03,IMPACTO,GENTE,,1,01,00,,1,1,10,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,,2,1,2,2,2,1,2,1,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,2,2,3,3,01,04,01,08,08,01,01,05,07,01,07,07,08,08,07,07,3,3,4,4,2,2,2,3,2,2,3,2,4,1,2,1,1,3,1,3,1,4,1,1,1,3,1,,1,2,3,,,,,2,2,2,3,3,2,3,3,2,4,3,2,1,2,1,1,3,3,1,1,1,2,1,2,1,1,1,2,2,2,2,2,4,1,5,2,3,1,1,1,1,25822
09,0813,08,40052,1,1,02,04,3,,,,,,,,1,,18,1,2,2,,,4,5,,,,,,,,2,4,1,3,3,3,1,,,,,,,,,2,1,1,2,2,2,1,1,1,1,2,,3,4,3,3,3,3,1,6,4,3,2,5,1,,,,020,004,001,000,,,3,02,01,01,00,,,,,,,1,01,03,,1,1,15,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,3,2,2,10,10,08,09,09,08,10,10,10,10,09,09,10,10,10,08,3,2,3,1,2,3,1,2,5,3,2,1,1,1,2,1,1,3,1,3,4,4,1,2,1,4,4,,3,1,2,,,,,4,2,2,4,2,3,4,4,4,4,1,3,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,3,4,4,2,5,5,1,6,1,13161
09,0813,08,40052,2,1,02,07,5,5330,LICENCIATURA EN ADMINISTRACION,3,2,2,2,1,1,,23,2,,,2,2,2,,1,"MONITOREAR EL CUMPLIMIENTO DE LAS ACTIVIDADES DEL AREA, REQUISICIONES DE MATERIAL, AUTORIZAR TIEMPOS",82,SUPERVISOR DE SPC CONTROL ESTADISTICO DE LOS PROCE,32,"INYECCION DE PLASTICO, HACE CONECTORES PARA LA INDUSTRIA AUTOMOTRIZ, MOLDEO Y ENSAMBLE DE PIEZAS DE",2,3,4,3,3,2,4,3,,,,,,,,,1,2,1,2,1,2,2,1,1,2,2,,2,3,3,3,3,4,3,5,6,2,3,4,1,,,,002,001,000,002,001,000,1,01,01,00,00,,,,,,,1,01,02,,1,1,4,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,,2,1,2,2,2,1,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,07,09,07,08,08,06,06,08,08,09,09,07,08,08,07,10,3,3,3,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,3,3,4,3,1,3,3,3,3,,2,3,1,,,,,3,3,2,3,3,3,4,4,4,3,3,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,3,2,3,3,3,1,1,1,2,8774
09,0813,08,40052,4,1,02,07,5,5335,ADMINISTRACION DE EMPRESAS,3,2,2,2,1,1,,24,2,,,2,2,1,,1,ADMINISTRA UN BANCO,12,GERENTE BANCARIO,52,"FINANZAS, VENTAS, SERVICIO AL CLIENTE. PRESTAMOS. FINANCIAMIENTOS BANCARIOS.",3,1,1,1,3,1,3,1,,,,,,,,,1,1,1,2,2,2,1,2,1,1,2,,1,1,3,4,2,3,2,4,5,6,1,2,3,,,,014,003,001,007,003,000,4,01,01,00,00,,,,,,,1,01,02,,1,1,53,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,2,1,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,3,3,2,2,2,05,10,07,10,10,06,10,10,10,10,10,05,10,10,05,10,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,3,1,3,1,3,1,1,1,2,2,,3,2,1,,,,,3,2,3,3,3,3,4,5,3,3,1,2,1,1,2,1,3,3,1,1,1,1,1,3,1,3,1,3,2,3,2,1,2,2,4,1,4,1,1,1,1,8774
09,0813,08,40052,3,1,01,03,3,,,,,,,,,,,,,,,,1,,5,ADMINISTRA NEGOCIO DE COMPRA VENTA PRODUCTOS OPTICOS,41,PATRON,46,COMPRA VENTA DE PRODUCTOS OPTICOS,2,3,3,2,2,3,3,2,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,,3,3,3,3,3,3,2,2,3,4,6,1,5,,,,021,007,002,007,007,000,0,,,,00,,,,,,,1,02,00,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,2,2,05,05,03,08,05,05,05,05,05,05,05,05,05,05,05,05,3,3,4,2,2,5,2,4,2,3,4,2,2,5,4,2,3,2,2,2,4,4,2,2,2,4,4,,2,3,1,,,,,4,4,4,4,4,4,4,4,4,4,3,3,1,1,1,1,3,3,1,1,1,1,1,2,1,3,1,1,2,2,2,2,3,1,1,1,4,1,1,1,1,4369
09,0813,08,40052,5,1,01,07,4,5321,CIENCIAS DE LA COMUNICACION,3,1,1,1,1,2,,22,2,,,2,2,1,,1, ELABORA CONTRATOS DE PLANES. ATENCION EN GENERAL AL CLIENTES.,42,FUNCIONARIO DE CENTRO DE ATENCION A CLIENTES.,51,"ATENCION AL CLIENTE, TODO TIPOM DE SERVICIO EN CUANTO A TELEFONIA, VENTA TELEFONOS, CONTRATACION DE",1,3,4,2,2,2,2,1,,,,,,,,,1,1,1,2,2,1,1,1,1,1,2,,2,2,2,2,2,2,2,6,5,3,1,4,2,,,,005,002,001,003,001,000,3,02,01,01,00,,,,,,,1,01,02,,1,1,40,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,,2,1,2,2,2,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,3,2,06,08,07,08,07,06,06,07,08,08,09,07,09,08,05,08,2,2,4,2,2,2,3,2,3,2,3,2,2,2,2,2,3,3,2,3,4,3,2,2,2,4,3,3,,2,1,,,,,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,3,2,4,3,4,1,1,3,1,4387
09,0813,08,40106,4,1,01,03,3,,,,,,,,,,,,,,,,1,,1,"SOLDA ESTRUCTURAS, BARILLAS, METALICAS DE  GRANDES PROPORSIONES, EN UN TALLER Y EN OBRAS FORANEAS.",72,"SOLDADOR AEREO, EN LAS ALTURAS.",23," HACE PUENTES, CARRETERAS Y CAMINOS. TRABAJA PARA EL GOBIERNO.",3,1,1,1,1,2,1,2,,,,,,,,,1,1,1,1,1,1,2,2,1,1,2,,2,2,2,3,2,3,3,2,3,5,4,1,6,,,,015,003,000,010,002,000,5,01,01,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,2,2,4,06,09,07,08,05,04,10,10,10,08,06,07,10,09,07,10,3,3,3,3,2,2,2,2,1,2,2,1,5,2,1,2,2,2,2,2,4,2,2,2,2,4,3,1,3,2,,,,,,2,3,2,2,2,2,2,2,4,3,3,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,3,5,1,2,1,1,1,1,7298
09,0813,08,40106,3,1,02,04,3,,,,,,,,1,,28,2,,,2,2,5,5,,,,,,,,2,4,3,3,2,3,3,,,,,,,,,2,2,1,2,2,2,2,2,1,1,2,,3,4,4,3,3,4,4,2,3,5,4,1,6,,,,005,002,000,015,005,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,2,1,2,08,10,09,09,08,08,09,09,09,10,10,09,10,10,09,08,3,3,4,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,4,2,3,2,3,4,3,1,,2,,,,,3,3,2,2,2,2,2,5,5,3,2,2,2,2,1,1,2,2,1,2,1,3,1,2,1,2,1,2,2,2,2,1,3,2,5,3,4,1,1,1,2,7271
09,0813,08,40106,5,1,02,03,3,,,,,,,,,,,,,,,,1,,1,"HACE LA LIMPIEZA, BARRE TRAPEA. EN UN HOGAR DOMESTICO",96,TRABAJADORA DOMESTICA,81,SERVICIO DOMESTICO EN EL HOGAR.,3,3,3,3,3,4,3,4,,,,,,,,,2,1,1,2,2,2,1,2,1,1,2,,4,4,4,4,4,3,4,2,6,5,3,1,4,,,,010,000,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,2,1,4,07,06,06,07,08,10,09,08,09,09,10,08,10,09,09,09,3,2,3,3,2,2,2,2,2,2,3,2,2,5,2,2,2,2,2,2,3,2,2,2,2,3,3,,2,3,1,,,,,3,4,3,5,5,5,3,5,5,5,2,2,1,1,2,2,3,3,1,3,3,2,1,3,1,3,1,2,1,1,3,1,3,3,4,4,4,3,1,6,2,7271
09,0813,08,40106,1,1,01,03,3,,,,,,,,,,,,,,,,1,,1,"HACE LA LIMPIEZA, BARRE, TRAPEA, LIMPIA, PICA LA VERDURA, PICA EL POLLO.",94,AUXILIAR DE COCINA EN UN RESTAURANT.,72,"VENTA DE ALIMENTOS PREPARADOS, LISTOS PARA SU CONSUMO EN UN LOCAL O PARA LLEVAR.",3,2,4,4,4,4,3,4,1,1,0,0,0,0,0,,,,,,,,,,,,,,2,2,3,4,3,2,4,5,4,6,1,2,3,,,,015,001,000,000,,,0,,,,00,,,,,,,2,,,,1,1,3,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,5,2,2,3,08,10,10,10,10,10,10,10,10,08,10,08,10,10,06,08,3,3,4,3,2,2,5,3,3,2,4,2,5,5,3,1,1,2,1,1,3,2,2,2,2,5,5,1,,2,3,,,,,4,3,4,4,3,3,4,4,4,4,3,2,1,2,2,2,3,3,1,1,1,2,1,1,1,3,3,2,2,1,1,3,3,3,5,1,5,1,1,1,2,3649
09,0813,08,40106,2,1,01,02,6,,,,,,,,,,,,,,,,1,,4,ENYEZA TECHOS PAREDES EN LOS DOMICILIOS DE LOS CLIENTES.,71,YESERO,23,PREPARACION Y APLICACION DE YESO EN LAS CASAS PARTICULARES DOMICILIO DE LOS CLIENTES.,2,1,4,3,3,3,4,4,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,1,4,4,4,3,3,4,4,5,6,3,2,1,,,,029,001,000,040,003,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,5,2,2,2,3,10,10,08,08,09,09,08,10,10,10,10,09,10,09,07,09,3,2,4,2,2,2,2,3,2,2,4,1,1,2,2,1,3,2,2,3,4,2,2,2,2,4,5,1,3,2,,,,,,5,5,3,3,3,2,2,2,3,3,2,2,1,1,2,1,3,3,1,3,3,1,1,1,1,1,2,3,3,3,1,3,3,3,5,1,4,1,1,1,2,7298
09,0813,08,40112,1,1,03,07,4,5341,LICENCIADO EN DERECHO ECONOMICO Y CORPORATIVO,3,2,2,2,2,2,,23,2,,,2,2,1,,1,ELABORACION DE ESCRITURAS DE PROPIEDADES,21,LICENCIADA,54,LLEVAR JUICIOS DE INMUEBLES,1,3,3,2,2,3,3,1,,,,,,,,,1,2,1,2,2,2,1,1,2,2,2,,3,3,2,2,3,2,2,2,5,6,4,1,3,,,,005,003,001,002,001,001,1,04,03,00,01,04,03,01,PROCESO,,,1,01,02,,1,1,3,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,,2,1,1,2,2,2,1,2,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,1,2,09,10,10,09,05,08,05,08,09,06,07,06,09,07,06,10,3,3,2,3,2,2,3,3,2,1,1,3,1,3,3,2,2,3,2,3,4,1,1,1,1,2,2,1,2,,3,,,,,3,2,3,3,3,2,2,3,4,2,4,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,3,3,5,1,2,1,1,1,1,17961
09,0813,08,40112,3,1,03,09,2,7330,MAESTRIA EN ADMINISTRACION,4,2,1,1,1,1,,23,2,,,1,2,1,,1,IMPARTE CLASES DE SECUNDARIA,23,MAESTRO,61,IMPARTIR CLASES DE ENSE�ANZA A NIVEL SECUNDARIA,1,3,4,3,2,3,3,2,,,,,,,,,1,1,1,2,2,1,2,2,1,1,2,,2,2,2,3,2,3,2,5,3,1,2,4,6,,,,021,007,007,001,001,000,1,20,10,02,00,,,,,,,1,01,00,,1,1,20,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,4,4,1,2,2,02,06,03,08,08,07,07,08,08,07,06,09,08,06,05,05,4,4,4,4,1,1,2,2,2,3,4,2,1,2,2,2,1,3,1,3,4,3,1,3,1,5,3,,2,3,1,,,,,2,2,2,3,2,2,3,3,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,2,5,3,5,1,1,1,1,17222
