"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P5_ES,C,50","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,2","S3P12_ES,C,50","S3P14_C,C,2","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_17,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_8,C,1","S4P12_9,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P14_13,C,2","S4P14_14,C,2","S4P14_15,C,2","S4P14_16,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P15_15,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P18_11,C,1","S4P18_12,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1_1,C,1","S4P22_1_2,C,1","S4P22_1_3,C,1","S4P22_1_4,C,1","S4P22_1_5,C,1","S4P22_1_6,C,1","S4P22_2,C,1","FAC,N,6,0"
19,0813,07,40335,3,1,01,09,2,7330,CIENCIAS DE LA ADMINISTRACION,4,2,2,2,2,1,,31,2,,,2,1,1,,1,COORDINA A LAS ESCUELASCSECUNDARIAS DEL ESTADO DE CHIAPAS,15,JEFE DE DEPARTAMENTO DE SECUNDARIA,93,COORDINAR EDUCACION DEL ESTADO DE CHIAPAS,2,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,3,4,5,2,6,1,,,,007,003,004,007,007,000,0,,,,00,,,,,,,1,01,02,,1,1,70,2,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,1,1,1,1,4,06,09,07,07,07,08,03,06,08,06,07,08,10,09,02,09,2,3,4,4,3,3,3,4,2,3,4,2,2,2,2,2,1,4,1,4,4,4,1,2,1,3,4,,1,2,3,,,,,3,3,3,3,3,3,3,3,4,4,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,3,3,4,1,4,1,1,1,1,11033
19,0813,07,40335,5,1,01,07,3,5126,EDUCACION FISICA Y DEPORTIVA,3,2,1,1,1,2,,21,1,2,1,,,4,1,4,PREPARAR COCTELES DE MARISCOS Y EMPANADAS PARA OFRECERLES A COMENSALES,51,COMERCIANTE DE MARISCOS,72,ELABORAR EMPANADAS Y COCTELES PARA VENTA AL PUBLICO EN PUESTO PARTICULAR,2,1,3,4,4,3,3,3,0,0,0,0,1,0,0,,,,,,,,,,,,,,1,3,4,4,3,3,3,2,4,6,5,1,3,,,,011,007,000,015,007,000,7,35,35,00,05,25,15,00,VERTIGO,FUTBOL TOTAL,HUMANIDADES,1,01,03,,1,1,9,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,4,1,4,1,1,08,09,08,06,08,07,07,09,09,08,07,08,10,09,08,10,3,3,3,2,1,3,2,2,2,3,3,2,3,2,3,2,3,2,1,1,2,4,1,3,1,4,3,1,2,,3,,,,,3,2,3,3,4,4,4,4,4,4,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,3,3,5,3,4,1,1,2,1,16549
19,0813,07,40363,5,1,01,02,6,,,,,,,,,,,,,,,,8,5,,,,,,,,3,4,4,4,3,4,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,4,2,3,4,6,1,5,,,,030,003,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,1,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,4,4,3,3,2,05,10,06,07,06,04,07,05,07,07,05,07,05,07,06,06,4,4,4,4,2,2,4,2,2,4,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,,1,2,3,,,,,4,4,3,4,4,4,4,4,4,4,4,3,1,2,1,2,3,3,1,2,3,2,1,3,3,3,1,2,3,3,3,1,5,4,5,3,3,1,1,4,2,7618
19,0813,07,40363,4,1,01,07,5,5334,CONTADURIA PUBLICA,3,2,1,2,1,2,,23,2,,,1,1,1,,1,REVISAR Y FISCALIZAR LA CUENTA PUBLICA ESTATAL,21,AUDITOR,93,FISCALIZAR LOS ENTES Y ORGANISMOS PUBLICOS Y MUNICIPIOS,2,2,2,2,2,2,2,2,,,,,,,,,1,1,2,2,1,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,3,5,4,1,6,,,,002,002,000,003,003,000,4,20,15,05,04,30,25,05,ECONOMISTA,EL FINANCIERO,REVISTA ACTUALIZACION FISCAL,1,01,02,,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,1,1,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,4,4,1,1,1,09,09,08,10,09,08,09,09,09,08,09,08,10,09,08,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,1,4,1,4,1,,1,3,2,,,,,3,2,2,2,2,3,3,3,3,3,2,3,1,1,1,1,3,3,3,3,1,3,3,2,1,1,1,2,3,1,2,1,3,3,5,2,5,1,1,1,1,11427
19,0813,07,40363,3,1,01,07,2,5712,ENFERMERIA,3,1,2,1,1,2,,34,1,2,2,,,1,,1,PROMOCIONAR PRODUCTOS DE NUTRICION,42,EMPLEADA DE MOSTRADOR,46,VENTA Y DISTRIBUCION DE PRODUCTOS TIPO NATURISTA,2,4,4,2,2,2,4,2,,,,,,,,,1,1,1,1,1,2,1,1,1,1,2,,4,4,2,2,2,2,4,5,4,6,3,2,1,,,,007,000,000,000,,,0,,,,00,,,,,,,1,01,00,,1,1,35,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,,2,1,1,2,1,2,2,1,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,,5,2,2,3,2,05,08,08,08,06,05,06,08,08,05,08,05,08,10,05,10,3,3,3,2,2,2,2,3,3,2,4,2,2,2,4,2,2,3,1,1,1,4,1,4,4,1,4,2,1,,3,,,,,3,3,2,2,3,3,2,2,3,3,3,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,3,4,5,5,2,1,1,1,1,3972
19,0813,07,40363,1,1,02,02,3,,,,,,,,,,,,,,,,8,5,,,,,,,,4,4,4,4,2,4,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,2,3,6,5,1,,,,004,004,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,5,5,2,4,06,10,05,07,06,06,06,10,10,05,10,06,10,10,03,07,5,5,4,5,2,2,5,3,2,2,4,1,5,5,2,5,5,5,5,5,5,5,2,5,2,5,2,,,2,3,1,NO LES GUSTA ESTUDIAR,,,5,5,3,5,5,5,5,5,5,5,5,2,1,3,3,2,3,3,1,2,3,3,1,3,3,3,3,3,3,3,1,3,5,4,5,1,5,1,1,2,1,11917
19,0813,07,40363,2,1,03,07,4,5335,LICENCIADO EN ADMINISTRACION DE EMPRESAS,3,2,2,2,2,1,,23,2,,,2,2,1,,1,REALIZAR EXAMENES DE LA VISTA Y VENTA DE PRODUCTOS PARA LA VISTA,24,ENCARGADO DE OPTICA,62,VENTA DE PRODUCTOS PARA LA VISTA,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,2,1,2,1,1,1,1,2,,2,2,2,2,2,2,2,4,3,5,6,1,2,,,,007,000,000,007,007,000,7,15,10,01,01,10,03,06,MUY INTERESANTE,NATIONAL GEOGRAFIC,,1,01,02,,1,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,3,3,3,1,1,08,09,07,09,07,09,08,08,08,05,08,07,09,09,06,07,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,4,2,1,2,2,4,4,,3,2,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,3,3,4,2,4,1,1,1,1,15236
19,0813,07,40367,3,1,05,02,6,,,,,,,,,,,,,,,,1,,1,REALIZAR LABORES DE LIMPIENZA EN VIVIENDA PARTICULAR,96,EMPLEADA DOMESTICA,81,REALIZAR LABORES DOMESTICAS EN CASA PARTICULAR,2,4,3,2,2,2,2,2,,,,,,,,,1,2,1,2,2,2,2,2,2,2,2,,4,2,2,2,2,2,2,4,3,6,2,1,5,,,,014,007,000,030,010,005,2,16,16,00,02,06,06,00,HOY,PROCESO,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,1,1,10,09,08,07,09,09,09,10,10,09,10,09,08,10,03,11,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,1,4,4,4,4,3,2,1,,,,,,4,4,3,4,4,4,4,4,4,4,4,3,1,3,1,1,3,1,1,3,3,3,1,2,1,1,1,3,1,1,1,1,1,2,5,1,1,1,1,1,1,22652
19,0813,07,40367,5,1,01,00,,,,,,,,,,,,,,,,,6,5,,,,,,,,1,3,4,4,1,3,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,3,4,4,3,3,4,2,4,6,5,3,1,,,,014,007,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,3,5,1,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,2,1,2,5,5,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,,3,2,,1,LOS JOVENES COMIENZAN CON VICIOS Y DROGAS,,,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,2,3,3,1,2,3,2,1,3,3,3,3,3,3,3,3,3,5,4,6,1,6,1,1,6,2,11367
19,0813,07,40367,2,1,03,07,4,5341,LICENCIADO EN DERECHO,3,2,2,2,2,2,,22,1,2,2,,,4,5,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,1,1,2,2,1,1,1,2,1,1,2,,2,2,2,2,2,2,2,5,3,4,1,6,2,,,,014,010,004,003,003,000,0,,,,00,,,,,,,1,01,03,,1,1,70,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,1,2,1,1,2,2,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,3,1,3,05,07,08,08,07,07,04,09,09,10,10,06,10,10,07,04,1,3,3,1,1,1,1,3,3,4,4,1,1,1,2,1,1,4,1,3,2,4,1,3,4,2,4,,2,3,1,,,,,2,3,2,3,3,3,4,4,4,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,3,2,5,2,2,2,1,2,1,17051
19,0813,07,40367,1,1,01,07,5,5223,LICENCIADO EN LITERATURA,3,2,2,2,2,1,,23,2,,,2,2,1,,1,IMPARTIR CLASES A ALUMNOS DE NIVEL PREPARATORIA,23,PROFESOR DE LITERATURA,61,PREPARAR A ALUMNOS DE NIVEL PREPARAOTORIA CON CLASES DE DIFERENTES MATERIAS,2,3,2,3,3,3,2,2,,,,,,,,,1,1,1,2,2,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,3,4,5,6,1,,,,003,002,001,000,,,1,19,15,04,01,12,03,08,NATIONAL GEOGRAFIC,CASA DE CAMPO,,1,01,02,,1,1,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,0,0,1,0,,4,3,3,3,3,05,08,05,08,08,08,08,10,06,10,10,10,09,09,02,05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,3,1,1,1,5,3,,,3,2,1,NO HAY OPCIONES PARA ESTUDIAR,,,2,2,3,2,4,4,4,2,2,2,2,4,1,1,1,1,1,3,2,1,1,2,1,2,2,2,1,1,2,2,1,2,3,3,5,1,1,1,1,1,1,11367
19,0813,07,40367,4,1,01,07,5,5715,LICENCIADO EN NUTRICION,3,1,1,1,1,1,,23,2,,,2,2,1,,4,"PREPARAR, CONDIMENTAR, ASAR Y VENDER POLLOS A PUBLICO EN GENERAL",51,VENDEDOR DE POLLOS ASADOS,72,VENTA DE POLLOS ASADOS PARA VENTA A PUBLICO EN LOCAL PARTICULAR,2,4,4,2,2,2,3,3,,,,,,,,,1,1,1,2,1,2,2,2,2,2,2,,4,4,3,3,3,3,3,4,2,5,3,1,6,,,,002,002,000,000,,,2,15,15,00,00,,,,,,,1,01,04,,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,,2,1,2,2,1,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,4,3,2,1,1,11,09,08,09,08,08,09,08,08,08,08,07,09,10,06,07,2,2,3,2,2,3,2,2,2,3,3,2,2,2,2,2,2,4,4,4,1,2,1,1,1,4,4,,1,2,3,,,,,4,3,3,3,4,4,3,3,4,4,4,3,1,3,1,1,3,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,3,1,5,4,4,1,1,3,1,11367
19,0813,07,40395,1,1,01,02,6,,,,,,,,,,,,,,,,1,,1,AYUDA Y SIRVE ALIMENTOS EN UN RESTAURANTE,94,AYUDANTE DE COCINA,72,VENTA Y PREPARACION DE ALIMENTOS PARA CONSUMO  AL PUBLICO EN GENERAL,2,4,4,4,4,3,4,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,3,3,3,3,4,4,4,2,3,6,4,1,5,,,,000,,,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,1,0,0,0,,2,2,2,2,2,07,09,08,10,08,07,05,08,09,09,09,09,09,10,04,10,3,3,3,3,3,3,3,3,2,1,3,1,3,3,2,2,1,3,1,2,2,2,2,4,1,4,4,3,2,1,,,,,,4,4,3,4,3,4,3,5,5,5,4,3,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,3,3,6,1,6,1,1,6,3,10118
19,0813,07,40395,3,1,01,04,3,,,,,,,,1,,20,2,,,1,2,1,,1,"ELABORACION DE CONTRATOS,CHEQUES, ATENCION A CLIENTE  EN EL AREA ADMINISTRATIVA",31,SECRETARIA,52,OTORGARR CEDITOS FINANCIEROS A LA SOCIEDAD,2,3,4,3,4,2,4,2,,,,,,,,,1,1,1,1,1,1,1,2,1,1,2,,2,3,3,3,2,2,3,1,6,3,5,4,2,,,,000,,,001,001,000,0,,,,00,,,,,,,1,02,00,,1,1,63,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,1,1,08,10,08,10,08,10,08,09,09,09,10,08,10,10,10,09,2,2,2,2,3,4,3,3,3,2,2,3,3,3,4,2,2,2,2,2,1,2,2,2,1,1,2,,3,1,2,,,,,2,2,2,2,2,2,2,2,2,5,1,2,1,1,1,1,1,3,2,2,1,2,1,2,1,1,1,1,1,2,2,1,3,3,3,2,2,6,6,6,1,10118
19,0813,07,40395,4,1,01,03,3,,,,,,,,,,,,,,,,1,,1,"REPARACION DE MOTORES,CAJAS,AFINACIONES, FRENOS Y SUSPENCIONES",26,MAESTRO MECANICO,81,REALIZAR TRABAJOS DE MECANICA EN EL SECTOR AUTOMOTRIZ,2,2,4,4,4,2,4,4,1,0,0,0,1,0,0,,,,,,,,,,,,,,2,4,4,4,2,4,4,2,5,6,4,1,3,,,,021,004,000,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,1,1,06,08,05,09,08,07,03,08,08,05,09,06,09,10,01,09,2,2,3,3,2,2,2,2,1,1,4,2,2,5,2,2,1,4,1,4,4,4,1,2,1,2,4,,2,1,,3,LA CARRERA CIENTICA ES MUY CARA,,,3,3,2,3,3,2,3,3,3,3,3,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,3,2,5,1,4,1,1,1,1,5078
19,0813,07,40395,5,1,01,02,6,,,,,,,,,,,,,,,,8,5,,,,,,,,3,4,4,3,3,3,4,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,,4,4,4,4,4,4,4,5,6,4,2,3,1,,,,056,028,000,014,007,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,11,09,04,05,11,02,04,06,06,06,06,07,02,01,02,10,2,2,4,2,2,2,2,3,2,1,4,2,5,5,2,3,3,4,1,4,4,4,2,4,2,3,3,1,,2,3,,,,,4,4,3,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,3,4,2,1,1,1,2,3,15177
19,0813,07,40395,2,1,02,00,,,,,,,,,,,,,,,,,1,,1,REALIZA LA LIMPIEZA EN EL AREA DE COMIDA EN GALERIAS BOULEVARD.,96,AFANADORA,46,VENTA Y DISTRIBUCION DE TELAS Y ROPA. EN DIFERENTES PUNTOS DEL ESTADO.,2,4,4,1,1,2,1,1,,,,,,,,,1,1,1,2,2,1,1,1,1,1,2,,1,3,3,3,3,2,2,6,2,5,3,1,4,,,,008,003,001,000,,,7,07,02,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,1,NO TIENE DINERO,2,2,4,2,2,10,10,09,10,10,10,09,08,07,09,10,08,10,10,08,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,,,,,,3,5,4,4,4,4,4,5,4,5,4,4,1,1,1,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,2,2,2,3,25295
19,0813,07,40399,4,1,01,07,5,5441,INFORMATICA ADMINISTRATIVA,3,2,2,2,1,2,,23,2,,,2,2,1,,1,MANEJO DE PERSONAL,21,PRESTADOR DE SERVICIOS PROFESIONALES,93,IMPARTICION DE JUSTICIA,2,3,1,3,3,3,3,3,,,,,,,,,2,1,2,2,2,2,1,1,1,1,2,,2,1,3,3,3,1,1,3,4,5,2,6,1,,,,005,005,000,000,,,7,10,10,00,03,05,05,00,PROCESO,,,1,01,02,,1,1,30,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,1,2,08,10,08,10,10,10,06,09,09,10,10,09,08,10,08,06,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,,3,2,1,,,,,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,4,3,5,2,4,1,1,1,1,4980
19,0813,07,40399,3,1,01,04,3,,,,,,,,1,,20,2,,,1,1,1,,4,ELABORAR Y PREPARAR PRODUCTOS PARA CONSUMO EN VIA PUBLICA AGUAS Y TORTAS,95,COMERCIANTE EN VIA PUBLICA,72,ELABORACION Y VENTA DE PRODUCTOS PARA EL CONSUMO AGUAS Y TORTAS EN VIA PUBLICA,2,2,2,2,2,2,2,2,,,,,,,,,1,2,1,1,1,2,1,1,2,1,2,,2,2,2,2,2,2,2,2,3,6,4,1,5,,,,014,007,002,014,010,000,3,09,06,02,03,12,03,09,MUY INTERESANTE,RAIDER DIGET,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,1,2,01,05,01,10,10,10,01,10,10,10,10,10,10,10,05,10,2,2,3,1,1,3,2,2,2,1,3,2,1,2,2,2,2,4,1,2,2,4,1,1,4,4,4,3,,1,2,,,,,4,4,3,3,3,3,3,4,4,4,4,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,3,1,4,2,4,1,1,1,1,9961
19,0813,07,40399,2,1,02,03,1,,,,,,,,,,,,,,,,5,1,4,VENDER ABARROTES,41,VENDEDORA DE ABARROTES,46,VENTA DE PRODUCTOS DE ABARROTES,2,3,4,2,2,2,2,3,,,,,,,,,1,1,1,2,2,2,2,2,2,1,2,,3,4,2,2,2,3,3,3,4,5,1,2,6,,,,024,012,000,007,007,000,0,,,,01,04,00,04,REVISTA DE TELEFONOS,,,1,01,00,,1,1,6,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,,2,1,2,2,2,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,1,2,4,2,2,08,10,06,08,05,02,02,06,04,06,08,07,08,09,01,01,3,3,4,2,1,1,1,1,2,4,3,1,1,3,2,2,1,4,2,3,2,2,1,2,1,1,4,,2,3,1,,,,,4,3,2,2,1,1,1,1,2,3,3,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,3,2,5,2,5,1,1,1,1,9924
19,0813,07,40399,5,1,01,04,3,,,,,,,,1,,18,2,,,1,1,1,,1,CHECADOR HORARIOS DE SALIDA Y LLEGADA EN RUTA DE COMBI,31,CHECADOR DE RUTA DE COMBI,48,TRANSPORTE DE PASAJEROS EN COMBI,2,2,4,2,2,2,4,2,,,,,,,,,1,1,1,1,1,1,2,2,2,1,2,,2,4,3,3,3,4,3,2,6,5,4,3,1,,,,021,007,000,030,010,000,6,04,04,00,00,,,,,,,2,,,,1,1,4,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,03,10,02,10,09,10,05,10,10,10,10,10,10,10,06,10,4,2,4,2,2,2,2,2,2,2,4,2,2,5,2,2,2,2,2,2,4,2,1,2,2,4,4,,3,2,1,,,,,4,4,4,3,3,3,3,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,3,3,5,1,4,1,1,1,2,14941
