"R_DEF,C,2","PER,C,4","AGEB,C,4","CD,C,2","V_SEL,C,1","ENT,C,2","CON,C,4","PRO_VIV,C,4","N_HOG,C,1","N_REN,C,2","PAR,C,1","SEX,C,1","EDA,C,3","NAC_DIA,C,2","NAC_MES,C,2","NAC_ANIO,C,4","NIV,C,2","GRA,C,1","A_ESC,C,1","R_ELE,C,1","FAC,N,10,0","FAC18,N,10,0","ED_ENPECYT,C,1"
01,0809,078A,27,3,18,0341,0047,1,01,1,1,019,06,03,1990,04,3,,,3984,0,3
01,0809,078A,27,3,18,0341,0047,1,02,2,2,021,25,01,1988,04,3,,1,3984,9531,3
01,0809,078A,27,3,18,0341,0047,1,03,3,2,000,21,11,2008,,,,,3984,0,3
01,0809,078A,27,4,18,0341,0067,1,01,1,2,045,15,08,1963,07,5,3,1,3984,4737,3
01,0809,1538,27,1,18,0350,0046,1,01,1,1,070,10,01,1939,00,,,,10675,0,2
01,0809,1538,27,1,18,0350,0046,1,02,2,2,076,04,02,1933,00,,,1,10675,20330,2
01,0809,0741,27,2,18,0350,0103,1,01,1,2,038,17,04,1971,03,3,,1,10675,8846,2
01,0809,0741,27,2,18,0350,0103,1,02,3,1,013,28,01,1996,03,1,,,10675,0,2
01,0809,0741,27,3,18,0350,0161,1,01,1,1,033,27,09,1975,07,3,3,,10675,0,2
01,0809,0741,27,3,18,0350,0161,1,02,2,2,022,04,06,1987,03,3,,1,10675,16171,2
01,0809,1538,27,4,18,0350,0211,1,01,1,2,056,24,02,1953,02,6,,1,10675,9045,2
01,0809,1538,27,4,18,0350,0211,1,02,3,2,013,29,10,1995,02,6,,,10675,0,2
01,0809,0370,27,5,18,0014,0298,1,01,1,2,025,23,03,1984,07,4,3,1,4798,5141,3
01,0809,0370,27,5,18,0014,0298,1,02,3,1,002,02,09,2006,,,,,4798,0,3
01,0809,0281,27,5,18,0084,0070,1,01,1,1,020,12,06,1989,06,2,2,1,3694,8463,3
01,0809,0281,27,5,18,0084,0070,1,02,7,2,046,14,05,1963,00,,,,3694,0,3
01,0809,1701,27,1,18,0112,0008,1,01,1,2,039,08,09,1969,03,2,,,6165,0,2
01,0809,1701,27,1,18,0112,0008,1,02,3,1,022,24,07,1987,04,1,,1,6165,27053,2
01,0809,1701,27,1,18,0112,0008,1,03,3,1,020,05,11,1988,04,2,,,6165,0,2
01,0809,1701,27,1,18,0112,0008,1,04,3,2,018,08,09,1990,03,3,,,6165,0,2
01,0809,1701,27,1,18,0112,0008,1,05,3,2,009,05,03,2000,02,3,,,6165,0,2
01,0809,0991,27,2,18,0112,0066,1,01,1,1,038,11,05,1971,03,3,,1,6165,14799,2
01,0809,0991,27,2,18,0112,0066,1,02,2,2,035,19,09,1973,03,3,,,6165,0,2
01,0809,0991,27,2,18,0112,0066,1,03,3,2,016,17,04,1993,04,1,,,6165,0,2
01,0809,0991,27,2,18,0112,0066,1,04,3,1,010,25,06,1999,02,4,,,6165,0,2
01,0809,0991,27,3,18,0112,0108,1,01,1,1,033,12,08,1976,02,4,,1,6165,14742,2
01,0809,0991,27,3,18,0112,0108,1,02,2,2,027,30,04,1982,02,6,,,6165,0,2
01,0809,0991,27,3,18,0112,0108,1,03,3,2,005,29,06,2004,01,2,,,6165,0,2
01,0809,0991,27,4,18,0112,0172,1,01,1,2,047,10,11,1961,02,4,,,6165,0,2
01,0809,0991,27,4,18,0112,0172,1,02,2,1,064,13,02,1945,00,,,1,6165,16024,2
01,0809,0987,27,5,18,0112,0217,1,01,1,1,022,29,12,1986,02,6,,,6165,0,2
01,0809,0987,27,5,18,0112,0217,1,02,2,2,021,02,08,1988,02,6,,1,6165,13527,2
01,0809,0987,27,5,18,0112,0217,1,03,3,1,006,28,05,2003,01,3,,,6165,0,2
01,0809,0987,27,5,18,0112,0217,1,04,3,2,005,21,05,2004,00,,,,6165,0,2
01,0809,0987,27,5,18,0112,0217,1,05,3,1,000,25,11,2008,,,,,6165,0,2
01,0809,1487,27,1,18,0121,0008,1,01,1,1,053,15,05,1956,07,5,3,1,5216,11591,4
01,0809,1487,27,1,18,0121,0008,1,02,2,2,023,21,03,1986,04,3,,,5216,0,4
01,0809,1487,27,1,18,0121,0008,1,03,3,1,000,19,12,2008,,,,,5216,0,4
01,0809,1487,27,3,18,0121,0049,1,01,1,1,032,08,01,1977,07,5,3,,5216,0,4
01,0809,1487,27,3,18,0121,0049,1,02,2,2,021,08,01,1988,03,3,,1,5216,13196,4
01,0809,1487,27,3,18,0121,0049,1,03,3,2,002,25,10,2006,,,,,5216,0,4
01,0809,1487,27,4,18,0121,0078,1,01,1,1,024,13,03,1985,07,5,3,1,5216,6598,4
01,0809,1487,27,5,18,0121,0099,1,01,1,1,039,06,04,1970,07,5,3,1,5216,13396,4
01,0809,1487,27,5,18,0121,0099,1,02,2,2,034,17,10,1974,07,5,3,,5216,0,4
01,0809,1487,27,5,18,0121,0099,1,03,3,2,003,12,09,2005,,,,,5216,0,4
01,0809,1487,27,5,18,0121,0099,1,04,3,1,002,20,05,2007,,,,,5216,0,4
01,0809,1487,27,5,18,0121,0099,1,05,3,1,000,13,01,2009,,,,,5216,0,4
01,0809,0544,27,1,18,0134,0018,1,01,1,1,035,20,02,1974,07,1,3,,4976,0,2
01,0809,0544,27,1,18,0134,0018,1,02,2,2,038,18,08,1971,06,3,2,1,4976,10447,2
01,0809,0544,27,1,18,0134,0018,1,03,3,1,017,11,08,1992,04,2,,,4976,0,2
01,0809,0544,27,1,18,0134,0018,1,04,3,2,005,16,10,2003,01,3,,,4976,0,2
01,0809,0544,27,1,18,0134,0018,1,05,3,2,002,18,11,2006,,,,,4976,0,2
01,0809,0544,27,5,18,0134,0316,1,01,1,2,020,29,10,1988,07,3,3,1,4976,4774,2
01,0809,0760,27,4,18,0175,0055,1,01,1,1,051,20,02,1958,03,2,,1,4436,3920,3
01,0809,2042,27,1,18,0185,0026,1,01,1,1,044,16,05,1965,07,5,3,,3922,0,4
01,0809,2042,27,1,18,0185,0026,1,02,2,2,042,26,08,1966,07,4,3,,3922,0,4
01,0809,2042,27,1,18,0185,0026,1,03,3,1,019,22,07,1990,07,1,3,1,3922,14966,4
01,0809,2042,27,1,18,0185,0026,1,04,3,2,012,02,06,1997,02,6,,,3922,0,4
01,0809,2042,27,2,18,0185,0049,1,01,1,1,039,25,05,1970,04,3,,,3922,0,4
01,0809,2042,27,2,18,0185,0049,1,02,2,2,038,01,08,1971,03,3,,1,3922,15867,4
01,0809,2042,27,2,18,0185,0049,1,03,4,2,018,17,03,1991,04,1,,,3922,0,4
01,0809,2042,27,2,18,0185,0049,1,04,3,2,015,25,11,1993,03,3,,,3922,0,4
01,0809,2042,27,2,18,0185,0049,1,05,3,1,011,06,03,1998,02,5,,,3922,0,4
01,0809,2042,27,2,18,0185,0049,1,06,3,1,000,07,12,2008,,,,,3922,0,4
01,0809,2042,27,3,18,0185,0073,1,01,1,1,046,02,12,1962,05,4,2,,3922,0,4
01,0809,2042,27,3,18,0185,0073,1,02,2,2,049,03,10,1959,09,2,4,,3922,0,4
01,0809,2042,27,3,18,0185,0073,1,03,4,2,024,22,11,1984,07,4,3,,3922,0,4
01,0809,2042,27,3,18,0185,0073,1,04,4,2,007,28,02,2002,02,2,,,3922,0,4
01,0809,2042,27,3,18,0185,0073,1,05,4,2,074,04,05,1935,02,1,,1,3922,24569,4
01,0809,2042,27,4,18,0185,0096,1,01,1,1,052,21,01,1957,04,3,,,3922,0,4
01,0809,2042,27,4,18,0185,0096,1,02,2,2,054,08,03,1955,07,5,3,,3922,0,4
01,0809,2042,27,4,18,0185,0096,1,03,4,2,026,23,06,1983,07,5,3,1,3922,24625,4
01,0809,2042,27,4,18,0185,0096,1,04,3,1,024,21,08,1984,07,2,3,,3922,0,4
01,0809,2042,27,4,18,0185,0096,1,05,4,1,000,15,07,2009,,,,,3922,0,4
01,0809,2042,27,5,18,0185,0119,1,01,1,1,043,19,06,1966,03,2,,1,3922,19336,4
01,0809,2042,27,5,18,0185,0119,1,02,2,2,041,17,06,1968,04,2,,,3922,0,4
01,0809,2042,27,5,18,0185,0119,1,03,3,2,023,18,09,1985,00,,,,3922,0,4
01,0809,2042,27,5,18,0185,0119,1,04,3,1,021,08,10,1987,03,2,,,3922,0,4
01,0809,2042,27,5,18,0185,0119,1,05,3,2,011,29,08,1997,02,6,,,3922,0,4
01,0809,1114,27,3,18,0207,0081,1,01,1,1,025,07,02,1984,07,1,3,1,6310,5206,3
01,0809,1114,27,5,18,0207,0145,1,01,1,1,050,28,01,1959,02,6,,,6310,0,3
01,0809,1114,27,5,18,0207,0145,1,02,2,2,046,13,04,1963,03,3,,1,6310,13461,3
01,0809,1114,27,5,18,0207,0145,1,03,3,1,019,25,01,1990,04,2,,,6310,0,3
01,0809,1114,27,5,18,0207,0145,1,04,3,2,013,14,09,1995,03,2,,,6310,0,3
01,0809,0686,27,4,18,0250,0114,1,01,1,1,049,08,07,1960,09,2,4,,7114,0,2
01,0809,0686,27,4,18,0250,0114,1,02,2,2,045,13,10,1963,09,2,4,,7114,0,2
01,0809,0686,27,4,18,0250,0114,1,03,3,1,022,16,07,1987,09,2,4,1,7114,23699,2
01,0809,0686,27,4,18,0250,0114,1,04,3,1,020,28,11,1988,04,2,,,7114,0,2
01,0809,0686,27,4,18,0250,0114,1,05,3,1,015,02,01,1994,03,3,,,7114,0,2
01,0809,1881,27,1,18,0280,0031,1,01,1,1,042,04,08,1967,07,4,3,1,4866,9320,3
01,0809,1881,27,1,18,0280,0031,1,02,2,2,032,15,04,1977,07,5,3,,4866,0,3
01,0809,1881,27,1,18,0280,0031,1,03,3,2,010,10,06,1999,02,5,,,4866,0,3
01,0809,1881,27,1,18,0280,0031,1,04,3,1,006,26,07,2003,02,1,,,4866,0,3
01,0809,1881,27,1,18,0280,0031,1,05,3,2,001,26,10,2007,,,,,4866,0,3
01,0809,1881,27,2,18,0280,0066,1,01,1,1,054,03,07,1955,09,2,4,1,4866,13140,3
01,0809,1881,27,2,18,0280,0066,1,02,2,2,052,06,10,1956,07,5,3,,4866,0,3
01,0809,1881,27,2,18,0280,0066,1,03,3,1,023,18,11,1985,07,3,3,,4866,0,3
01,0809,1881,27,2,18,0280,0066,1,04,3,2,010,27,05,1999,02,4,,,4866,0,3
01,0809,1896,27,5,18,0280,0187,1,01,1,1,041,29,09,1967,03,3,,,4866,0,3
01,0809,1896,27,5,18,0280,0187,1,02,2,2,026,29,05,1983,02,6,,1,4866,11227,3
01,0809,1896,27,5,18,0280,0187,1,03,3,2,003,25,04,2006,,,,,4866,0,3
01,0809,1896,27,5,18,0280,0187,1,04,3,2,000,11,10,2008,,,,,4866,0,3
01,0809,078A,27,5,18,0341,0090,1,01,1,1,036,30,01,1973,03,3,,1,3984,9055,3
01,0809,078A,27,5,18,0341,0090,1,02,2,2,036,09,10,1972,03,3,,,3984,0,3
01,0809,078A,27,5,18,0341,0090,1,03,3,2,017,17,02,1992,04,1,,,3984,0,3
01,0809,078A,27,5,18,0341,0090,1,04,3,2,014,18,12,1994,03,3,,,3984,0,3
01,0809,078A,27,5,18,0341,0090,1,05,3,1,012,24,09,1996,03,2,,,3984,0,3
01,0809,078A,27,5,18,0341,0090,1,06,3,1,010,07,05,1999,02,5,,,3984,0,3
01,0809,078A,27,5,18,0341,0090,1,07,3,2,008,09,09,2000,02,4,,,3984,0,3
01,0809,078A,27,5,18,0341,0090,1,08,3,1,003,21,06,2006,,,,,3984,0,3
01,0809,1538,27,5,18,0350,0253,1,01,1,1,061,13,06,1948,07,4,3,1,10675,19156,2
01,0809,1538,27,5,18,0350,0253,1,02,2,2,062,29,09,1946,07,2,3,,10675,0,2
01,0809,2440,03,2,19,0049,0053,1,01,1,1,043,29,05,1966,07,5,3,1,4682,10041,4
01,0809,2440,03,2,19,0049,0053,1,02,2,2,042,13,01,1967,06,3,3,,4682,0,4
01,0809,2440,03,2,19,0049,0053,1,03,3,2,017,14,02,1992,04,2,,,4682,0,4
01,0809,2440,03,2,19,0049,0053,1,04,3,2,013,14,11,1995,03,1,,,4682,0,4
01,0809,2440,03,2,19,0049,0053,1,05,3,1,011,24,10,1997,02,5,,,4682,0,4
01,0809,0457,03,4,19,0117,0083,1,01,1,2,071,10,06,1938,06,2,1,1,6883,22158,3
01,0809,0457,03,4,19,0117,0083,1,02,3,1,040,10,05,1969,04,1,,,6883,0,3
01,0809,0457,03,4,19,0117,0083,1,03,4,2,038,06,03,1971,04,3,,,6883,0,3
01,0809,0457,03,4,19,0117,0083,1,04,4,2,018,10,08,1991,04,3,,,6883,0,3
01,0809,0457,03,4,19,0117,0083,1,05,4,1,013,03,04,1996,03,1,,,6883,0,3
01,0809,0390,03,2,19,0120,0084,1,01,1,1,054,12,01,1955,09,3,4,,3546,0,3
01,0809,0390,03,2,19,0120,0084,1,02,2,2,053,18,06,1956,06,2,1,1,3546,12289,3
01,0809,0390,03,2,19,0120,0084,1,03,3,2,022,12,01,1987,04,1,,,3546,0,3
01,0809,0390,03,2,19,0120,0084,1,04,4,2,000,15,09,2008,,,,,3546,0,3
01,0809,0390,03,5,19,0120,0192,1,01,1,1,041,13,04,1968,03,2,,,3546,0,3
01,0809,0390,03,5,19,0120,0192,1,02,2,2,038,05,08,1971,02,6,,1,3546,8650,3
01,0809,0390,03,5,19,0120,0192,1,03,3,2,017,11,08,1992,03,2,,,3546,0,3
01,0809,0390,03,5,19,0120,0192,1,04,3,2,013,16,05,1996,03,2,,,3546,0,3
01,0809,0390,03,5,19,0120,0192,1,05,3,2,011,02,02,1998,02,5,,,3546,0,3
01,0809,0390,03,5,19,0120,0192,1,06,4,1,002,13,01,2007,,,,,3546,0,3
01,0809,0540,03,1,19,0165,0018,1,01,1,1,034,09,08,1975,07,5,3,,5241,0,3
01,0809,0540,03,1,19,0165,0018,1,02,2,2,030,28,09,1978,07,5,3,1,5241,10972,3
01,0809,0540,03,5,19,0165,0094,1,01,1,2,067,20,01,1942,06,3,2,1,5241,5082,3
01,0809,0327,03,3,19,0204,0046,1,01,1,1,049,25,11,1959,03,1,,,3504,0,3
01,0809,0327,03,3,19,0204,0046,1,02,2,2,046,29,12,1962,02,6,,1,3504,22153,3
01,0809,0327,03,3,19,0204,0046,1,03,3,1,025,20,12,1983,06,2,3,,3504,0,3
01,0809,0327,03,3,19,0204,0046,1,04,3,2,024,08,10,1984,06,3,3,,3504,0,3
01,0809,0327,03,3,19,0204,0046,1,05,3,2,021,23,09,1987,06,1,2,,3504,0,3
01,0809,0327,03,3,19,0204,0046,1,06,4,2,002,15,05,2007,,,,,3504,0,3
01,0809,0730,03,2,19,0280,0040,1,01,1,1,069,13,02,1940,02,5,,1,8314,13898,2
01,0809,0730,03,2,19,0280,0040,1,02,2,2,066,27,08,1943,02,5,,,8314,0,2
01,0809,0730,03,4,19,0280,0093,1,01,1,1,063,08,11,1945,02,6,,,8314,0,2
01,0809,0730,03,4,19,0280,0093,1,02,2,2,058,13,11,1950,02,6,,1,8314,24732,2
01,0809,0730,03,4,19,0280,0093,1,03,3,2,026,25,09,1982,07,5,3,,8314,0,2
01,0809,0730,03,4,19,0280,0093,1,04,3,1,023,23,10,1985,04,1,,,8314,0,2
01,0809,2559,03,1,19,0289,0007,1,01,1,1,031,17,10,1977,06,3,2,,4950,0,4
01,0809,2559,03,1,19,0289,0007,1,02,2,2,030,15,12,1978,03,3,,1,4950,11874,4
01,0809,2559,03,1,19,0289,0007,1,03,3,2,009,30,06,2000,02,1,,,4950,0,4
01,0809,2559,03,1,19,0289,0007,1,04,3,1,002,23,08,2007,,,,,4950,0,4
01,0809,0564,03,1,19,0406,0001,1,01,1,1,049,30,09,1959,02,1,,,5706,0,2
01,0809,0564,03,1,19,0406,0001,1,02,2,2,047,15,06,1962,02,6,,1,5706,14101,2
01,0809,0564,03,1,19,0406,0001,1,03,3,2,016,30,05,1993,02,5,,,5706,0,2
01,0809,0564,03,3,19,0406,0069,1,01,1,2,039,04,04,1970,03,3,,1,5706,14055,2
01,0809,0564,03,3,19,0406,0069,1,02,3,2,018,13,04,1991,02,6,,,5706,0,2
01,0809,0564,03,3,19,0406,0069,1,03,3,1,014,25,11,1994,02,6,,,5706,0,2
01,0809,0564,03,3,19,0406,0069,1,04,3,2,011,06,02,1998,02,5,,,5706,0,2
01,0809,0564,03,3,19,0406,0069,1,05,3,1,000,27,05,2009,,,,,5706,0,2
01,0809,4110,03,2,19,0532,0036,1,01,1,2,066,07,12,1942,02,6,,1,4339,5674,2
01,0809,3729,03,2,19,0127,0038,1,01,1,1,038,25,04,1971,02,3,,,6244,0,2
01,0809,3729,03,2,19,0127,0038,1,02,2,2,033,05,08,1976,03,3,,1,6244,12096,2
01,0809,3729,03,2,19,0127,0038,1,03,3,2,009,23,12,1999,02,2,,,6244,0,2
01,0809,3729,03,2,19,0127,0038,1,04,3,2,008,21,06,2001,02,2,,,6244,0,2
01,0809,3729,03,2,19,0127,0038,1,05,3,2,000,13,12,2008,,,,,6244,0,2
01,0809,3729,03,5,19,0127,0097,1,01,1,1,022,24,02,1987,02,5,,1,6244,11099,2
01,0809,3729,03,5,19,0127,0097,1,02,2,2,022,20,12,1986,02,6,,,6244,0,2
01,0809,3729,03,5,19,0127,0097,1,03,3,2,005,25,02,2004,01,2,,,6244,0,2
01,0809,3729,03,5,19,0127,0097,1,04,3,1,003,11,12,2005,,,,,6244,0,2
01,0809,0540,03,2,19,0165,0037,1,01,1,1,055,10,06,1954,02,6,,,5241,0,3
01,0809,0540,03,2,19,0165,0037,1,02,2,2,051,27,10,1957,03,3,,,5241,0,3
01,0809,0540,03,2,19,0165,0037,1,03,3,1,031,23,11,1977,02,6,,,5241,0,3
01,0809,0540,03,2,19,0165,0037,1,04,3,1,027,20,10,1981,04,1,,,5241,0,3
01,0809,0540,03,2,19,0165,0037,1,05,3,1,026,05,07,1983,04,1,,1,5241,30844,3
01,0809,0540,03,2,19,0165,0037,1,06,4,2,023,02,02,1986,04,1,,,5241,0,3
01,0809,0540,03,2,19,0165,0037,1,07,4,2,002,21,03,2007,,,,,5241,0,3
01,0809,0540,03,3,19,0165,0057,1,01,1,1,037,25,10,1971,06,3,3,,5241,0,3
01,0809,0540,03,3,19,0165,0057,1,02,2,2,044,08,01,1965,06,3,3,1,5241,8534,3
01,0809,0540,03,3,19,0165,0057,1,03,3,1,008,19,05,2001,02,3,,,5241,0,3
01,0809,1276,03,1,19,0001,0028,1,01,1,1,038,19,08,1970,04,3,,,3970,0,3
01,0809,1276,03,1,19,0001,0028,1,02,2,2,038,24,01,1971,06,3,2,1,3970,8542,3
01,0809,1276,03,1,19,0001,0028,1,03,3,2,010,05,12,1998,02,4,,,3970,0,3
01,0809,1276,03,1,19,0001,0028,1,04,3,2,008,14,03,2001,02,2,,,3970,0,3
01,0809,1276,03,2,19,0001,0061,1,01,1,1,031,26,02,1978,03,3,,,3970,0,3
01,0809,1276,03,2,19,0001,0061,1,02,2,2,036,09,04,1973,02,6,,1,3970,8542,3
01,0809,1276,03,2,19,0001,0061,1,03,3,2,007,26,08,2001,02,2,,,3970,0,3
01,0809,1276,03,2,19,0001,0061,1,04,3,1,005,03,08,2004,01,1,,,3970,0,3
01,0809,0143,03,1,19,0085,0031,1,01,1,1,030,04,11,1978,02,6,,1,2463,1811,1
01,0809,0143,03,1,19,0085,0031,1,02,3,2,011,14,07,1998,02,2,,,2463,0,1
01,0809,0143,03,1,19,0085,0031,1,03,3,2,009,24,08,1999,02,2,,,2463,0,1
01,0809,0143,03,1,19,0085,0031,1,04,3,1,008,15,08,2000,02,1,,,2463,0,1
01,0809,0143,03,5,19,0085,0197,1,01,1,1,029,29,12,1979,02,1,,,2463,0,1
01,0809,0143,03,5,19,0085,0197,1,02,2,2,034,07,06,1975,02,5,,1,2463,3622,1
01,0809,0143,03,5,19,0085,0197,1,03,3,1,007,27,10,2001,02,2,,,2463,0,1
01,0809,0143,03,5,19,0085,0197,1,04,3,1,006,25,10,2002,02,1,,,2463,0,1
01,0809,3729,03,1,19,0127,0019,1,01,1,2,057,10,05,1952,00,,,1,6244,12416,2
01,0809,3729,03,1,19,0127,0019,1,02,4,2,008,20,12,2000,02,2,,,6244,0,2
01,0809,3729,03,1,19,0127,0019,1,03,2,1,029,02,05,1980,03,3,,,6244,0,2
01,0809,3729,03,3,19,0127,0056,1,01,1,1,032,21,06,1977,02,6,,1,6244,12096,2
01,0809,3729,03,3,19,0127,0056,1,02,2,2,026,08,04,1983,03,3,,,6244,0,2
01,0809,3729,03,3,19,0127,0056,1,03,3,1,004,25,08,2004,,,,,6244,0,2
01,0809,3729,03,3,19,0127,0056,1,04,3,2,003,07,05,2006,,,,,6244,0,2
01,0809,3729,03,4,19,0127,0074,1,01,1,2,054,19,09,1954,02,3,,,6244,0,2
01,0809,3729,03,4,19,0127,0074,1,02,3,2,018,11,07,1991,03,3,,1,6244,11896,2
01,0809,0485,03,2,19,0146,0028,1,01,1,1,064,06,08,1945,06,3,2,1,13020,17358,4
01,0809,0485,03,2,19,0146,0028,1,02,2,2,058,20,09,1950,04,4,,,13020,0,4
01,0809,0485,03,2,19,0146,0028,1,03,3,2,023,25,09,1985,07,3,3,,13020,0,4
01,0809,0730,03,1,19,0280,0014,1,01,1,2,071,20,02,1938,02,6,,,8314,0,2
01,0809,0730,03,1,19,0280,0014,1,02,3,1,049,19,07,1960,03,3,,1,8314,12133,2
01,0809,0340,03,2,19,0345,0064,1,01,1,1,051,04,04,1958,07,5,3,,5339,0,2
01,0809,0340,03,2,19,0345,0064,1,02,2,2,053,04,03,1956,02,6,,,5339,0,2
01,0809,0340,03,2,19,0345,0064,1,03,3,2,025,04,09,1983,07,3,3,,5339,0,2
01,0809,0340,03,2,19,0345,0064,1,04,3,2,021,04,06,1988,04,1,,1,5339,18988,2
01,0809,0340,03,2,19,0345,0064,1,05,4,1,003,03,12,2005,,,,,5339,0,2
01,0809,0340,03,4,19,0345,0139,1,01,1,1,045,27,07,1964,07,4,3,1,5339,10421,2
01,0809,0340,03,4,19,0345,0139,1,02,2,2,040,05,06,1969,03,3,,,5339,0,2
01,0809,0340,03,4,19,0345,0139,1,03,3,2,016,17,03,1993,06,1,2,,5339,0,2
01,0809,0340,03,4,19,0345,0139,1,04,3,1,012,13,12,1996,02,6,,,5339,0,2
01,0809,0340,03,4,19,0345,0139,1,05,3,2,011,23,04,1998,02,5,,,5339,0,2
01,0809,0340,03,4,19,0345,0139,1,06,3,2,004,01,09,2004,,,,,5339,0,2
01,0809,017A,03,3,19,0358,0052,1,01,1,1,055,12,06,1954,04,2,,1,7265,29024,2
01,0809,017A,03,3,19,0358,0052,1,02,2,2,049,25,10,1959,04,3,,,7265,0,2
01,0809,017A,03,3,19,0358,0052,1,03,3,2,029,11,01,1980,07,5,3,,7265,0,2
01,0809,017A,03,3,19,0358,0052,1,04,3,2,026,15,03,1983,07,4,3,,7265,0,2
01,0809,017A,03,3,19,0358,0052,1,05,3,1,021,27,05,1988,04,2,,,7265,0,2
01,0809,017A,03,4,19,0358,0071,1,01,1,2,084,08,12,1924,00,,,,7265,0,2
01,0809,017A,03,4,19,0358,0071,1,02,3,2,053,12,04,1956,02,2,,,7265,0,2
01,0809,017A,03,4,19,0358,0071,1,03,3,1,050,05,02,1959,03,2,,,7265,0,2
01,0809,017A,03,4,19,0358,0071,1,04,3,2,049,15,08,1960,06,2,2,,7265,0,2
01,0809,017A,03,4,19,0358,0071,1,05,4,2,038,02,07,1971,03,3,,,7265,0,2
01,0809,017A,03,4,19,0358,0071,1,06,4,1,025,18,08,1983,04,1,,,7265,0,2
01,0809,017A,03,4,19,0358,0071,1,07,4,1,022,13,07,1987,04,1,,1,7265,41512,2
01,0809,017A,03,4,19,0358,0071,1,08,4,1,018,30,12,1990,03,3,,,7265,0,2
01,0809,017A,03,4,19,0358,0071,1,09,4,1,015,12,12,1993,03,3,,,7265,0,2
01,0809,1315,03,4,19,0363,0059,1,01,1,2,042,18,08,1966,05,4,2,1,3757,9059,4
01,0809,1315,03,4,19,0363,0059,1,02,4,2,045,06,11,1963,05,4,2,,3757,0,4
01,0809,0057,03,2,19,0422,0012,1,01,1,1,080,23,06,1929,02,5,,1,5056,5742,3
01,0809,0057,03,3,19,0422,0025,1,01,1,1,060,31,05,1949,02,4,,,5056,0,3
01,0809,0057,03,3,19,0422,0025,1,02,2,2,052,26,07,1957,02,6,,1,5056,13593,3
01,0809,0057,03,3,19,0422,0025,1,03,3,1,022,24,04,1987,07,4,3,,5056,0,3
01,0809,0057,03,3,19,0422,0025,1,04,3,1,017,25,04,1992,03,3,,,5056,0,3
01,0809,0057,03,4,19,0422,0053,1,01,1,1,068,18,08,1940,03,3,,,5056,0,3
01,0809,0057,03,4,19,0422,0053,1,02,2,2,071,25,12,1937,02,2,,1,5056,11483,3
01,0809,4110,03,1,19,0532,0009,1,01,1,1,052,05,12,1956,03,2,,1,4339,10151,2
01,0809,4110,03,1,19,0532,0009,1,02,2,2,050,02,11,1958,03,3,,,4339,0,2
01,0809,4110,03,1,19,0532,0009,1,03,3,2,016,19,07,1993,03,3,,,4339,0,2
01,0809,0492,03,2,19,0574,0030,1,01,1,1,041,18,05,1968,06,3,2,1,4250,7933,3
01,0809,0492,03,2,19,0574,0030,1,02,2,2,040,15,03,1969,06,3,2,,4250,0,3
01,0809,0492,03,2,19,0574,0030,1,03,3,1,013,25,04,1996,03,1,,,4250,0,3
01,0809,0492,03,2,19,0574,0030,1,04,3,1,007,15,08,2002,02,2,,,4250,0,3
01,0809,0492,03,3,19,0574,0058,1,01,1,1,064,09,05,1945,07,4,3,1,4250,9776,3
01,0809,0492,03,3,19,0574,0058,1,02,2,2,063,05,03,1946,03,3,,,4250,0,3
01,0809,0730,03,5,19,0280,0122,1,01,1,1,021,02,06,1988,02,5,,,8314,0,2
01,0809,0730,03,5,19,0280,0122,1,02,2,2,025,10,07,1984,04,1,,1,8314,14441,2
01,0809,1276,03,3,19,0001,0089,1,01,1,1,040,01,06,1969,06,2,2,1,3970,8608,3
01,0809,1276,03,3,19,0001,0089,1,02,2,2,043,14,12,1965,07,5,3,,3970,0,3
01,0809,1276,03,3,19,0001,0089,1,03,3,2,011,05,07,1998,01,5,,,3970,0,3
01,0809,1276,03,3,19,0001,0089,1,04,3,2,003,08,07,2006,,,,,3970,0,3
01,0809,1276,03,5,19,0001,0142,1,01,1,1,035,12,12,1973,06,3,2,1,3970,8542,3
01,0809,1276,03,5,19,0001,0142,1,02,2,2,037,17,11,1971,06,3,3,,3970,0,3
01,0809,1276,03,5,19,0001,0142,1,03,3,1,011,10,08,1998,02,5,,,3970,0,3
01,0809,1276,03,5,19,0001,0142,1,04,3,2,007,30,01,2002,02,1,,,3970,0,3
01,0809,2440,03,1,19,0049,0019,1,01,1,1,037,23,02,1972,06,3,2,,4682,0,4
01,0809,2440,03,1,19,0049,0019,1,02,2,2,031,08,04,1978,06,3,2,1,4682,12420,4
01,0809,2440,03,1,19,0049,0019,1,03,3,2,012,27,06,1997,02,6,,,4682,0,4
01,0809,2440,03,1,19,0049,0019,1,04,3,1,007,07,02,2002,02,1,,,4682,0,4
01,0809,0921,03,1,19,0108,0002,1,01,1,1,065,12,05,1944,02,2,,1,6662,12530,2
01,0809,0921,03,1,19,0108,0002,1,02,2,2,057,17,02,1952,02,3,,,6662,0,2
01,0809,0921,03,4,19,0108,0070,1,01,1,2,083,08,05,1926,00,,,1,6662,6265,2
01,0809,0921,03,5,19,0108,0088,1,01,1,1,062,06,01,1947,02,6,,,6662,0,2
01,0809,0921,03,5,19,0108,0088,1,02,2,2,060,25,04,1949,02,3,,,6662,0,2
01,0809,0921,03,5,19,0108,0088,1,03,3,1,036,23,05,1973,02,6,,,6662,0,2
