"PER,C,4","AGEB,C,4","CD,C,2","PRO_VIV,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,4","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,C,4","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P13_6,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1,C,1","S4P22_2,C,1","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","FAC,N,6,0"
0809,2205,43,0535,13,1288,5,1,01,07,4,3111,ARQUITECTURA,3,1,1,1,1,1,24,2,,,1,1,1,,1,GESTOR DE TRAMITES DE LA CONSTRUCCION Y PERMISOS,6270,GESTOR DE TRAMITES DE CONSTRUCCION,CONSTRUCTORA CESVI SA,2361,CONSTRUCCIÓN DE VIVIENDAS CASA HABITACION DE MANERA INTEGRAL,2,1,3,2,2,3,4,2,,,,,,,,,0,1,0,0,0,0,0,0,1,1,0,,1,2,2,2,3,4,2,3,5,4,1,2,6,,,,010,003,000,010,005,000,3,05,02,01,02,05,00,00,REVISTA DE CONSTRUCCION Y OBRAS,,,1,02,00,,1,1,30,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,,2,1,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,5,2,2,2,3,06,08,06,08,08,08,07,08,08,06,08,08,3,3,3,3,2,2,2,3,4,4,3,2,3,3,2,2,4,1,2,4,3,2,3,1,4,4,3,1,,2,,,,,2,1,3,3,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,2,2,1,1,3,2,1,3,2,2,2,2,2,3,3,3,3,3,3,16055
0809,0054,43,0020,13,1340,1,1,05,03,3,,,,,,,,,,,,,,,5,1,4,ELEBORACIÓN Y VENTA DE FRITURAS Y CHURROS,5202,COMERCIANTE DE FRITURAS Y CHURROS,CHURRERIA Y FRITURAS DIVINO PASTOR,7221,ELABORACION Y VENTA DE FRITURAS Y CHURROS. EN UN PUESTO AMBULANTE,2,3,4,2,2,2,4,3,,,,,,,,,1,0,1,0,1,1,1,0,1,0,0,,3,4,3,3,3,4,3,4,2,6,1,3,5,,,,016,010,006,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,1,1,3,2,1,03,06,02,08,07,03,05,05,05,06,08,03,3,3,4,1,2,1,2,3,2,3,3,2,3,2,3,1,3,2,2,3,3,2,2,3,2,2,1,2,3,,,,,,3,4,3,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,1,3,3,2,,2,1,2,2,2,2,2,2,2,3,2,24840
0809,0054,43,0039,13,1340,2,1,02,03,3,,,,,,,,,,,,,,,1,,1,INTENDENCIA HACER LIMPIEZA EN GENERAL BARRER TRAPEAR LIMPIAR,8124,INTENDENTE,DECORACION DE INTERIORES SIN NOMBRE,5411,LIMPIEZA Y DECORACION INTERIORES Y EXTERIORES DE CASA,2,3,3,2,2,1,1,1,,,,,,,,,1,0,1,1,1,1,1,1,1,0,0,,2,2,2,2,1,3,3,2,6,5,3,1,4,,,,004,001,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,3,5,2,3,3,10,10,10,09,10,06,09,10,10,10,08,09,3,3,3,3,3,2,2,3,3,3,3,1,3,1,1,1,2,1,3,3,1,1,1,1,1,1,2,3,1,,,,,,2,4,1,2,2,3,3,3,2,3,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,3,3,2,,1,2,2,2,2,2,2,2,3,2,3,20851
0809,0054,43,0102,13,1340,5,1,02,02,6,,,,,,,,,,,,,,,5,5,,,,,,,,,4,4,4,4,2,3,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,2,4,4,2,4,3,5,1,6,,,,014,000,000,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,5,5,5,3,2,2,10,10,10,09,07,07,06,10,10,06,06,07,4,3,4,4,3,2,2,4,2,4,2,2,4,4,2,2,3,2,2,2,3,2,3,1,3,4,2,3,1,,,,,,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,3,1,1,1,3,1,2,1,3,1,3,3,2,1,3,5,4,2,,2,2,2,2,2,1,5,2,3,2,4,23309
0809,1438,43,0071,13,1378,2,1,02,04,2,,,,,,,,1,17,2,,,2,2,1,,1,ACOMODA ARTICULOS DE ABARROTES,7111,SURTIDOR CON CAJA,CENTROS COMERCIALES SORIANA SA,4620,COMPRA VENTA DE ABARROTES BLANCOS Y PERCEDEROS EN UN SUPERMERCADO AL MENUDEO Y MEDIO MAYORE,2,4,4,4,4,2,2,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,2,3,2,5,6,4,1,2,3,,,,004,001,000,010,001,000,0,,,,01,04,04,00,PROCESO,,,1,02,04,,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,3,3,2,10,10,08,09,10,08,07,08,08,10,10,05,3,3,4,3,2,2,3,4,3,3,2,1,2,3,2,2,4,3,4,2,3,2,3,3,3,3,3,,2,1,,,,,4,3,3,2,2,2,2,2,2,2,2,1,2,1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,3,2,1,5,1,2,2,3,3,2,5,3,2,3,3,14352
0809,1438,43,0135,13,1378,3,1,01,04,3,,,,,,,,1,18,2,,,2,1,1,,1,TRASLADO DE VALORES,8303,CUSTODIO,TAMEME,5614,TRASLADO DE VALORES A LOS BANCOS EN VEHICULOS BLINDADOS,2,1,3,1,2,1,4,1,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,,3,3,2,2,3,4,1,5,2,6,1,3,4,,,,006,004,000,072,048,001,0,,,,11,06,02,02,MUY INTERESANTE,TECNOLOGY,,1,01,02,,1,1,48,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,,1,1,1,2,2,2,1,,,,,,,,,,,,0,1,0,0,0,0,0,0,,1,4,2,1,3,2,05,10,06,09,06,02,07,10,10,06,07,07,4,2,4,4,1,1,1,3,4,3,4,3,4,2,2,1,1,1,1,1,1,1,2,1,2,2,2,3,1,,,,,,2,3,2,2,2,2,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,1,3,2,2,2,2,2,2,3,3,3,3,3,12444
0809,0590,43,0013,13,1397,1,1,01,03,3,,,,,,,,,,,,,,,1,,1,LAVA SACUDE BARRE TRAPEA,8200,EMPLEADA DOMESTICA,CASA PARTICULAR,8140,HOGAR CON PERSONAL DOMESTICO,3,2,4,2,2,2,2,2,,,,,,,,,1,1,1,0,0,0,1,0,0,1,0,,2,4,2,2,2,2,2,3,2,4,5,1,6,,,,002,001,001,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,3,2,2,05,08,04,09,05,06,08,08,08,09,08,05,4,4,4,2,1,1,2,4,2,4,4,2,4,2,2,2,3,2,2,2,3,3,3,3,2,2,3,,1,2,,,,,3,4,3,3,4,4,3,3,4,4,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,3,3,2,,1,1,2,3,2,1,3,3,4,3,4,4516
0809,0590,43,0062,13,1397,3,1,01,03,3,,,,,,,,,,,,,,,1,,1,LAVA ROPA SACUDE BARRE ASEA CASA,8200,EMPLEADA DOMESTICA,CASA PARTICULAR,8140,CASA PARTICULAR CON SERVICIO DOMESTICO,2,3,4,4,4,4,4,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,4,1,5,6,3,2,4,,,,014,007,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,3,1,5,07,07,06,11,11,01,06,08,08,05,04,05,4,4,4,2,2,2,4,4,4,4,4,4,4,5,2,2,4,2,2,4,4,2,2,2,4,4,2,1,,3,,,,,4,4,4,5,4,4,4,4,4,4,1,2,2,2,3,2,1,1,1,1,1,1,2,2,1,1,1,3,2,2,5,4,2,,1,1,1,1,1,1,1,3,4,4,4,5461
0809,0590,43,0086,13,1397,4,1,01,04,3,,,,,,,,1,19,2,,,2,1,1,,1,SUPERVISAR DOCUMENTOS PARA AVALAR ESTEN EN REGLA,6111,SUPERVISOR DE DOCUMENTOS,CAMARA NACIONAL DE COMERCIO DEL ESTADO,8130,ASESORIA FISCAL DE TRAMITES Y AFILIACION DE COMERCIOS Y EMPRESAS,2,3,3,3,3,2,4,3,,,,,,,,,1,0,1,0,1,0,0,0,1,1,0,,2,2,2,2,2,4,2,3,4,6,2,5,1,,,,004,001,000,000,,,2,03,03,00,00,,,,,,,1,01,04,,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,,2,1,2,2,1,1,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,3,3,2,3,2,2,08,08,07,09,09,06,05,09,09,10,10,07,3,3,3,2,2,3,2,2,2,1,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,,3,1,2,,,,,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,4,3,2,,2,2,2,2,1,2,2,2,2,3,2,11183
0809,0590,43,0108,13,1397,5,1,02,06,3,1812,ADMINISTRACION DE EMPRESAS,2,,,,,1,22,2,,,2,2,2,,1,ELABORA NOMINAS PAPELEO PARA ALTAS EN ISSSTE ETC.,6270,AUXILIAR DE AREA,PODER JUDICIAL DEL ESTADO,9313,SERVICIO IMPARTICION DE JUSTICIA AL PUBLICO SEGURIDAD Y ORDEN PUBLICO,3,2,4,3,2,2,4,2,,,,,,,,,1,0,1,0,1,0,0,0,1,0,0,,2,3,3,3,3,4,3,2,5,6,3,1,4,,,,021,007,003,007,003,000,7,10,05,00,00,,,,,,,1,01,02,,1,1,7,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,2,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,1,1,1,2,08,08,06,09,07,06,08,07,07,08,09,10,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,5,2,3,2,,1,,,,,4,4,4,4,3,4,3,3,3,4,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,3,3,2,,2,2,2,2,2,2,2,2,2,2,2,22366
0809,0919,43,0034,13,1001,2,1,01,02,6,,,,,,,,,,,,,,,6,5,,,,,,,,,1,3,2,2,2,3,4,,,,,,,,,1,0,1,0,0,0,1,1,0,0,0,,1,2,2,2,2,2,2,2,4,6,3,1,5,,,,003,001,000,007,001,002,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,0,1,0,0,0,0,0,1,TIENE PROBLEMA PARA CAMINAR,3,2,3,2,2,2,08,06,06,10,06,10,08,10,10,10,10,10,4,4,4,4,2,2,2,3,3,3,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,3,,2,,,,,3,3,3,3,3,3,4,3,3,3,1,1,1,1,2,3,1,3,1,1,1,3,1,1,1,1,3,2,1,1,5,4,2,,2,2,2,2,2,2,2,3,3,3,3,9866
0809,0919,43,0057,13,1001,3,1,02,03,2,,,,,,,,,,,,,,,1,,1,AYUDA EN OFICINA A PAPELEO Y CAPTURA DE DATOS EN COMPUTADORAS,6270,AUXILIAR ADMINISTRATIVO,MULTILINEAS Y COMPUTADORAS S.A DE C.V,4661,OFICINAS DE COMPRA VENTA EQUIPO COMPUTO Y ASESORIAS COMPUTACIONALES,3,3,4,3,3,3,4,4,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,,3,4,3,3,3,3,3,2,3,5,1,4,6,,,,008,001,002,000,,,1,03,02,00,00,,,,,,,1,02,04,,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,0,0,0,0,0,0,,3,3,2,2,2,2,11,07,11,08,06,05,11,11,06,06,05,05,3,3,4,2,2,1,3,4,3,3,3,2,3,3,5,2,5,2,2,2,4,2,4,2,4,4,,3,1,2,,,,,4,3,3,4,4,4,4,4,4,4,1,2,1,2,3,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,3,3,2,,2,2,3,2,2,2,3,3,3,3,3,9979
0809,0919,43,0079,13,1001,4,1,02,03,3,,,,,,,,,,,,,,,5,5,,,,,,,,,4,4,4,4,2,4,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,4,5,2,6,3,1,4,,,,015,005,000,021,000,000,7,07,05,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,5,3,2,3,3,2,05,07,05,07,09,10,05,05,05,08,05,05,3,3,3,3,3,3,2,4,2,2,4,4,4,2,4,4,2,2,4,4,2,2,2,3,4,4,2,3,,1,,,,,3,4,2,4,3,4,4,4,3,4,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,3,3,2,,2,2,3,3,2,2,2,3,3,3,3,12980
0809,0350,43,0030,13,1025,2,1,01,09,3,6990,VALUADOR DE BIENES INMUEBLES,4,2,1,1,1,1,49,2,,,2,2,1,,4,PROYECTOS PARA CONSTRUCCION DE CASAS HABITACION,1100,ARQUITECTO,PROYECTOS ARQUITECTONICOS SIN NOMBRE,5411,PROYECTOS ARQUTECTONICOS Y SUPERVICION DE OBRAS,2,3,1,1,1,1,3,2,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,,2,3,1,1,2,3,2,4,5,1,2,6,3,,,,010,008,001,035,015,004,3,03,02,00,03,10,02,06,CONACYT,ARQUITECTURA PARA INTERIORES,,1,01,02,,1,1,14,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,3,2,2,3,09,08,05,10,10,10,08,08,08,10,08,08,3,3,4,3,1,1,2,3,3,4,3,2,2,1,1,1,2,2,2,4,1,1,1,1,3,4,1,3,,2,,,,,2,2,2,2,2,2,3,3,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,3,1,3,2,2,2,2,2,2,2,3,2,3,3,18525
0809,0350,43,0094,13,1025,5,1,03,07,1,3921,LIC EN ADMINISTRACION,3,2,2,2,1,1,21,2,,,2,2,1,,4,TRANSPORTE DE PERSONAS EN UN TAXI,5520,CHOFER DE TAXI,CONCESIONARIO DE TAXI SIN NOMBRES,4850,TRASLADA PERSONAS DENTRO Y FUERA DE LA CIUDAD EN UN TAXI,2,2,2,3,3,2,3,3,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,,2,2,3,3,3,3,3,5,6,1,2,4,3,,,,005,001,000,020,002,002,5,05,01,00,00,,,,,,,1,01,00,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,2,2,2,08,08,08,08,07,08,08,08,08,08,07,07,2,3,4,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,2,2,2,2,3,2,3,,1,,,,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,,1,2,2,2,2,2,2,3,3,3,3,13894
0809,0228,43,0018,13,1055,1,1,01,03,2,,,,,,,,,,,,,,,1,,1,PERFORADOR DE POZOS PETROLEROS,5311,OPERADOR DE PERFORADOR DE POZOS PETROLEROS,PEMEX PETROLEOS MEXICANOS,2110,EXTRACCION Y REFINACION DE PETROLEO,1,2,3,1,1,1,2,3,,,,,,,,,0,1,1,0,0,0,1,0,1,1,0,,3,3,2,2,2,2,2,5,4,3,2,6,1,,,,014,007,004,000,,,0,,,,15,12,00,01,MECANICA POPULAR,SELECCIONES,CIENCIA Y TEGNOLOGIA,1,01,02,,1,1,15,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,,1,1,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,2,2,3,07,09,08,09,08,08,07,08,08,08,07,07,3,3,3,2,2,2,2,2,2,3,3,2,2,1,2,2,2,1,2,4,5,1,2,2,5,5,1,,2,3,,,,,3,3,1,1,1,1,2,5,1,1,1,2,2,1,3,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,3,2,1,3,2,2,2,2,2,2,2,4,3,3,3,11077
0809,0228,43,0043,13,1055,2,1,02,02,2,,,,,,,,,,,,,,,1,,3,ALIMENTA Y CUIDA GANADO VACUNO,4110,AYUDANTE DE GANADERO,POTRERO SIN NOMBRE,1121,CRIA Y EXPLOTACIÓN DE ANIMALES VACUNOS,2,1,3,2,2,2,3,3,,,,,,,,,1,0,1,1,0,0,0,0,0,1,0,,2,2,2,2,2,3,3,5,3,6,4,2,1,,,,010,009,001,004,001,001,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,3,3,2,2,2,3,07,09,09,10,10,08,10,10,10,08,08,07,2,1,3,3,1,1,2,2,2,2,3,2,2,2,2,2,3,2,2,1,2,1,3,2,2,3,2,1,,3,,,,,1,3,1,2,2,3,2,4,2,3,1,2,1,2,2,2,1,3,1,1,1,2,1,1,1,2,2,2,1,1,3,2,2,,2,2,2,2,3,2,3,3,3,3,3,26791
0809,0228,43,0097,13,1055,4,1,01,06,3,0211,ENFERMERA INSTRUMENTISTA,2,,,,,1,19,2,,,2,2,6,5,,,,,,,,,3,3,3,1,1,3,3,,,,,,,,,1,1,1,1,1,0,0,1,1,0,0,,2,2,3,2,2,3,3,6,2,4,3,1,5,,,,014,010,001,010,009,000,7,10,09,01,05,10,02,08,NATIONAL GEOGRAPHIC,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,1,0,0,0,,4,4,4,4,1,3,11,10,07,08,08,10,08,08,09,10,10,10,3,3,3,1,2,2,2,3,1,3,1,1,3,2,1,3,1,1,3,1,1,1,1,1,3,1,,3,,2,1,EL SISTEMA EDUCATIVO PRIMARIO ES BAJO NO FOMENTA,,,3,4,1,1,1,1,3,3,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,4,1,4,1,2,2,2,2,3,3,2,3,4,2,6353
0809,0285,43,0052,13,1074,3,1,02,07,5,3741,ABOGADO,3,2,2,2,2,1,21,2,,,2,2,1,,4,LITIGACION DERECHO Y JUSTICIA ABOGACIA EN GENERAL,1160,ABOGADO PARTICULAR,SERVICIOS DE ABOGACIA SIN NOMBRE,5411,ABOGACIA EN GENERAL,2,2,2,2,2,1,3,2,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,2,2,2,2,1,3,2,3,2,5,1,6,4,,,,002,001,001,003,001,001,7,07,01,01,01,04,01,01,MUY INTERESANTE,,,1,01,02,,1,1,15,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,,2,2,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,3,3,3,05,08,06,09,09,05,01,08,08,08,08,06,2,2,4,2,1,1,2,4,4,4,4,2,1,1,1,1,4,1,2,1,2,1,2,2,3,2,,3,2,1,,,,,3,3,2,2,1,2,3,3,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,3,1,3,1,1,1,1,1,3,1,1,3,3,3,14298
0809,0285,43,0083,13,1074,5,1,01,07,4,3724,RELACIONES INTERNACIONALES,3,2,2,2,2,1,24,2,,,2,2,1,,5,VENTA DE ATAUDES Y SERVICIOS FUNERARIOS,8160,VENDEDOR DE ATAUDES,FUNERALES LARA,8121,VENTA DE ATAUDES Y SERVICIOS FUNERALES,2,1,1,1,1,1,3,1,,,,,,,,,0,0,1,0,0,0,0,1,0,1,0,,2,2,2,2,2,3,2,2,4,5,1,3,6,,,,010,006,001,015,010,004,3,05,02,01,00,,,,,,,1,01,02,,1,1,20,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,,1,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,1,1,1,1,1,03,07,04,09,07,05,07,07,07,01,03,06,2,3,4,3,1,1,3,3,4,3,4,2,2,4,2,2,4,4,2,4,4,2,2,4,4,2,,1,3,2,,,,,4,3,3,2,4,2,2,2,4,2,1,2,2,1,3,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,2,1,3,2,2,1,2,2,2,3,3,3,3,3,14298
0809,0228,43,0047,13,1104,3,1,02,02,6,,,,,,,,,,,,,,,3,5,,,,,,,,,2,3,3,4,2,4,4,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,,3,4,3,4,3,4,4,2,6,1,4,3,5,,,,015,006,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,1,0,0,0,,2,3,2,2,1,2,11,10,07,10,10,05,04,08,08,06,10,09,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,,,,,,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,5,4,2,,2,2,5,4,2,2,5,3,3,3,3,8854
